,dki-fa,dki-ad,dki-rd,dki-md,mk,ak,rk,kfa,mkt,icvf,odi,isovf,msd,qiv,rtop,rtap,rtpp,thick,myl
meggamma2,6.616292808839556,10.9049779285779,9.302367875978796,10.875658336166527,4.01916792192574,4.840962153420244,4.780908354534475,4.699926618113989,4.40303137834305,3.5936408265155952,3.5290234772467675,3.1628871769211924,5.119038600523014,6.938885869877646,1.9914260541934696,2.301037273912524,3.008449878844871,3.3969413131328845,6.515376152931754
