,dki-fa,dki-ad,dki-rd,dki-md,mk,ak,rk,kfa,mkt,icvf,odi,isovf,msd,qiv,rtop,rtap,rtpp,myl
scz_sa,6.6330527194454705,9.98247671384513,3.3495368178478024,5.034251402689533,7.563729256532576,10.355232142507406,6.21095715349958,6.081899906166406,6.738195843436933,4.848036949269595,8.726296523217844,2.7194842751271486,2.3475527702818515,4.215109945815983,3.874378337307247,3.6260102962666307,3.6617734431187183,4.032025503624146
