,dki-fa,dki-ad,dki-rd,dki-md,mk,ak,rk,kfa,mkt,icvf,odi,isovf,msd,qiv,rtop,rtap,rtpp,myl
mdd_sa,3.619271165939496,3.3939058882163455,4.413785227705765,4.872899265118819,7.1772695033519485,6.068466676408853,5.51985443923217,1.7007505867783175,12.520128518673301,6.949294974728235,1.7946146291032807,3.218587163045352,2.378521645394471,14.351649130955023,4.69203242759206,4.627570934376181,5.679970677844154,7.021427145536227
