,dki-fa,dki-ad,dki-rd,dki-md,mk,ak,rk,kfa,mkt,icvf,odi,isovf,msd,qiv,rtop,rtap,rtpp,myl
bd_sa,3.1926619347502196,5.580309516201671,7.996611019343783,6.522430320854184,3.1537000678587437,2.7749324657021583,3.941669337672566,5.0165139008713835,2.923392997361443,18.119641788699287,5.914541176788724,6.55700770219511,4.665718335260486,4.642268279618141,6.899869731506349,5.875919050466137,4.64760317263267,1.575209202216942
