,dki-fa,dki-ad,dki-rd,dki-md,mk,ak,rk,kfa,mkt,icvf,odi,isovf,msd,qiv,rtop,rtap,rtpp,myl
bd_ct,1.5042853563417853,3.1982899962911824,3.531984052244605,4.177048928211562,7.536547044386713,7.49760823625776,10.571578976647272,8.326830761513449,7.741437499284148,11.228752175235194,3.8118949624507166,5.7957769395484915,2.548059113022712,2.397784164088734,6.1344435018966585,7.3627165525506095,2.621665147442913,4.013296592585483
