,dki-fa,dki-ad,dki-rd,dki-md,mk,ak,rk,kfa,mkt,icvf,odi,isovf,msd,qiv,rtop,rtap,rtpp,myl
adhd_sa,3.275646704685124,4.264809281551783,9.802240015423335,10.454120840565231,3.271117704576628,3.167591685654061,10.390743038559584,4.45860005118705,3.5138308932936533,10.317553337565732,3.69114477026678,3.003777357613778,5.594534950438942,6.722564201803217,4.925193829158831,8.568730933508645,2.5406420157289085,2.0371583884187223
