,dki-fa,dki-ad,dki-rd,dki-md,mk,ak,rk,kfa,mkt,icvf,odi,isovf,msd,qiv,rtop,rtap,rtpp,myl
mdd_ct,6.0024619924086995,5.37935026128264,4.4917268095590925,5.142624504891853,3.325744663422773,2.6731525528397233,3.411563558926948,5.511087595847846,3.7919405232251484,9.10229841952683,4.620693189474888,5.517631219511918,2.7288735821420955,5.3409929415101,9.210038165443622,8.288932859646126,8.41841590613795,7.04247125420173
