,dki-fa,dki-ad,dki-rd,dki-md,mk,ak,rk,kfa,mkt,icvf,odi,isovf,msd,qiv,rtop,rtap,rtpp,myl
ocd_sa,3.9950303308899424,2.236491060725711,2.4812371179378876,2.150173503897422,9.402389989715692,3.4145867906545844,4.597929761225299,10.005921225286718,7.727063598556309,2.871082114148318,3.975335889760587,5.108334591264027,6.50047273476964,2.4528073643620436,6.870918740883042,6.597324940248869,7.364975561323806,12.247924684350101
