,dki-fa,dki-ad,dki-rd,dki-md,mk,ak,rk,kfa,mkt,icvf,odi,isovf,msd,qiv,rtop,rtap,rtpp,thick,myl
mGluR5,3.451684952195217,3.869915140812087,5.361443430296161,4.218801942034404,3.100645158144811,4.137738743883897,3.821204082760604,16.123503765564276,3.0340553599574784,8.421326190451486,3.770724182008246,3.4697334450719595,1.9648560844577727,7.46848591934283,2.1842554627418265,2.448876275756972,1.987788094989173,19.241439032103994,1.9235227374268078
