,dki-fa,dki-ad,dki-rd,dki-md,mk,ak,rk,kfa,mkt,icvf,odi,isovf,msd,qiv,rtop,rtap,rtpp,thick,myl
megalpha,3.5799984657452337,12.821265597805771,8.988751694353663,10.296513739259751,4.862938518566663,8.167692671073944,3.899209669780381,2.837194097765286,4.670127284383145,3.8464024074887697,2.170960718894933,4.355419946964556,3.7103562583802363,6.700304119545905,2.589778721438769,3.56142257511357,3.93633439872442,3.4571246593617433,5.5482044553532734
