region,5HTT
STV_R,-0.5202639766413374
7Pm_R,-1.0108077006076028
7m_R,-0.2116679028741968
POS1_R,0.7760340136044508
23d_R,0.4533637042224511
v23ab_R,0.5459479634588381
d23ab_R,-0.1618226886655672
31pv_R,0.5233046938623555
5m_R,-0.2597828059171368
5mv_R,-0.3539050222814498
23c_R,0.0309145365047761
5L_R,-0.7829028732520252
24dd_R,0.8176150485169863
24dv_R,0.2430204017627817
7AL_R,-1.153983545977193
SCEF_R,-0.5180838509804716
6ma_R,-0.9916927859594944
7Am_R,-1.2338121096888044
7Pl_R,-1.2994367010117802
7PC_R,-1.1927113980548496
LIPv_R,-1.3286687245247548
VIP_R,-1.2207515295086309
MIP_R,-1.225612865793077
1_R,-0.4723799096305163
2_R,-1.0770183834713365
3a_R,-0.8662638420630112
6d_R,-0.8713170006329689
6mp_R,-0.5446438484519637
6v_R,-0.9037300377389528
p24pr_R,1.2532031307913634
33pr_R,0.7797535751092629
a24pr_R,0.6055560093270073
p32pr_R,0.295996320680196
a24_R,0.759798180706263
d32_R,-0.2942269398736448
8BM_R,-0.6882145861483207
p32_R,-0.5143267228111436
10r_R,-0.3159410723894739
47m_R,0.5608305320964317
8Av_R,-0.9447296405193494
8Ad_R,-1.2386273746679957
9m_R,-0.616929567339636
8BL_R,-0.965115609222314
9p_R,-0.8755794384548469
10d_R,-0.4767858394267559
8C_R,-0.8517604477971754
44_R,-0.4202919622528643
45_R,-0.1604616087265086
47l_R,-0.1047406348285206
a47r_R,-0.3806959283818559
6r_R,-0.6271086899880529
IFJa_R,-0.6991908318751026
IFJp_R,-0.58392443321992
IFSp_R,-0.3913471663198352
IFSa_R,-0.1671567064827396
p9-46v_R,-0.5399056341040527
46_R,-0.6833111830978597
a9-46v_R,-0.4448498476889548
9-46d_R,-0.5832904914282274
9a_R,-0.4727646252659723
10v_R,-0.7521955156466751
a10p_R,-0.5101825429786937
10pp_R,-0.5018553247214133
11l_R,-0.43982630062907
13l_R,0.7996659924578894
OFC_R,-0.1747652247952628
47s_R,1.8749744123695864
LIPd_R,-1.5214695039471322
6a_R,-1.1350289902921684
i6-8_R,-1.1454847474602534
s6-8_R,-0.9753646424959006
43_R,-0.0579090537031369
OP4_R,0.2151027845907908
OP1_R,1.618755268027153
OP2-3_R,1.1044652860521529
52_R,1.5709876922950032
RI_R,0.6083992453056867
PFcm_R,0.5415245175065393
PoI2_R,4.437340608610857
TA2_R,1.518545843199922
FOP4_R,0.1074207184811967
MI_R,2.348772392594147
Pir_R,2.5691932966115543
AVI_R,0.4412299285503094
AAIC_R,2.678599617401882
FOP1_R,-0.0744858272185868
FOP3_R,1.0717848889727528
FOP2_R,1.2176305727019514
PFt_R,-1.2404700983875374
AIP_R,-1.3293173114047292
EC_R,2.6907145437195084
PreS_R,0.3084123138576505
H_R,1.6851376143150862
ProS_R,1.9659881020509105
PeEc_R,3.069736547888299
STGa_R,2.106297412645457
PBelt_R,0.8520408906409898
A5_R,0.7014146253113481
PHA1_R,0.2979303566760301
PHA3_R,0.0469257195617222
STSda_R,0.0842292738350092
STSdp_R,-0.2819100215757697
STSvp_R,-0.39180948965112
TGd_R,1.9059180464585492
TE1a_R,-0.1430897911857315
TE1p_R,-0.4918710756316244
TE2a_R,-0.7848646168698105
TF_R,-0.0452694250620297
TE2p_R,-0.8262137295451705
PHT_R,-0.460744264344906
PH_R,-0.4943527270541509
TPOJ1_R,-0.5177483794283643
TPOJ2_R,-0.0408368398085764
TPOJ3_R,-0.7620684622973535
DVT_R,-0.015500681088411
PGp_R,-0.5895210536425219
IP2_R,-1.0867097309513167
IP1_R,-1.3457686315681912
IP0_R,-0.8313409841291814
PFop_R,-0.0528916602708694
PF_R,-0.8925175747934363
PFm_R,-1.0441038175077384
PGi_R,-0.6760803444854947
PGs_R,-1.1427699402881442
V6A_R,-0.6522729755410961
VMV1_R,-0.0521833748994077
VMV3_R,-0.2426573665215867
PHA2_R,0.7737551991545525
V4t_R,-0.0776053797168433
FST_R,-0.5580705256222154
V3CD_R,-0.3999000450592291
LO3_R,-0.0004746372413599
VMV2_R,0.3234119988306431
31pd_R,-0.2560895886198281
31a_R,0.2035800788472661
VVC_R,-0.4025374619952565
25_R,1.4647630795661652
s32_R,0.667504313396571
pOFC_R,2.077646275908528
PoI1_R,3.9409738693457577
Ig_R,2.2473682932333783
FOP5_R,-0.2365911207792588
p10p_R,-0.3181887675455267
p47r_R,-0.6057915463054178
TGv_R,1.113614340405172
MBelt_R,0.999932994483878
LBelt_R,1.0325957746502812
A4_R,0.5978306695479796
STSva_R,-0.6687196911985984
TE1m_R,-0.6135178778522303
PI_R,1.6975764635077235
a32pr_R,-0.121761148592297
p24_R,0.8953854284838293
