region,5HT2a
V1_L,0.5001935874997231
MST_L,-0.137471111569449
V6_L,-0.6480980866381534
V2_L,-0.1228675773137798
V3_L,-0.1495224521254156
V4_L,0.206992029338192
V8_L,0.6448034086742306
4_L,-1.9594622521726144
3b_L,-1.9206898420393828
FEF_L,-1.1117405368480695
PEF_L,0.0702552571719737
55b_L,-0.4426484490473479
V3A_L,-0.7443713161109212
RSC_L,-0.3748320412599474
POS2_L,-0.1049273487852685
V7_L,-1.7769095329606952
IPS1_L,-1.0829899607876827
FFC_L,1.0291697225775271
V3B_L,0.5232479951330715
LO1_L,-0.4319983297078953
LO2_L,0.6122632725932166
PIT_L,0.4178322804938749
MT_L,0.5014065534704578
A1_L,0.233403757199385
PSL_L,1.0280746631164095
SFL_L,1.5842410288392546
PCV_L,0.1603461186964221
STV_L,0.5974613156415477
7Pm_L,-0.2557489371919136
7m_L,0.9371950343564676
POS1_L,0.6836456070405401
23d_L,0.9452849269915186
v23ab_L,1.9903039945174053
d23ab_L,1.7102445847797203
31pv_L,0.5389308389658954
5m_L,-2.161292489739768
5mv_L,-2.08066124889291
23c_L,-1.3878563580186578
5L_L,-1.4939155263141577
24dd_L,0.0874057849183077
24dv_L,-0.6640666566964112
7AL_L,-0.8823678866110157
SCEF_L,0.7915649106990367
6ma_L,0.395238501537637
7Am_L,-0.6152098244873521
7Pl_L,-0.4408488137744447
7PC_L,-0.940163504722664
LIPv_L,-1.1740348937958112
VIP_L,-0.9403693010235212
MIP_L,-0.6754370521611368
1_L,-1.973664501669408
2_L,-1.9334932552053636
3a_L,-2.1068966628325896
6d_L,-1.2085374165011922
6mp_L,-0.8609623534673437
6v_L,-0.1765103663702597
p24pr_L,0.2867148724787128
33pr_L,-0.7959416564579647
a24pr_L,-0.1439451838938603
p32pr_L,0.6881178162148095
a24_L,0.0399770030579725
d32_L,0.876300306765511
8BM_L,0.866047931540849
p32_L,-0.6013240824502398
10r_L,0.2504018136821448
47m_L,0.7533029368669856
8Av_L,0.481529381058744
8Ad_L,-0.3110661391809414
9m_L,1.078987894370536
8BL_L,1.1055379319261065
9p_L,0.4339908090441899
10d_L,0.8864969422230575
8C_L,-0.6031810648376597
44_L,0.3749460072801051
45_L,0.1712919560395447
47l_L,0.6886716777795097
a47r_L,0.8379932743663984
6r_L,1.0579781482307802
IFJa_L,-0.0279926522995252
IFJp_L,1.0904549963841943
IFSp_L,0.4929427383463494
IFSa_L,0.2025454919098579
p9-46v_L,-0.4440861379954218
46_L,0.5807320213959564
a9-46v_L,0.5995605745006657
9-46d_L,1.0107024416773838
9a_L,0.6308541072263212
10v_L,0.7603748140085546
a10p_L,0.7348565984020575
10pp_L,0.1738979817033353
11l_L,1.040880595697449
13l_L,0.8601987229338188
OFC_L,0.8320356606741002
47s_L,0.4854777831618936
LIPd_L,-0.5900962218910752
6a_L,-0.5372894692608934
i6-8_L,-0.0601974219421408
s6-8_L,0.6367600693782599
43_L,0.796478780370158
OP4_L,0.1027251946507731
OP1_L,0.2123603244513593
OP2-3_L,0.1134850950928222
52_L,-0.8207231084861419
RI_L,-0.2610802789707078
PFcm_L,0.3992888482257614
PoI2_L,-0.2947606910845367
TA2_L,0.8176319916089128
FOP4_L,1.1790966872460058
MI_L,-0.971841975932838
Pir_L,-3.048485250588588
AVI_L,-0.5483647238891844
AAIC_L,-0.4955896174227925
FOP1_L,0.5152889224529931
FOP3_L,-1.1825122070693712
FOP2_L,-0.1918893267011689
PFt_L,-0.4701380939034918
AIP_L,-0.4500928809911594
EC_L,-2.312240943694181
PreS_L,-3.496296344674698
H_L,-1.9479569205744167
ProS_L,-1.3569610172697797
PeEc_L,-0.0878525499806576
STGa_L,0.1600678034685289
PBelt_L,1.2352362531561023
A5_L,0.7158869494304237
PHA1_L,-1.8015331066603284
PHA3_L,-0.0853330901519197
STSda_L,-0.1948416872892579
STSdp_L,0.5536777676224148
STSvp_L,0.8760630135758801
TGd_L,-0.124310596556031
TE1a_L,1.4538733865725078
TE1p_L,1.774253758306911
TE2a_L,0.6174197619537711
TF_L,1.1926592303542392
TE2p_L,1.1786025273453145
PHT_L,1.5821610369246069
PH_L,1.1981145769915422
TPOJ1_L,0.1437151871211922
TPOJ2_L,0.5353897866783097
TPOJ3_L,1.4007054882363197
DVT_L,-0.817723795999742
PGp_L,0.4178920197339409
IP2_L,0.3119910993078451
IP1_L,0.6053042469206854
IP0_L,0.1683609281557918
PFop_L,0.2807413490048878
PF_L,0.2227432523381192
PFm_L,0.3011269808623487
PGi_L,0.1159298699876901
PGs_L,0.6671085486440159
V6A_L,-1.1740395955506278
VMV1_L,-0.0193280827428392
VMV3_L,0.7507569538019336
PHA2_L,0.1412745093739676
V4t_L,0.7875318028481614
FST_L,1.2510527433443652
V3CD_L,0.6151132937134614
LO3_L,0.502528347523614
VMV2_L,-0.8299226551365134
31pd_L,-0.4037994536033874
31a_L,0.5427606245084965
VVC_L,0.2680900706204414
25_L,0.4316839112680182
s32_L,-0.575683632374631
pOFC_L,-0.1304876561773334
PoI1_L,-1.0445362626720265
Ig_L,-1.2604126782055358
FOP5_L,0.7570096015096327
p10p_L,0.5436887410110591
p47r_L,0.5466026869697719
TGv_L,0.8446974544376876
MBelt_L,0.0602887567068262
LBelt_L,0.92418428188809
A4_L,0.7771520144997276
STSva_L,0.4361362109887033
TE1m_L,2.2989306619514704
PI_L,-2.352635504473924
a32pr_L,0.2878318463054579
p24_L,0.0591407092324163
V1_R,0.5928560518268565
MST_R,0.7632569108043288
V6_R,-0.1065226254114676
V2_R,0.1406675910371169
V3_R,-0.058682537113964
V4_R,0.5290602732436624
V8_R,0.0488032539368876
4_R,-1.881265418470436
3b_R,-2.46424040489163
FEF_R,-0.1900606350192885
PEF_R,0.9236889599714996
55b_R,0.5319189996833528
V3A_R,-0.5986898022217331
RSC_R,-0.9718365069080258
POS2_R,-0.3885879547015865
V7_R,-1.064426300698188
IPS1_R,-0.8995789827988222
FFC_R,-0.0997532958176292
V3B_R,-0.4596733866231239
LO1_R,0.9355290492558512
LO2_R,1.2343630090996711
PIT_R,0.8468214660511874
MT_R,1.2953390693073263
A1_R,0.2051402104675203
PSL_R,1.9068477642333852
SFL_R,0.5886359071222179
PCV_R,0.4224590965536233
STV_R,0.4440269264220922
7Pm_R,-0.043159604586736
7m_R,0.7820215460535073
POS1_R,0.5420038480196111
23d_R,0.4047125272676525
v23ab_R,1.032664578771621
d23ab_R,-0.3565899255437152
31pv_R,1.3126437580673638
5m_R,-2.319762450983664
5mv_R,-1.2807773032383856
23c_R,0.3988378934840669
5L_R,-1.2589184171628738
24dd_R,-0.6713866655430668
24dv_R,-0.7654113796078817
7AL_R,-0.9886162365924837
SCEF_R,0.1336596429150493
6ma_R,0.1339307605478759
7Am_R,-0.5629088556697002
7Pl_R,-0.7919684205852419
7PC_R,-0.9248507638724996
LIPv_R,-0.995249091214222
VIP_R,-0.359372687237713
MIP_R,-0.4545183991404002
1_R,-1.3690966253386103
2_R,-2.098049580714334
3a_R,-2.601067816809449
6d_R,-0.5294610135007694
6mp_R,-0.573961335572545
6v_R,0.0957767014284169
p24pr_R,-0.2525707598705349
33pr_R,-1.6022102822148554
a24pr_R,-0.0758993888526675
p32pr_R,0.3340626216165474
a24_R,-0.9221866686578004
d32_R,0.6015239739631386
8BM_R,1.2165092119002403
p32_R,-0.4068461920030202
10r_R,0.1282603118110677
47m_R,0.7166867581611036
8Av_R,0.9094642505864408
8Ad_R,-0.1675512603633814
