region,5HT2a
9m_R,0.5634473555330333
8BL_R,1.0890944614911906
9p_R,0.2812932541733823
10d_R,0.5713222263155052
8C_R,0.0704807569929935
44_R,0.5914819308877511
45_R,0.5568687316357677
47l_R,0.7269664395527611
a47r_R,1.3202187555632543
6r_R,0.4243411875902491
IFJa_R,-0.813983546809725
IFJp_R,-0.1971412956925528
IFSp_R,0.2401353364858642
IFSa_R,0.997762345292354
p9-46v_R,0.8921063878831401
46_R,0.5293258807869219
a9-46v_R,0.8735519781876473
9-46d_R,0.497745373424023
9a_R,0.5567934846072515
10v_R,-0.3987822887203636
a10p_R,0.4944493733406006
10pp_R,0.981078696789068
11l_R,1.1598186398611634
13l_R,1.4577355806978805
OFC_R,0.1153692676035712
47s_R,0.8635073727559406
LIPd_R,-1.3893765899869164
6a_R,-0.6736815089031403
i6-8_R,0.27045068237736
s6-8_R,1.170537231551264
43_R,0.8577646182697248
OP4_R,0.2214121542837206
OP1_R,-0.1963516130048883
OP2-3_R,-1.7648486970566126
52_R,-0.8964954067097444
RI_R,-0.6804696122764129
PFcm_R,-0.3185748459484673
PoI2_R,0.4400425881766223
TA2_R,0.1470738078334116
FOP4_R,0.5002207125140355
MI_R,0.4380429637438539
Pir_R,-2.775255393542699
AVI_R,-0.3095979326838589
AAIC_R,-0.2468221572542215
FOP1_R,0.5168033305146338
FOP3_R,-0.5655621036363402
FOP2_R,-0.6368106050586367
PFt_R,-1.0637209017954343
AIP_R,-1.2298634386334506
EC_R,-3.2444448838285687
PreS_R,-3.9345050404307815
H_R,-3.049551634000742
ProS_R,-0.5240099268962594
PeEc_R,-1.2432048039295998
STGa_R,0.9126151105535436
PBelt_R,1.5146387795401333
A5_R,1.2961883061006452
PHA1_R,-2.3973317804795657
PHA3_R,-0.871716995831163
STSda_R,-0.0845791923400428
STSdp_R,-0.4093978944170223
STSvp_R,1.618298260623623
TGd_R,-0.0923269724950458
TE1a_R,1.5981240097991076
TE1p_R,1.7871127082671958
TE2a_R,0.4647560056694768
TF_R,-0.6465602346158549
TE2p_R,-0.3272472654180797
PHT_R,1.4707686191913405
PH_R,0.7611455773630141
TPOJ1_R,-0.1163375890212288
TPOJ2_R,0.9767635053744174
TPOJ3_R,-0.3036216885231674
DVT_R,-0.5870096138342173
PGp_R,1.2160363946425317
IP2_R,0.3510262084472746
IP1_R,-0.3316684366310251
IP0_R,-0.4834120368052431
PFop_R,0.5527942298108
PF_R,0.4200626460324375
PFm_R,0.5889044993263733
PGi_R,0.8083947620072943
PGs_R,0.3574082477129817
V6A_R,-0.7149379688570183
VMV1_R,-1.0885334383757994
VMV3_R,-0.3236140130395873
PHA2_R,-1.0645106091544951
V4t_R,1.4935511164236304
FST_R,0.628763367849704
V3CD_R,0.6588420360168343
LO3_R,1.3585959231966187
VMV2_R,-0.2889628370388052
31pd_R,0.2754642203895002
31a_R,0.9485086117742436
VVC_R,-0.7741119728760324
25_R,-1.3266196487038606
s32_R,1.1000201696717924
pOFC_R,-0.1642051300301155
PoI1_R,-0.372976887550749
Ig_R,-1.094631477083993
FOP5_R,-0.7977864211897647
p10p_R,0.4920121124359028
p47r_R,0.6139483029131105
TGv_R,0.3494681385438578
MBelt_R,-0.4130917352037258
LBelt_R,0.7075773312280546
A4_R,1.5333271813225948
STSva_R,0.4268530859706579
TE1m_R,1.5391701276216752
PI_R,-1.9223738313532928
a32pr_R,-0.1402597027556593
p24_R,-0.5688095681633354
