region,H3
TPOJ3_R,-0.7608235840295597
DVT_R,-0.7666604487047961
PGp_R,-0.5014279752166962
IP2_R,-0.3628183590411399
IP1_R,-0.3468180953431005
IP0_R,-0.4954338593371682
PFop_R,0.3147676434449727
PF_R,-0.8179244787269219
PFm_R,-0.5586583557128685
PGi_R,-0.0930889681317434
PGs_R,-0.4360323008852393
V6A_R,-1.57639716558604
VMV1_R,-0.3761683056693571
VMV3_R,-0.5884014675162099
PHA2_R,-0.2920421090509301
V4t_R,-0.8819852331795984
FST_R,-0.7453658537297454
V3CD_R,-0.7105782874193945
LO3_R,-0.3462930136564191
VMV2_R,-0.8924061372301068
31pd_R,-0.2464449543043356
31a_R,1.0176635775449745
VVC_R,0.1035017068528769
25_R,2.677379636349618
s32_R,1.949167988808181
pOFC_R,3.8637347828424713
PoI1_R,2.8695385230446324
Ig_R,0.1021289173756148
FOP5_R,-0.1743607833833113
p10p_R,0.1898874657239097
p47r_R,0.4199631290095668
TGv_R,-1.64928498810186
MBelt_R,1.065343092188601
LBelt_R,0.7911862526938165
A4_R,0.4932250652802921
STSva_R,-0.4638527284981411
TE1m_R,-0.3214613227524242
PI_R,0.999435100793766
a32pr_R,1.896072791101856
p24_R,3.92243555199422
