region,DAT
V1_L,0.1211022211839767
MST_L,0.4732683629068097
V6_L,-0.3351337564295797
V2_L,-0.0620383860980371
V3_L,-0.5214687757364211
V4_L,-0.5939467343925545
V8_L,0.4002729951328882
4_L,-0.418032570794665
3b_L,-0.5817407792311559
FEF_L,-0.3558333877038504
PEF_L,-0.0987896533132087
55b_L,-1.8116853733636815
V3A_L,-1.0997631599863504
RSC_L,0.572557021617872
POS2_L,-0.0291235769473671
V7_L,-0.7903672686679069
IPS1_L,-0.2143200848800075
FFC_L,0.3161205945613367
V3B_L,0.2885213103424662
LO1_L,-1.5923290429031582
LO2_L,-1.61681223178208
PIT_L,-1.069968717436627
MT_L,0.235221757952784
A1_L,0.7814900829596658
PSL_L,-0.9718794748322116
SFL_L,-1.3883510962814194
PCV_L,0.3706241342406456
STV_L,-1.3646335859503078
7Pm_L,-0.3496308542221571
7m_L,0.5620949522781015
POS1_L,0.5841519285710128
23d_L,0.8395185802057675
v23ab_L,0.687816135000677
d23ab_L,0.7685485529462571
31pv_L,0.8000078193871956
5m_L,-0.3052956797540597
5mv_L,0.545632111271354
23c_L,0.8122357437871782
5L_L,-1.990582036958373
24dd_L,0.628692838524976
24dv_L,0.7829037394328987
7AL_L,-1.179722468839825
SCEF_L,-0.0139840114540434
6ma_L,-1.9035858000388817
7Am_L,-1.008265907327384
7Pl_L,-1.8656798937429129
7PC_L,-1.6600337563848289
LIPv_L,-0.5091739489759552
VIP_L,-2.485142989538713
MIP_L,-0.461123377488931
1_L,-2.649107619864304
2_L,-0.4524663567987524
3a_L,0.1753756061021586
6d_L,-1.7956785874001189
6mp_L,-0.9647243668323824
6v_L,-2.3651270904513524
p24pr_L,0.8160007246969577
33pr_L,0.9223152326524932
a24pr_L,0.8699709097417967
p32pr_L,0.7888072056836335
a24_L,0.8732585268670658
d32_L,0.5012276231647269
8BM_L,-0.112272196867385
p32_L,0.7598441310517855
10r_L,0.4019057473380351
47m_L,0.0612200538154628
8Av_L,-1.8690510939220797
8Ad_L,-0.3379477833274773
9m_L,-0.541128297668355
8BL_L,-1.787125865641723
9p_L,-1.1336895762052746
10d_L,-1.3553920186185806
8C_L,-0.4482813962992155
44_L,-0.8141963150307935
45_L,-0.8441232943803654
47l_L,-0.5751900925480053
a47r_L,-1.7190468036803943
6r_L,-0.2201320260415841
IFJa_L,0.6151944464127674
IFJp_L,0.6927559101553904
IFSp_L,-0.3266179376974664
IFSa_L,-0.3150040848881676
p9-46v_L,-1.465859295690746
46_L,-1.4482750214218838
a9-46v_L,-1.5517207759050768
9-46d_L,-0.4035523927888668
9a_L,-1.7741719258148123
10v_L,-0.8105310474423887
a10p_L,-1.2570134490602425
10pp_L,-2.0294603566439906
11l_L,-0.5889498419206657
13l_L,0.3539035722972593
OFC_L,0.2478771551973433
47s_L,0.1641410410138759
LIPd_L,0.335295476573877
6a_L,0.0886221782257049
i6-8_L,-0.4111223184389528
s6-8_L,-1.6418615449161789
43_L,-0.706088292090959
OP4_L,-0.707859749335678
OP1_L,0.7737142295292503
OP2-3_L,1.045848053821958
52_L,1.3643760271808274
RI_L,0.8727282763013363
PFcm_L,0.5245320828700564
PoI2_L,1.0576197395254796
TA2_L,0.035948156123034
FOP4_L,0.7056665815063847
MI_L,1.3392605975063958
Pir_L,1.0970261539622566
AVI_L,1.4053977697574511
AAIC_L,0.5844941000909956
FOP1_L,0.4772713483807201
FOP3_L,1.713802287644061
FOP2_L,1.0951457768504047
PFt_L,-0.1700950438458004
AIP_L,0.3282255259650133
EC_L,1.092558568072189
PreS_L,1.230833318145047
H_L,1.5601046674683463
ProS_L,0.406928083663158
PeEc_L,0.9243948734050912
STGa_L,-1.001981191138508
PBelt_L,0.346876812492496
A5_L,-0.8164759091103635
PHA1_L,0.9397793590061684
PHA3_L,0.8706250392206242
STSda_L,0.1916351075858668
STSdp_L,0.6226643543550588
STSvp_L,0.4500963054151101
