region,5HT6
V3CD_R,-0.567429229305516
LO3_R,-0.7262186289939295
VMV2_R,0.1130980206536826
31pd_R,0.2818687558024996
31a_R,1.5902856520819
VVC_R,0.0561352833001062
25_R,0.0118427920020332
s32_R,0.9678448027859006
pOFC_R,-1.2221661316476218
PoI1_R,1.1495754727832823
Ig_R,0.6282931158827576
FOP5_R,0.3762699924474803
p10p_R,-0.3584411582132994
p47r_R,-0.4157277793587213
TGv_R,-1.994147081574908
MBelt_R,0.8483668720040127
LBelt_R,0.8304309866578378
A4_R,-0.2986026293348849
STSva_R,1.1085945411824656
TE1m_R,0.3627134676255651
PI_R,0.2172584247675924
a32pr_R,0.7803838170715209
p24_R,1.1807346861948076
