region,5HT6
V1_L,-0.1390466291568964
MST_L,0.779754733892345
V6_L,-0.2027194792487606
V2_L,-0.499929398033216
V3_L,-0.8426038536730939
V4_L,-0.5990345997930207
V8_L,0.1260895625141397
4_L,-0.5027137666042507
3b_L,-0.5493312541100634
FEF_L,-0.1007112877720098
PEF_L,0.5174772910151485
55b_L,-1.1636273019553824
V3A_L,-1.2216329060521849
RSC_L,-2.1347261388050525
POS2_L,0.7390075687158957
V7_L,-0.008932948680483
IPS1_L,0.5724998997729598
FFC_L,0.2445031597194746
V3B_L,0.3072691060843345
LO1_L,-1.0513608460566684
LO2_L,-1.0869113393647205
PIT_L,-0.6149857376406482
MT_L,1.2143121168628108
A1_L,0.9411137576213728
PSL_L,-0.8156747458261636
SFL_L,-0.0515258547969716
PCV_L,1.1799413148598572
STV_L,-0.8869086821461536
7Pm_L,0.7172210115401826
7m_L,1.9860777657807256
POS1_L,0.5117329221843664
23d_L,0.4218765193040264
v23ab_L,0.4268050757044472
d23ab_L,1.252531916382416
31pv_L,0.9648622015629666
5m_L,-0.5318582780556455
5mv_L,-0.0484232670055737
23c_L,-0.1932098361584251
5L_L,-1.8091343121053776
24dd_L,0.1694204170012032
24dv_L,-0.3288420357520155
7AL_L,-0.41953953836317
SCEF_L,0.1364297879759481
6ma_L,-0.6594885998896157
7Am_L,-0.7785157438109535
7Pl_L,-2.262135973050606
7PC_L,-1.8143103273239007
LIPv_L,0.7065251483510985
VIP_L,-2.4176810577356105
MIP_L,0.2968930239786484
1_L,-3.0474299745588254
2_L,0.1497046251681162
3a_L,-0.7237781535627488
6d_L,-1.7237112866432325
6mp_L,-0.9474204293534004
6v_L,-0.6899087220718576
p24pr_L,0.4043983769458268
33pr_L,-0.6056529050908402
a24pr_L,0.5163700076296358
p32pr_L,0.2069289564924661
a24_L,1.2676261853934483
d32_L,1.1097760338124063
8BM_L,0.8359933320254676
p32_L,0.9131982078662144
10r_L,1.304431619814824
47m_L,0.4426689997225065
8Av_L,-0.5438708083554649
8Ad_L,0.3643017092801784
9m_L,0.5888094927854025
8BL_L,-0.4102456061444051
9p_L,0.0709094208314028
10d_L,-0.8876508582750889
8C_L,0.777742473118573
44_L,1.233977113959831
45_L,0.7815802619043167
47l_L,0.4452020874926978
a47r_L,-1.1102844893552624
6r_L,1.1129240086983
IFJa_L,0.0925821069688516
IFJp_L,-0.5798112180563105
IFSp_L,0.4261512522401178
IFSa_L,0.7306502057517923
p9-46v_L,0.5793320440390339
46_L,0.2999429179936054
a9-46v_L,0.0483499877653078
9-46d_L,0.5107145311265319
9a_L,-0.3353023112686641
10v_L,-1.3376287801305973
a10p_L,-0.5622917811238819
10pp_L,-2.2113199604133977
11l_L,-0.3644732431641174
13l_L,-0.1904308026179967
OFC_L,-1.260058037123892
47s_L,0.0005317841785485
LIPd_L,0.0451145046333665
6a_L,-0.0234952710821233
i6-8_L,0.4181221892146085
s6-8_L,-0.051137468560953
43_L,0.5808315724607872
OP4_L,0.1897852716319391
OP1_L,0.7750144632340231
OP2-3_L,0.034644100051835
52_L,0.277227092563461
RI_L,-0.8153866348392497
PFcm_L,1.0696683806163767
PoI2_L,1.6775622151823957
TA2_L,0.6222860390041811
FOP4_L,1.5703283190740869
MI_L,2.2509554421156346
Pir_L,-0.1310957246992329
AVI_L,0.7698003562132248
AAIC_L,1.0785857537510166
FOP1_L,1.6213684821626644
FOP3_L,1.4071337930442878
FOP2_L,0.5702238367934784
PFt_L,0.6858156903344748
AIP_L,0.2857455299033359
EC_L,-2.349737266486463
PreS_L,-2.595336890953754
H_L,-0.4906201182039147
ProS_L,-0.4351861293942927
PeEc_L,-0.2429944361749006
STGa_L,-0.2260980308106132
PBelt_L,1.1065544855910978
A5_L,0.7321551738320067
PHA1_L,-1.6705839632627308
PHA3_L,0.2841427026169426
STSda_L,1.394455385092194
STSdp_L,1.1243881791189136
STSvp_L,1.4611359894627622
TGd_L,-0.7149068339410425
TE1a_L,0.64619815720014
TE1p_L,1.1076656958056217
TE2a_L,0.1303054432073253
TF_L,0.420182325561136
TE2p_L,0.485685034223567
PHT_L,-0.0249928922263833
PH_L,0.7981620283882953
TPOJ1_L,1.2416631166327468
TPOJ2_L,0.4609435765948343
TPOJ3_L,0.9808079774191562
DVT_L,0.4778672132424493
PGp_L,-1.4758732481338994
IP2_L,1.072752322587607
IP1_L,1.2051049082718888
IP0_L,0.8155608849741203
PFop_L,-0.7735618597318669
PF_L,-2.2980003962238142
PFm_L,-1.8792878981139844
PGi_L,-0.0117392409513631
PGs_L,-2.40259561014674
V6A_L,-2.667082814162831
VMV1_L,-0.2760937415048841
VMV3_L,0.5604792875051858
PHA2_L,0.6482152022525868
V4t_L,-0.3929879167029806
FST_L,1.2146920513122732
V3CD_L,-0.2433024458071581
LO3_L,-0.024463400057402
VMV2_L,0.3778797324075564
31pd_L,0.918338591317387
31a_L,1.5302749258555324
VVC_L,0.0247005206266785
25_L,0.017192642103575
s32_L,0.6856836805550882
pOFC_L,-0.8657336332840886
PoI1_L,1.4508365584814225
Ig_L,0.3823136215998476
FOP5_L,0.404990114413199
p10p_L,-1.0051979888168117
p47r_L,1.1922264945461123
TGv_L,-1.6427817935743378
MBelt_L,0.8828058582746099
LBelt_L,0.1131958757371226
A4_L,-0.3352095742113551
STSva_L,1.4287369975413513
TE1m_L,1.0553017117182175
PI_L,0.598319587513889
a32pr_L,0.7938089536005766
p24_L,0.6983665602512764
V1_R,0.1631823198251922
MST_R,1.2224092768386043
V6_R,0.3012178510072703
V2_R,-0.5760849036705763
V3_R,-0.6212776487779686
V4_R,-0.4171322289084656
V8_R,0.4410656860335507
4_R,-0.6697989538225326
3b_R,-0.4810931642426493
FEF_R,-0.0570495812000751
PEF_R,0.5754625394738087
55b_R,-0.7279830094253819
V3A_R,-1.51937030307968
RSC_R,-1.9216831196626072
POS2_R,1.0194626542021878
V7_R,-0.5760868356645861
IPS1_R,0.6548707285022265
FFC_R,0.4787891806517909
V3B_R,0.1551646365070646
LO1_R,-1.3761701565096538
LO2_R,-2.12695541308878
PIT_R,-1.6843097964863234
MT_R,0.0646663348573631
A1_R,0.9170597731006632
PSL_R,-1.20495802702997
SFL_R,-0.2491077881971617
PCV_R,1.2749077865713323
STV_R,0.2011874425067142
7Pm_R,1.149323338480859
7m_R,1.901625421854854
POS1_R,0.2207519733148448
23d_R,0.481641339617138
v23ab_R,-0.2996271406056268
d23ab_R,1.4118564010790855
31pv_R,0.3598380107362415
5m_R,-0.3738998182524496
5mv_R,-0.1711912146287837
23c_R,0.381663705452295
5L_R,-1.1690552475491722
24dd_R,0.0443520990115672
24dv_R,-0.0714739699448378
7AL_R,-0.7258984575924654
SCEF_R,0.3654675597041946
6ma_R,-0.2097017281790343
7Am_R,0.0344967663911099
7Pl_R,-1.897389936433281
7PC_R,-0.8306616550452958
LIPv_R,0.5381326891258039
VIP_R,-0.8358671563419354
MIP_R,-0.3707281380759645
1_R,-2.13700928336407
2_R,-0.1190984859770897
3a_R,-1.1437202658861736
6d_R,-1.3214560117360143
6mp_R,-0.4800383890819136
6v_R,-0.300672713981494
p24pr_R,0.386067889817238
33pr_R,-0.3058576005930955
a24pr_R,0.9937243273967652
p32pr_R,0.291091224355781
a24_R,0.8670001567965054
d32_R,1.331497336942953
8BM_R,0.9394701271378194
p32_R,1.308451525466919
10r_R,1.5033915920972374
47m_R,-0.147411204719037
8Av_R,-1.0435635336407258
8Ad_R,0.5194144870322751
9m_R,0.4571423349928912
8BL_R,-0.9898418492265896
9p_R,-0.0714039720199672
10d_R,-1.94709740559918
8C_R,-0.0207248185135619
44_R,1.059465970959702
45_R,0.7647547862667653
47l_R,-0.3067563124107465
a47r_R,-1.3780067997163508
6r_R,1.0559049795595763
IFJa_R,-0.0899475689518891
IFJp_R,-0.7857111136995483
IFSp_R,0.5178488169737523
IFSa_R,0.4761875323466633
p9-46v_R,-0.5101038556152101
46_R,-0.0869230351379606
a9-46v_R,-0.7454039750835304
9-46d_R,-0.1434136225544569
9a_R,-1.8200273092409576
10v_R,-0.3864939940007261
a10p_R,-2.2051019759733914
10pp_R,-2.857423570278568
11l_R,-0.7267199801414267
13l_R,-0.5740658215532051
OFC_R,-1.68073385924879
47s_R,-0.2213658878994559
LIPd_R,-0.0988302325472311
6a_R,-0.2572857370467278
i6-8_R,-0.2631361695028518
s6-8_R,-0.6995035211928515
43_R,0.9080168687547984
OP4_R,0.5966282518807571
OP1_R,0.5123164068534544
OP2-3_R,-0.0728206120966917
52_R,0.0577009273882496
RI_R,0.0456366674646135
PFcm_R,0.4026872264072204
PoI2_R,1.5431820528598572
TA2_R,0.2757573256382202
FOP4_R,1.410032705782612
MI_R,2.322640978252889
Pir_R,-0.5427929672437205
AVI_R,0.7863665765729702
AAIC_R,0.8952719845049629
FOP1_R,1.566350259597191
FOP3_R,1.1255762262320106
FOP2_R,0.6783614206476176
PFt_R,0.4927370352971501
AIP_R,-0.1260548295112264
EC_R,-2.810235431721316
PreS_R,-2.0754787726242934
H_R,-0.3936568183368853
ProS_R,-1.2236191692552216
PeEc_R,-1.4639900537611272
STGa_R,-0.0341966269744892
PBelt_R,1.4244746454790198
A5_R,0.7584589636878059
PHA1_R,-1.7043785621455685
PHA3_R,0.9371281474694316
STSda_R,1.2971555089622664
STSdp_R,-0.1500895898591727
STSvp_R,1.216695263589323
TGd_R,-0.9194014593473208
TE1a_R,-0.0821409602294753
TE1p_R,0.883514340852864
TE2a_R,0.1479563025682119
TF_R,0.6359588938265062
TE2p_R,0.391627071047083
PHT_R,0.307597566434466
PH_R,0.7969882025182076
TPOJ1_R,0.7054001452405738
TPOJ2_R,0.2586065689164611
TPOJ3_R,0.569647946164198
DVT_R,-0.1352613502815662
PGp_R,-1.96702721715988
IP2_R,0.85411603762704
IP1_R,0.4691359712376008
IP0_R,0.7872064705365448
PFop_R,0.2351834458996303
PF_R,-1.7998357884251308
PFm_R,-0.9367131757905311
PGi_R,-0.3105741004905105
PGs_R,-1.3497796114635705
V6A_R,-2.9202499293245885
VMV1_R,-0.1564950159871444
VMV3_R,0.4631670028343855
PHA2_R,0.7330310458748405
V4t_R,-0.3769141223719718
FST_R,0.3886500153316716
