region,D2
STV_R,0.3802863746774904
7Pm_R,-0.275171586231423
7m_R,-0.2053226331377947
POS1_R,-0.873050599263733
23d_R,-0.0543014333206106
v23ab_R,-1.036464872677502
d23ab_R,-0.2357098479514452
31pv_R,-0.6749541857136371
5m_R,-1.108374587909242
5mv_R,-0.7408630679318964
23c_R,-0.4494967883125185
5L_R,-0.8784448708458265
24dd_R,-0.626799763477537
24dv_R,-0.4111144384973653
7AL_R,-0.5235921236797068
SCEF_R,-0.5611680898380794
6ma_R,-0.8567569596373229
7Am_R,-0.444970246134619
7Pl_R,-0.9979619255282376
7PC_R,-0.5934418402299796
LIPv_R,-0.3931833665750126
VIP_R,-0.5170163828261215
MIP_R,-0.4596675651695904
1_R,-1.366544543490111
2_R,-0.5671886811472895
3a_R,-1.2621299109010955
6d_R,-1.3245289135652276
6mp_R,-1.0440796417994256
6v_R,-0.7726299764428732
p24pr_R,0.1511353928219851
33pr_R,0.0344576104713389
a24pr_R,0.7465117630613582
p32pr_R,-0.044292059091951
a24_R,0.4938063969684922
d32_R,0.323215215488268
8BM_R,-0.2215898612258114
p32_R,0.2420600591181611
10r_R,0.4707293815383901
47m_R,-0.1569152353894067
8Av_R,-1.2246429413384394
8Ad_R,-0.5488713277158549
9m_R,-0.2247918170683318
8BL_R,-0.8816606531887553
9p_R,-0.523196661566407
10d_R,-1.097694254530817
8C_R,-0.8461692718199345
44_R,-0.1995732721329252
45_R,-0.1744743098416278
47l_R,-0.2616054272017879
a47r_R,-0.5348841379296153
6r_R,-0.1076111495504992
IFJa_R,-0.9743267711575052
IFJp_R,-1.177365812500954
IFSp_R,-0.5756097125395957
IFSa_R,-0.2080780400888577
p9-46v_R,-0.6989246314545573
46_R,-0.449444212678397
a9-46v_R,-0.4818606770842666
9-46d_R,-0.5225636313217455
9a_R,-1.0527154781386452
10v_R,-0.0819522577245739
a10p_R,-0.7758580670086223
10pp_R,-1.0537477699787137
11l_R,-0.2570166806570459
13l_R,-0.0988268878902459
OFC_R,-0.0812811224617189
47s_R,0.4502901138559554
LIPd_R,-0.6933545274722139
6a_R,-0.932904867697488
i6-8_R,-1.0411726168644382
s6-8_R,-1.0068272420521494
43_R,0.2751353102431589
OP4_R,0.2638725218415619
OP1_R,0.117544625485823
OP2-3_R,-0.3058512314542355
52_R,1.0772519596353594
RI_R,-0.1772350826025111
PFcm_R,-0.1546997611627991
PoI2_R,3.4394945206894416
TA2_R,1.3683615319786258
FOP4_R,0.8578298039148572
MI_R,3.3817206981851857
Pir_R,2.6089391778595554
AVI_R,0.8684499757767077
AAIC_R,2.3602332534832047
FOP1_R,0.998316466163555
FOP3_R,2.42396986673192
FOP2_R,0.4960675849617592
PFt_R,0.2113671178822627
AIP_R,-0.4875901016045543
EC_R,-0.0749246166663607
PreS_R,-0.6179864704238444
H_R,0.5523063378626342
ProS_R,-1.2813614091041856
PeEc_R,0.7872640630852611
STGa_R,1.93663719069821
PBelt_R,0.8373207699276703
A5_R,1.6593951927903028
PHA1_R,-0.2931288904619425
PHA3_R,1.6713838778582557
STSda_R,1.877243552318431
STSdp_R,0.1613761248323281
STSvp_R,1.9566836122391076
TGd_R,1.7006971636327477
TE1a_R,2.1195982124775035
TE1p_R,1.6824957812040329
TE2a_R,2.133473643853422
TF_R,2.4706308444948477
TE2p_R,1.6832734432024068
PHT_R,1.2125992467946614
PH_R,0.9684308321190692
TPOJ1_R,0.4300928559468542
TPOJ2_R,0.5629737137133142
TPOJ3_R,0.242867589854717
DVT_R,-0.8394183158145928
PGp_R,-0.6096028213355589
IP2_R,0.0238566454337728
IP1_R,-0.074648330047869
IP0_R,0.0372623037493689
PFop_R,0.2699729688237885
PF_R,-0.8994334105068471
PFm_R,-0.3667083995739724
PGi_R,0.1001051983281099
PGs_R,-0.3341394664053234
V6A_R,-1.2277847856086517
VMV1_R,-0.305419095347075
VMV3_R,0.3556389443071605
PHA2_R,1.1982800207411224
V4t_R,0.0605403281739744
FST_R,0.4571566902619733
V3CD_R,-0.4286388689200365
LO3_R,-0.3409092764104267
VMV2_R,0.1435079701921659
31pd_R,-0.77917839030376
31a_R,0.06678086207753
VVC_R,0.8799993770824034
25_R,2.773882787138632
s32_R,0.7321579330626595
pOFC_R,2.327606172428025
PoI1_R,4.339297003766776
Ig_R,1.3256034603824365
FOP5_R,-0.3291869176975208
p10p_R,-0.4287668219230077
p47r_R,-0.1812215289214767
TGv_R,1.269402336420371
MBelt_R,0.7217749457451749
LBelt_R,0.1371302976383191
A4_R,0.5154990310027956
STSva_R,1.7435834780869324
TE1m_R,1.6168350433107532
PI_R,1.8817766365251412
a32pr_R,0.2250431734351686
p24_R,0.8211662724214147
