region,5HT1a
V1_L,-1.4061131646929383
MST_L,0.9928444571165892
V6_L,-0.9518471165938324
V2_L,-0.9611639324712756
V3_L,-1.1680441071748824
V4_L,-1.2543017410609802
V8_L,0.1173665835530675
4_L,-0.9434598198723816
3b_L,-0.9374637957224696
FEF_L,-0.6306341031309485
PEF_L,-0.1824962082427119
55b_L,-1.5472498455846622
V3A_L,-1.6575739567616985
RSC_L,-0.9387217629771616
POS2_L,-0.4182318602926326
V7_L,-0.8834580275429736
IPS1_L,-0.3472410470863515
FFC_L,1.1769383880114832
V3B_L,0.1150533114491959
LO1_L,-1.6255079446882386
LO2_L,-1.1989266468699205
PIT_L,-0.8296338889188388
MT_L,0.9830751453184898
A1_L,0.9868912682288912
PSL_L,-0.4502441168944623
SFL_L,-0.7152653834432122
PCV_L,0.1761403827915065
STV_L,-0.9844552835263878
7Pm_L,-0.260891523520576
7m_L,0.0807670595516829
POS1_L,-0.3914305511096075
23d_L,0.4990889769144271
v23ab_L,0.0985777495581704
d23ab_L,0.4975151526863125
31pv_L,-0.4540400570419524
5m_L,-0.4602175955480249
5mv_L,-1.0040224534103457
23c_L,-0.6262315762800937
5L_L,-1.2975512149243755
24dd_L,-0.440829006914586
24dv_L,-0.847103290854078
7AL_L,-0.8147764695484515
SCEF_L,-0.3112134737478422
6ma_L,-1.26653219218007
7Am_L,-0.5201843606178317
7Pl_L,-1.607913162587498
7PC_L,-1.1020121101888598
LIPv_L,-0.2728571070549507
VIP_L,-1.9388720505633
MIP_L,-0.538778655606815
1_L,-2.1232466014704725
2_L,-0.2879153855317385
3a_L,-0.8311401277768556
6d_L,-1.7014151969123312
6mp_L,-0.8901879193059516
6v_L,-1.8861980048314413
p24pr_L,0.6114190976270757
33pr_L,-0.4765075336738099
a24pr_L,0.3941988924199266
p32pr_L,-0.4981459203516702
a24_L,1.0260746924607609
d32_L,-0.0474884683309182
8BM_L,-0.1070825775119466
p32_L,-0.1184422130844215
10r_L,0.8196123483947828
47m_L,-0.4707044063120056
8Av_L,-1.4470743238736343
8Ad_L,-0.1801536249897649
9m_L,0.2161650979258372
8BL_L,-1.0606882655081864
9p_L,-0.0887832855118048
10d_L,-0.1216004093410691
8C_L,-0.2381128227585886
44_L,-0.2688771243812439
45_L,-0.7294784361944308
47l_L,-0.7003712125883121
a47r_L,-1.3181371235819943
6r_L,0.1319993755014406
IFJa_L,0.2835304425295568
IFJp_L,-0.3901813499889512
IFSp_L,-0.4337530620982562
IFSa_L,-0.5143967613546283
p9-46v_L,-0.93814891540582
46_L,-0.6048619489762982
a9-46v_L,-0.6940293764054148
9-46d_L,0.0092451670363767
9a_L,-0.4495732961172123
10v_L,0.0108903248429049
a10p_L,-0.0685280613006821
10pp_L,-0.9602745602085302
11l_L,-0.4125840320184807
13l_L,-0.195640573157886
OFC_L,-0.3120020241602638
47s_L,0.6607905945885283
LIPd_L,-0.2762760262845951
6a_L,-0.190975448321705
i6-8_L,-0.415224188605571
s6-8_L,-1.031462813503046
43_L,-0.1591548108139802
OP4_L,-0.2857524611195493
OP1_L,0.3882939077141124
OP2-3_L,-0.0527695636440452
52_L,0.4094101364839983
RI_L,-0.7923984126419322
PFcm_L,0.8171211885721855
PoI2_L,2.2861578512190994
TA2_L,1.3026711174275296
FOP4_L,0.7426749534814603
MI_L,2.1179738078023767
Pir_L,1.5548777132626783
AVI_L,0.3566273585442478
AAIC_L,1.7279068455399875
FOP1_L,1.3190470963715135
FOP3_L,0.2386045310672851
FOP2_L,0.1618001990035424
PFt_L,0.3331808743860259
AIP_L,0.2324454944538286
EC_L,3.2095637075647674
PreS_L,1.3703399995505996
H_L,2.852899779746388
ProS_L,-1.4856897107958489
PeEc_L,3.388908289064813
STGa_L,0.0211417642458295
PBelt_L,0.919256809173614
A5_L,-0.3801120001394389
PHA1_L,2.071894501744405
PHA3_L,1.8708248071146083
STSda_L,1.6634434066731945
