region,5HT1a
STSdp_L,0.5398508185480669
STSvp_L,1.5238315212089706
TGd_L,0.6307848154608064
TE1a_L,-0.4911736560688838
TE1p_L,-0.6367020571875736
TE2a_L,0.5020034321816745
TF_L,1.6408932164204055
TE2p_L,0.9230135417062404
PHT_L,-0.8880759086821971
PH_L,0.395886804299413
TPOJ1_L,0.6601961539088304
TPOJ2_L,0.1346714026424743
TPOJ3_L,0.4371411796176763
DVT_L,-0.8639933046879718
PGp_L,-1.6640666610994337
IP2_L,0.2059834203348462
IP1_L,-0.1209250163833091
IP0_L,-0.1710901566298616
PFop_L,-0.8866912396975192
PF_L,-1.0306494345458317
PFm_L,-1.22286603508238
PGi_L,-0.2238779719395548
PGs_L,-1.9026682520707447
V6A_L,-2.3771537471217834
VMV1_L,0.4177957127454383
VMV3_L,-0.5275840303879882
PHA2_L,2.282763652785575
V4t_L,-0.9041592709883994
FST_L,0.6417899556786337
V3CD_L,-1.2355047509925623
LO3_L,-0.6241602460252997
VMV2_L,-1.4397676926997447
31pd_L,-1.0855726099256722
31a_L,0.6915367744926056
VVC_L,1.0805301058227983
25_L,1.243001706176331
s32_L,1.0329472690184611
pOFC_L,1.0507676393106715
PoI1_L,1.8508371629589109
Ig_L,0.4179177938360083
FOP5_L,-0.2884213061973329
p10p_L,-0.2580581034468177
p47r_L,-0.2266008143603952
TGv_L,0.1776961297770415
MBelt_L,0.8179970516453338
LBelt_L,0.3414059548478877
A4_L,-1.231139581698488
STSva_L,2.052823443058452
TE1m_L,-0.2999381841655066
PI_L,1.9736742310462727
a32pr_L,-0.0439265611325309
p24_L,0.4840642585544885
V1_R,-1.188132318715046
MST_R,0.6648243804317292
V6_R,-0.6283620897014212
V2_R,-0.9568427016127268
V3_R,-0.950975708445683
V4_R,-0.9415930014922068
V8_R,-0.4864321330755332
4_R,-0.9479767970184582
3b_R,-0.7726958289073016
FEF_R,-0.4989978220433193
PEF_R,-0.1308020828927946
55b_R,-0.7820223990593557
V3A_R,-1.5700608483763507
RSC_R,-0.473639099904263
POS2_R,-0.437016205885072
V7_R,-0.9671420761425992
IPS1_R,-0.2793333995596337
FFC_R,0.972008244352114
V3B_R,-0.2382846458184205
LO1_R,-0.6012418703027299
LO2_R,-1.1027189043455052
PIT_R,-0.319686530317312
MT_R,0.1752658444329767
A1_R,0.7830492791284812
PSL_R,-0.342060370992333
SFL_R,-1.2583617919222203
PCV_R,0.3526331986679649
STV_R,0.2699205408480822
7Pm_R,-0.0699133682865774
7m_R,0.4730640268083564
POS1_R,-0.191110181346715
23d_R,0.9465985095749994
v23ab_R,0.361468759186182
d23ab_R,1.0463515711440583
31pv_R,0.1485680370742012
5m_R,-0.6777754634388637
5mv_R,-0.491254386902558
23c_R,0.334679035133604
5L_R,-1.707408592664417
24dd_R,-0.1679912618101499
24dv_R,0.0558077849481077
7AL_R,-1.229479451205448
SCEF_R,-0.0869911379234008
6ma_R,-0.8062467445087416
7Am_R,-0.7598619202133563
7Pl_R,-1.8835557223667043
7PC_R,-1.1571078578715503
LIPv_R,-0.222363146148138
VIP_R,-1.272732045690208
MIP_R,-0.8467981757936583
1_R,-1.604238721201517
2_R,-0.3383572847408717
3a_R,-1.083838834838574
6d_R,-1.3160452097477238
6mp_R,-0.751093982016205
6v_R,-0.5423904222530126
p24pr_R,0.9846390205826062
33pr_R,0.3773557035205884
a24pr_R,0.9527750375505756
p32pr_R,0.2009378379331269
a24_R,1.2591485678780774
d32_R,0.5698389580460862
8BM_R,0.1033729587935197
p32_R,1.1764540249721338
10r_R,1.4191993069906348
47m_R,-0.3815958532454289
8Av_R,-0.506155648578542
8Ad_R,-0.0571485354593307
9m_R,0.2015925541132232
8BL_R,-0.8388579954963702
9p_R,0.1308791698048162
10d_R,-0.427426187836451
8C_R,-0.2191328438905249
44_R,0.2507828901812338
45_R,-0.0990762564854197
47l_R,-0.4636858160327446
a47r_R,-0.3652141518471598
6r_R,0.5180054184329907
IFJa_R,-0.6825128600982924
IFJp_R,-1.381799311388752
IFSp_R,-0.3990036140219888
IFSa_R,-0.2635109013581637
p9-46v_R,-0.1357245466786137
46_R,0.1459652582025634
a9-46v_R,0.1607014042506044
9-46d_R,0.1355225873203267
9a_R,-0.0296715250283421
10v_R,0.4374908834415554
a10p_R,-0.0999747824978107
10pp_R,-0.8501470744860163
11l_R,-0.2921742956161678
13l_R,0.0563777064135762
OFC_R,-0.1465265463023027
47s_R,0.5956700310285824
LIPd_R,-0.5376228860951697
6a_R,-0.2802660252746013
i6-8_R,-0.6188804391062436
s6-8_R,-0.7689477287764945
43_R,0.4891480266133997
OP4_R,0.2146609767624174
OP1_R,0.2268586774968253
OP2-3_R,-0.7760774442016996
52_R,-0.2535969913040122
RI_R,-0.7035537010379597
PFcm_R,-0.1978117782131781
PoI2_R,2.2480249098631955
TA2_R,1.2342994625986394
FOP4_R,0.9843350732960096
MI_R,1.7437879357214687
Pir_R,1.9140380467107885
AVI_R,0.1701396102767414
AAIC_R,2.1472509276284457
FOP1_R,2.0265757623603493
FOP3_R,-0.7984246621096973
FOP2_R,0.0427514237198402
PFt_R,0.2298555598330895
AIP_R,-0.0324304605516366
EC_R,2.3268278712280304
PreS_R,0.1602245578383496
H_R,3.4975648160680004
ProS_R,-0.8546790058235545
PeEc_R,2.3528703956233
STGa_R,1.1113592270726822
PBelt_R,1.0552961827085134
A5_R,0.5901695700061751
PHA1_R,0.4953908438366545
PHA3_R,2.305451030832227
STSda_R,1.9621885238791696
STSdp_R,0.0589395105357189
STSvp_R,1.531371091906237
TGd_R,0.569351857651826
TE1a_R,0.8413332361544488
TE1p_R,0.6019436008954754
TE2a_R,1.3451489577536322
TF_R,2.4196211523350684
TE2p_R,1.1700954044698035
PHT_R,0.3988887419079042
PH_R,0.6629546980129748
TPOJ1_R,0.3927913586873903
TPOJ2_R,0.4617879525497488
TPOJ3_R,0.1622731983787363
DVT_R,-0.959652165007064
PGp_R,-1.059245714061748
IP2_R,0.2529811474953755
IP1_R,-0.4088725111629456
IP0_R,-0.0316690141966516
PFop_R,0.3710786032969796
PF_R,-0.6320933883324665
PFm_R,-0.7983902996983554
PGi_R,-0.1389036528773131
PGs_R,-1.0253374036418303
V6A_R,-2.205519889455917
VMV1_R,0.1133152778892462
VMV3_R,-0.3536246585776249
PHA2_R,2.803322406535284
V4t_R,-0.1960413447292169
FST_R,0.1175240055622581
V3CD_R,-0.4376350821584807
LO3_R,-0.0889463226588512
VMV2_R,-0.7030103379869191
31pd_R,-0.7814718255326526
31a_R,0.7288058162321139
VVC_R,0.9696874893324684
25_R,1.3928364829911952
s32_R,2.0044179639813158
pOFC_R,0.9332155992494828
PoI1_R,0.8246910987745671
Ig_R,-0.6975761225856808
FOP5_R,-0.3687006727453377
p10p_R,0.2308575164345711
p47r_R,-0.2959343492959005
TGv_R,0.6278132343777618
MBelt_R,1.0009001440993617
LBelt_R,0.4160968344016956
A4_R,-0.3724726134742232
STSva_R,1.4055083440669127
TE1m_R,0.6317905706957136
PI_R,1.8034263460301307
a32pr_R,0.1893003699116022
p24_R,0.9443136013128888
