region,5HT4
V1_L,-1.6300248198144558
MST_L,-0.251268636688897
V6_L,-0.976239545805164
V2_L,-1.1644904121950463
V3_L,-0.753010387907886
V4_L,-0.3656497702123096
V8_L,0.435543863766539
4_L,-2.2523915860944514
3b_L,-2.4197809474192096
FEF_L,-1.929492602130029
PEF_L,-0.6646499437826088
55b_L,-1.1962218889416265
V3A_L,-0.9166906359099476
RSC_L,-0.4947906152737549
POS2_L,-0.1199627414373346
V7_L,-1.7984197256844143
IPS1_L,-1.1327949456034418
FFC_L,1.1804435940355773
V3B_L,-0.4321985197575236
LO1_L,-0.7627688590735285
LO2_L,0.4009331364767364
PIT_L,0.1235758630517659
MT_L,0.3248688969372802
A1_L,-0.3415754804197181
PSL_L,1.3200015061245285
SFL_L,0.3642219375802173
PCV_L,0.3614694088638417
STV_L,1.181557940898388
7Pm_L,-0.30506366499071
7m_L,0.8847613144723961
POS1_L,0.4634400197678219
23d_L,0.8842834835171195
v23ab_L,1.4402916591880894
d23ab_L,1.524023000701089
31pv_L,0.5516956834288735
5m_L,-2.026871369350083
5mv_L,-1.870795471905173
23c_L,-1.3298682629448977
5L_L,-1.3259486776849378
24dd_L,-0.364217871691173
24dv_L,-1.162295672856798
7AL_L,-0.7162209755684031
SCEF_L,-0.120618025016084
6ma_L,-0.5125427321882823
7Am_L,-0.3628090211869108
7Pl_L,-0.5288021525055202
7PC_L,-0.8573350845287936
LIPv_L,-0.8087883566639003
VIP_L,-0.9123429501529864
MIP_L,-0.7101448301824773
1_L,-2.116248299484103
2_L,-1.700298958911454
3a_L,-2.38041136449233
6d_L,-1.9445199376780695
6mp_L,-1.5239058754056565
6v_L,-0.7510899493726367
p24pr_L,0.5339477990519192
33pr_L,-0.1091188471694413
a24pr_L,0.2526938107278814
p32pr_L,-0.0640699191513178
a24_L,0.1127443430680155
d32_L,0.3247214018332667
8BM_L,-0.0693778321433902
p32_L,-0.770548135139459
10r_L,-0.0496350946649841
47m_L,0.2957982616902585
8Av_L,-0.4319236451345244
8Ad_L,-0.832714226252842
9m_L,0.5850485579568199
8BL_L,0.2603297413596044
9p_L,0.0988074075784135
10d_L,0.4509561899709475
8C_L,-1.1144114457028869
44_L,-0.1817245796229688
45_L,-0.3870839147724629
47l_L,0.262191608958073
a47r_L,0.3459065741585174
6r_L,0.6945263903508522
IFJa_L,-0.5539325645432273
IFJp_L,0.2612357787590635
IFSp_L,-0.1989884726379698
IFSa_L,-0.1927270828657001
p9-46v_L,-0.8531818744857633
46_L,0.2431717651375947
a9-46v_L,0.2712408550963465
9-46d_L,0.6832685204746454
9a_L,0.2823519979034273
10v_L,0.4752479752295018
a10p_L,0.4842120910665917
10pp_L,-0.0718583624831626
11l_L,0.4557503498113059
13l_L,0.1807248708824434
OFC_L,0.6334724091348046
47s_L,-0.1822905137913243
LIPd_L,-0.558086820852836
6a_L,-1.257006248466381
i6-8_L,-0.7802558813671393
s6-8_L,-0.2387478851589357
43_L,1.0675750621246227
OP4_L,0.4364366622107593
OP1_L,0.6361632926765564
OP2-3_L,0.2852492176267802
52_L,-0.9947036957272424
RI_L,-0.4028821320831647
PFcm_L,1.0217187803312888
