region,5HT4
PoI2_L,0.7549219819431021
TA2_L,1.4891223965382945
FOP4_L,0.6918642393853669
MI_L,-0.4648862967866667
Pir_L,-1.6263666916608368
AVI_L,-0.6321400084725166
AAIC_L,0.5282515505710708
FOP1_L,0.5870409880924591
FOP3_L,-1.1489765758983506
FOP2_L,0.0552688002453142
PFt_L,-0.1375435403857767
AIP_L,-0.4008643912896018
EC_L,1.917289130713471
PreS_L,0.5096437876363198
H_L,2.2374565227682486
ProS_L,-1.616897369141351
PeEc_L,1.4999678606497353
STGa_L,1.756032903625068
PBelt_L,1.0926616160191926
A5_L,1.2679197570241982
PHA1_L,-1.2274881024070408
PHA3_L,-0.054504374600905
STSda_L,0.5310031287103242
STSdp_L,1.1351115230666742
STSvp_L,0.989200928672654
TGd_L,1.5142226401206222
TE1a_L,2.088741655231249
TE1p_L,2.1171168571867494
TE2a_L,1.0603966833872365
TF_L,1.45429086293485
TE2p_L,1.6522218254102452
PHT_L,2.002855045521096
PH_L,1.633446296428563
TPOJ1_L,0.483199784263889
TPOJ2_L,0.5814116224328826
TPOJ3_L,1.6893166350752926
DVT_L,-0.9265412151251912
PGp_L,0.7855764032385654
IP2_L,0.0680046075400152
IP1_L,0.7451569064771457
IP0_L,0.1019432205824368
PFop_L,0.6836656268390513
PF_L,0.5953980504596075
PFm_L,0.592351703707771
PGi_L,0.6298693790849857
PGs_L,1.222201045669627
V6A_L,-1.1398025960666391
VMV1_L,-0.3131166951022121
VMV3_L,0.353322993323437
PHA2_L,0.3889075287719524
V4t_L,0.5746899980464784
FST_L,1.336985324457356
V3CD_L,0.2561645007947613
LO3_L,0.451502551734195
VMV2_L,-0.8043848969607
31pd_L,-0.4384311629899808
31a_L,0.6454928563083981
VVC_L,0.1511337544975005
25_L,1.1935227165327025
s32_L,-0.6322344687881873
pOFC_L,0.7963806846010869
PoI1_L,-0.2564378528622988
Ig_L,-1.1070024662574045
FOP5_L,-0.0677710295995976
p10p_L,0.3539695811634354
p47r_L,0.2297422981865337
TGv_L,1.5529768918718476
MBelt_L,-0.3085941243264282
LBelt_L,0.5132023972237661
A4_L,1.0090930997174874
STSva_L,1.139474342247131
TE1m_L,2.711746510633529
PI_L,-1.635915495678086
a32pr_L,-0.1737359698071558
p24_L,0.2967437348150876
V1_R,-1.5138088474211349
MST_R,0.754217995527507
V6_R,-0.655083397342696
V2_R,-1.1491396312405775
V3_R,-0.8818612638737261
V4_R,-0.141867926214998
V8_R,-0.330310721661267
4_R,-2.163990187014304
3b_R,-2.9514404324190853
FEF_R,-1.074601295042754
PEF_R,-0.4121182372738202
55b_R,-0.380983394472844
V3A_R,-0.861361697419709
RSC_R,-1.0183560219891463
POS2_R,-0.341534264307915
V7_R,-1.1484039908870676
IPS1_R,-0.9082664495377524
FFC_R,-0.1800943769812289
V3B_R,-0.9502261714238482
LO1_R,0.7729913309684151
LO2_R,0.7286504428050945
PIT_R,0.4078693136973706
MT_R,1.078192659923611
A1_R,-0.6521161960052353
PSL_R,2.547685004885354
SFL_R,-0.3231047001647431
PCV_R,0.4708426590160877
STV_R,0.9052929373243276
7Pm_R,-0.1013014493175963
7m_R,0.5838612268288236
POS1_R,0.6831158622461654
23d_R,0.348120398343172
v23ab_R,0.6198999123949369
d23ab_R,-0.5372187146456499
31pv_R,1.128189731264822
5m_R,-2.311024954374445
5mv_R,-1.0879817930832982
23c_R,0.2391241710274516
5L_R,-1.1264586603056403
24dd_R,-0.8334808159262341
24dv_R,-1.1354553391293805
7AL_R,-0.7781573580609901
SCEF_R,-0.6395576002890323
6ma_R,-0.6155224499829183
7Am_R,-0.4762572073018509
7Pl_R,-0.6909536502687569
7PC_R,-0.7931059684629104
LIPv_R,-0.9257445237548452
VIP_R,-0.2959279602599652
MIP_R,-0.4555868584971801
1_R,-1.6020987458032498
2_R,-1.834245604230792
3a_R,-2.776423814566752
6d_R,-1.4184735013157534
6mp_R,-1.3026807110512997
6v_R,-0.6307960813481058
p24pr_R,0.0824193555563455
33pr_R,-1.0428420321804843
a24pr_R,-0.107949017091664
p32pr_R,-0.1634206261722906
a24_R,-0.4024512969764223
d32_R,0.1790510063786161
8BM_R,0.3157705142995574
p32_R,-0.3220992068301191
10r_R,0.0175227195787323
47m_R,-0.1287315270516054
8Av_R,-0.1085121968929354
8Ad_R,-0.8939645400511985
9m_R,0.201325271264293
8BL_R,0.184997037433024
9p_R,-0.1507347073922655
10d_R,0.1118077991582327
8C_R,-0.6164023274569725
44_R,-0.1059673269993194
45_R,0.0461375857325475
47l_R,0.1285816240301265
a47r_R,0.6541385337753842
6r_R,-0.1548683205469169
IFJa_R,-1.2066401360573842
IFJp_R,-0.963436203872987
IFSp_R,-0.12938843200564
IFSa_R,0.6139826808116108
p9-46v_R,0.2026202440136519
46_R,-0.0132924749682711
a9-46v_R,0.3407808662327813
9-46d_R,0.0112546054557651
9a_R,0.2179680502221702
10v_R,-0.5737892861429154
a10p_R,0.1657215764324031
10pp_R,0.3786299042212435
11l_R,0.2256827570466078
13l_R,0.7276898853572158
OFC_R,0.0735192450021553
47s_R,0.312621708186176
LIPd_R,-1.5106606718979358
6a_R,-1.4171876599832705
i6-8_R,-0.6433732728840413
s6-8_R,0.1689895597478044
43_R,0.7668693917027369
OP4_R,0.7401934934578608
OP1_R,0.1633462124023832
OP2-3_R,-1.664378206750497
52_R,-1.2224959996829332
RI_R,-0.8415795884576682
PFcm_R,0.1051902366797152
PoI2_R,2.054969825419139
TA2_R,0.9899837709787972
FOP4_R,-0.1212051171303668
MI_R,1.235642470443783
Pir_R,-1.201660014596976
AVI_R,-0.8282243095216071
AAIC_R,0.44506870264507
FOP1_R,0.1939038253877606
FOP3_R,-0.3836723309307611
FOP2_R,-0.5009338537919605
PFt_R,-0.974378639825797
AIP_R,-1.1450725206832568
EC_R,0.9798833783607194
PreS_R,-0.6791582662283454
H_R,2.780518521498684
ProS_R,0.1063454990979938
PeEc_R,0.5373447871382978
STGa_R,2.261436274211707
PBelt_R,1.1715606519232822
A5_R,1.969500774415264
PHA1_R,-1.345035163210955
PHA3_R,-0.9074794395569168
STSda_R,0.7019399867625064
STSdp_R,0.0590332544124932
STSvp_R,1.659728962453262
TGd_R,1.1442737200231394
TE1a_R,2.147711285724482
TE1p_R,2.243948725473043
TE2a_R,1.050309320206425
TF_R,-0.3205620668329418
TE2p_R,0.0165511265134808
PHT_R,1.7830305804939914
PH_R,0.8780961136427595
TPOJ1_R,0.2821031330169133
TPOJ2_R,1.4247029338014925
TPOJ3_R,-0.0737220883365159
DVT_R,-0.5904357352149231
PGp_R,1.678376552455514
IP2_R,0.0248158888107776
IP1_R,-0.482249586686844
IP0_R,-0.4404234566706806
PFop_R,1.34984210670108
PF_R,0.9640407934612852
PFm_R,0.8061948089514894
PGi_R,1.3973061084627487
PGs_R,0.7245062407588453
V6A_R,-0.7034873231681423
VMV1_R,-1.2434777185265682
VMV3_R,-0.612295148971451
PHA2_R,-0.5183620355457952
V4t_R,1.21381840247302
FST_R,0.7772042068178603
V3CD_R,1.0665625094280362
LO3_R,1.26647041690335
VMV2_R,-0.2094423974426723
31pd_R,0.0393266864361835
31a_R,0.8514280543513435
VVC_R,-0.8169830841066695
25_R,-0.288353051499277
s32_R,1.1063236380881998
pOFC_R,0.3361960160919367
PoI1_R,1.306603248855703
Ig_R,-1.0593595598948735
FOP5_R,-1.3639277328972004
p10p_R,0.1696326144631885
p47r_R,0.2469609161119652
TGv_R,1.26079236580868
MBelt_R,-0.8566957243924843
LBelt_R,-0.1310017201526364
A4_R,1.6506032088477467
STSva_R,0.7995285813652256
TE1m_R,2.0147474155111538
PI_R,-0.8408250196240661
a32pr_R,-0.4290922496736103
p24_R,-0.1482632263255071
