region,5HT6
lh.bankssts,0.9360810747386288
lh.caudalanteriorcingulate,0.0775914115577771
lh.caudalmiddlefrontal,-1.1124889715909383
lh.cuneus,-1.164709945541883
lh.entorhinal,-1.4124167971038104
lh.fusiform,-1.9949474200194104
lh.inferiorparietal,-1.955206553909652
lh.inferiortemporal,0.7433043657068893
lh.isthmuscingulate,-2.0008862540470007
lh.lateraloccipital,0.8497930534646593
lh.lateralorbitofrontal,-0.1994882849229506
lh.lingual,0.638651815702903
lh.medialorbitofrontal,-1.886017249548349
lh.middletemporal,0.4513652497997433
lh.parahippocampal,0.7607583999947461
lh.paracentral,-0.7325317166089408
lh.parsopercularis,-1.4626330188073438
lh.parsorbitalis,-1.28897374204911
lh.parstriangularis,-1.0383660120510672
lh.pericalcarine,-1.4841447523065925
lh.postcentral,0.3864774910708644
lh.posteriorcingulate,-0.8454510911079708
lh.precentral,0.0921330451886018
lh.precuneus,1.5082335407258884
lh.rostralanteriorcingulate,0.2707708036824093
lh.rostralmiddlefrontal,0.790464017994017
lh.superiorfrontal,-1.8478484411746368
lh.superiorparietal,-1.0205780835167295
lh.superiortemporal,-1.800914534825578
lh.supramarginal,0.6392744164358595
lh.frontalpole,-0.2564757836404845
lh.temporalpole,0.4996472150366497
lh.transversetemporal,1.4043253298951783
lh.insula,0.5075027553924426
rh.bankssts,1.1468546241053967
rh.caudalanteriorcingulate,0.5608164473295105
rh.caudalmiddlefrontal,-0.6711869777648434
rh.cuneus,0.0408259456357597
rh.entorhinal,-0.0579611446401371
rh.fusiform,-0.3130250977634705
rh.inferiorparietal,0.0686848289979505
rh.inferiortemporal,0.9900117428550864
rh.isthmuscingulate,-1.410859219427455
rh.lateraloccipital,-0.2565857356712978
rh.lateralorbitofrontal,-0.0001192630752373
rh.lingual,0.3265799348878001
rh.medialorbitofrontal,0.5743246127213774
rh.middletemporal,0.0189033776593174
rh.parahippocampal,0.9029431444886776
rh.paracentral,1.1787683833648923
rh.parsopercularis,0.7180866936498256
rh.parsorbitalis,1.7196843377883997
rh.parstriangularis,-0.2469563323913914
rh.pericalcarine,0.5901223709171411
rh.postcentral,0.5057007219141837
rh.posteriorcingulate,0.6743608693186599
rh.precentral,0.5191078379267581
rh.precuneus,2.2581695235283825
rh.rostralanteriorcingulate,0.9365507028186862
rh.rostralmiddlefrontal,0.768972394536114
rh.superiorfrontal,-0.9299975188235308
rh.superiorparietal,0.5651090448439933
rh.superiortemporal,0.8444262237250996
rh.supramarginal,0.7619141496285022
rh.frontalpole,-0.619346023982845
rh.temporalpole,0.5924331164014013
rh.transversetemporal,0.1873006246784828
rh.insula,0.0030903262039999
