region,M1
a9-46v_R,1.3715648791151005
9-46d_R,0.2311517196643182
9a_R,-0.4243008501293859
10v_R,0.9946228601761692
a10p_R,0.0879148333534823
10pp_R,-0.4885853881915009
11l_R,-0.2168352379189915
13l_R,-0.5924437645566933
OFC_R,0.487792436594441
47s_R,0.1919276091099117
LIPd_R,-0.5404631299651906
6a_R,-1.8862023075230892
i6-8_R,-0.2818924227301315
s6-8_R,-0.3005379714649945
43_R,1.2738139895864329
OP4_R,1.1438264362649058
OP1_R,0.4102146804833927
OP2-3_R,-1.735103280673901
52_R,-0.8268752012544096
RI_R,-0.5128661803461273
PFcm_R,-0.4530712825018269
PoI2_R,2.240120782642564
TA2_R,0.7183946895327663
FOP4_R,1.0082165304905484
MI_R,2.516801767627374
Pir_R,-0.0297392280835873
AVI_R,-0.636784448694271
AAIC_R,1.1898367508206793
FOP1_R,2.107657800230044
FOP3_R,-0.7399977232459073
FOP2_R,-0.5031788448852323
PFt_R,0.847757451821239
AIP_R,-0.9314209458747084
EC_R,-1.9234842659492493
PreS_R,-3.389276020055543
H_R,-0.8489679716102664
ProS_R,-1.7217116403126744
PeEc_R,-1.0257211450439947
STGa_R,0.39660677184991
PBelt_R,2.192929687263401
A5_R,1.4404026686403204
PHA1_R,-3.3817839933358127
PHA3_R,0.915035437974868
STSda_R,0.4860781671853469
STSdp_R,-2.078452149026162
STSvp_R,1.8968559870977135
TGd_R,-0.1343862121686967
TE1a_R,1.3139053167377692
TE1p_R,1.4122136635062534
TE2a_R,0.9987795761594248
TF_R,0.9780879715436184
TE2p_R,0.8607377066252564
PHT_R,1.3608687081179505
PH_R,0.9791200727744076
TPOJ1_R,0.0317011452182952
TPOJ2_R,1.1678764915278006
TPOJ3_R,0.448309579021288
DVT_R,-0.3259032860699224
PGp_R,0.779781995642955
IP2_R,0.9432627021653464
IP1_R,0.7849491950519709
IP0_R,1.12932858676457
PFop_R,1.353969329069271
PF_R,-0.2662621153171149
PFm_R,0.4916154680825021
PGi_R,1.0493315721051073
PGs_R,0.7760709925489037
V6A_R,-0.7340791096731086
VMV1_R,-1.3789635485390972
VMV3_R,0.161545848585737
PHA2_R,0.268295468163736
V4t_R,0.9803197643024634
FST_R,0.6335951009733611
V3CD_R,0.7048570422164266
LO3_R,0.7873179115263785
VMV2_R,0.146767330405899
31pd_R,-0.3759317375421799
31a_R,1.81526844857842
VVC_R,-1.0745601155532256
25_R,0.8618211065655337
s32_R,1.3204933352450194
pOFC_R,0.4286398101777278
PoI1_R,1.4583863372876484
Ig_R,-0.956579667199282
FOP5_R,-1.1658044552112992
p10p_R,0.2965773128229916
p47r_R,1.383062705948591
TGv_R,-0.4793185415530963
MBelt_R,1.197216212796527
LBelt_R,1.0681459931892472
A4_R,1.3846900833313178
STSva_R,0.9050963435585856
TE1m_R,1.1770642997973642
PI_R,0.3536581122229066
a32pr_R,0.3957067635166718
p24_R,1.161383567807862
