region,NMDA
V1_L,0.2833518424560148
MST_L,1.0502214797885772
V6_L,-0.032762710751609
V2_L,0.1504314369881239
V3_L,-0.5031713893378171
V4_L,-0.8023577537103267
V8_L,0.6741012287369703
4_L,-0.1045645543663429
3b_L,-0.1266108752706767
FEF_L,0.242388656173754
PEF_L,0.8087718548341964
55b_L,-2.3365449845435644
V3A_L,-1.2151492362353489
RSC_L,0.1981241133985713
POS2_L,0.4928268659847598
V7_L,-1.02750771073446
IPS1_L,0.3301118137355754
FFC_L,0.5489140661054498
V3B_L,1.2600321358249698
LO1_L,-2.115432793528296
LO2_L,-2.0129187578646253
PIT_L,-1.626778184238112
MT_L,0.85113796781578
A1_L,1.100371423617963
PSL_L,-1.2831057808841513
SFL_L,-0.2514228310624914
PCV_L,1.4182657819777258
STV_L,-2.1610555704328527
7Pm_L,1.038962107178354
7m_L,1.344122670137066
POS1_L,1.3064237186683436
23d_L,0.7660937109313879
v23ab_L,1.1766606040051462
d23ab_L,1.0833591059552918
31pv_L,0.3000563822905892
5m_L,-0.0128319798209567
5mv_L,-0.3874159189735019
23c_L,0.1887188064315066
5L_L,-1.6271911323575283
24dd_L,0.6791623068408574
24dv_L,-0.2982676295184304
7AL_L,-0.2517831833031889
SCEF_L,0.5762551399702508
6ma_L,-1.7986321953808668
7Am_L,0.1381676349786812
7Pl_L,-1.8706057311508304
7PC_L,-1.8651863337091217
LIPv_L,-0.3090723576008669
VIP_L,-2.578003352793669
MIP_L,-0.0361276411192121
1_L,-3.0420048014986008
2_L,-0.6004517483888977
3a_L,0.4347528493678168
6d_L,-1.391484631008314
6mp_L,0.1383309699046473
6v_L,-3.177274700072682
p24pr_L,0.5673086532642085
33pr_L,-0.005473478421006
a24pr_L,0.8127359770110908
p32pr_L,0.3251506405227049
a24_L,0.7643597879199765
d32_L,0.4283860509189313
8BM_L,0.5976204148889045
p32_L,0.0643207068061135
10r_L,0.4936228427148945
47m_L,-0.000174535202647
8Av_L,-2.283445335608008
8Ad_L,0.0299558190236158
9m_L,0.0690837715178034
8BL_L,-1.3563910989518642
9p_L,-1.1441901323969004
10d_L,-1.583819939231759
8C_L,-0.5940259013310799
44_L,-1.1847109433990457
45_L,-1.2363317837946497
47l_L,-0.7587762341940624
a47r_L,-1.6214663768026698
6r_L,-0.0314232581344285
IFJa_L,1.143407195138231
IFJp_L,1.3221454094731848
IFSp_L,-0.2645731214866085
IFSa_L,-0.0905525489207765
p9-46v_L,-2.0602067700247795
46_L,-1.7062131114106829
a9-46v_L,-1.9487721776887443
9-46d_L,-0.1460904698072643
9a_L,-2.2432231101070697
10v_L,-0.8047071145505622
a10p_L,-1.0099971216552124
10pp_L,-2.404228609942871
11l_L,-0.3630904509458251
13l_L,0.2105487665081412
OFC_L,-0.3406138520966579
47s_L,-0.3192985331940792
LIPd_L,1.284081818312464
6a_L,0.4125553700653979
i6-8_L,0.1608198854671988
s6-8_L,-1.5651687300175074
43_L,-0.8682773674684438
OP4_L,-0.9122335490265407
OP1_L,0.8844488195412177
OP2-3_L,0.8238785553826361
52_L,0.7096540242722903
RI_L,1.2498124560357005
PFcm_L,1.0920672756664147
PoI2_L,0.1249498564344619
TA2_L,0.4153569636281381
FOP4_L,0.5527302754895063
MI_L,0.7404773558399939
Pir_L,0.0644718978289865
AVI_L,1.341631241560859
AAIC_L,0.2020165791684608
FOP1_L,0.5903941904268517
FOP3_L,1.4166034939274543
FOP2_L,0.1202612141452395
PFt_L,0.2735024451543706
AIP_L,0.7961233464124622
EC_L,0.0560046084316736
PreS_L,0.5290658552742804
H_L,1.0663873082798192
ProS_L,-0.0894661455812696
PeEc_L,0.1796600901233357
STGa_L,-0.9400552440985256
PBelt_L,1.5849423742853543
A5_L,-1.1559914695483675
PHA1_L,-0.2990619512507954
PHA3_L,0.0145382776974891
STSda_L,0.4658105641831491
STSdp_L,1.0455137477052172
STSvp_L,1.1146120253768923
TGd_L,-0.1253556139695758
TE1a_L,-1.4884357967064976
TE1p_L,-1.5572974500241734
TE2a_L,-0.8428465129593877
TF_L,0.4282027879423177
TE2p_L,0.0329713865857332
PHT_L,-1.8422856740779283
PH_L,-0.0298264824514614
TPOJ1_L,0.7946860148759365
TPOJ2_L,-0.6902060275806162
TPOJ3_L,0.6010216694735014
DVT_L,0.1050768121624615
PGp_L,-2.1843556015279733
IP2_L,0.6096768401483639
IP1_L,0.7531164784983333
IP0_L,0.4931973616189794
PFop_L,-2.365131382443605
PF_L,-2.287493525077507
PFm_L,-1.946743327555683
PGi_L,-0.6288322154248046
PGs_L,-2.6003467722370264
V6A_L,-3.0674411130611525
VMV1_L,1.3124367731773825
VMV3_L,-0.321803876558383
PHA2_L,0.3725841066255996
V4t_L,-1.4507920941868104
FST_L,0.5985937811351548
V3CD_L,-1.0671634141710595
LO3_L,-0.9453624303613656
VMV2_L,0.7853388342918113
31pd_L,-0.1798238467655823
31a_L,1.2627487652243623
VVC_L,0.8763340045082766
25_L,0.3598814345024342
s32_L,-0.1402866338079114
pOFC_L,0.5031211265018932
PoI1_L,0.6194283884827079
Ig_L,1.1308395288287725
FOP5_L,1.02006495386984
p10p_L,-2.2524694646098
p47r_L,-0.3982188741242375
TGv_L,-0.1967456809287299
MBelt_L,0.5019334889444474
LBelt_L,1.8958747880535027
A4_L,-2.1620534724493266
STSva_L,1.0528664384547513
TE1m_L,-1.1300419196661962
PI_L,0.2132980126093703
a32pr_L,0.7406307889520005
p24_L,0.6877868693932285
V1_R,0.2758997591844989
MST_R,0.6690783826538709
V6_R,0.5653953383123873
V2_R,0.0451281306603591
V3_R,-0.2438949332597929
V4_R,-0.0400976220205402
V8_R,0.6746676573672219
4_R,0.2908520812484053
3b_R,0.3702553756259993
FEF_R,0.6831400951740613
PEF_R,1.0332302563469131
55b_R,-0.3955399577521763
V3A_R,-1.4914923548666583
RSC_R,0.42060793320694
POS2_R,0.2302572560051048
V7_R,-0.6429446832596746
IPS1_R,0.594798017145003
FFC_R,0.329642858043195
V3B_R,1.20849164468556
LO1_R,-0.1702483408058422
LO2_R,-0.9323972639951812
PIT_R,-0.5691869972127612
MT_R,-0.1956349902302348
A1_R,1.798275112853711
PSL_R,-0.5487552535279746
SFL_R,-0.9368441405022896
PCV_R,0.5143377042016035
STV_R,0.2370244929665604
7Pm_R,0.1083961435609353
7m_R,1.3538422254613345
POS1_R,1.09635961723052
23d_R,1.1501240273577742
v23ab_R,1.040629311094866
d23ab_R,1.4730721450789517
31pv_R,0.941869307251221
5m_R,-0.7578314516908367
5mv_R,0.4250754289192078
23c_R,0.6854205280237865
5L_R,-1.4227051055506008
24dd_R,0.3831586609192404
24dv_R,0.5793794842845519
7AL_R,-1.0912795983587105
SCEF_R,0.0454039447102578
6ma_R,-0.7673208662438074
7Am_R,-0.8791057481123113
7Pl_R,-2.4388954859020915
7PC_R,-1.4577582079455764
LIPv_R,0.1971198629776754
VIP_R,-0.8783020156675312
MIP_R,-0.6802895650817586
1_R,-1.1363226760853833
2_R,0.3992060180569483
3a_R,0.533598693176604
6d_R,0.1332971403883063
6mp_R,0.2736559127549229
6v_R,-0.6984480696255702
p24pr_R,0.5409824152459054
33pr_R,-0.2492775497791702
a24pr_R,0.2164670487301614
p32pr_R,0.6458192328455806
a24_R,0.5941431269628283
d32_R,0.7149688359493459
8BM_R,0.0999450039498551
p32_R,0.552898912655465
10r_R,0.6231972231293432
47m_R,0.3320637259645562
8Av_R,-0.9681090060726254
8Ad_R,0.1919927973096582
9m_R,-0.4636401120592726
8BL_R,-1.2297085216217714
9p_R,-0.4563329324050061
10d_R,-2.210759144180262
8C_R,0.1755161489988634
44_R,0.273491635493008
45_R,0.3410814447979364
47l_R,0.2641270483432377
a47r_R,-0.5482842968810677
6r_R,1.0067891354760692
IFJa_R,0.431123275947267
IFJp_R,0.3222263239039142
IFSp_R,0.1560543695503071
IFSa_R,0.2498326774895944
p9-46v_R,-0.1809453939214278
46_R,-0.3941496283253913
a9-46v_R,-0.8804140471903048
9-46d_R,-0.298089927651629
9a_R,-1.562475891568481
10v_R,-1.0565203244198913
a10p_R,-1.3069457569273766
10pp_R,-1.9670711069911788
11l_R,0.0754949414434325
13l_R,0.9520487112391788
OFC_R,-0.26832695933626
47s_R,0.3517426898834195
LIPd_R,0.2742491829352994
6a_R,0.744214019184855
i6-8_R,-0.2570140170914422
s6-8_R,-0.670058424093394
43_R,0.4786385106298004
OP4_R,0.679047544145256
OP1_R,1.0880876575317695
OP2-3_R,0.8344201379615643
52_R,0.5398609652360167
RI_R,1.3359157901035816
PFcm_R,1.1329508982816685
PoI2_R,1.428822047343168
TA2_R,0.1615427300817465
FOP4_R,1.0107473487134229
MI_R,1.3457135255284591
Pir_R,0.5007148675343388
AVI_R,1.0056300250540111
AAIC_R,1.1874345250885996
FOP1_R,1.2578556509227916
FOP3_R,0.6661933519729756
FOP2_R,1.1187541610198402
PFt_R,0.8217562717683912
AIP_R,0.6326348290235034
EC_R,-0.5305578003495247
PreS_R,-0.7530345649575201
H_R,1.107664694272405
ProS_R,0.7867853988983847
PeEc_R,-0.3627996826437107
STGa_R,0.3474832717313419
PBelt_R,1.4644589129770054
A5_R,0.6343249855405412
PHA1_R,-1.1577850831322096
PHA3_R,0.836052161389678
STSda_R,0.6281434498532947
STSdp_R,0.5501935969536534
STSvp_R,1.2417497075591026
TGd_R,0.0160273088183912
TE1a_R,0.7483626539582112
TE1p_R,0.3138818902974663
TE2a_R,0.397850390061037
TF_R,0.5622490144310012
TE2p_R,0.3026333783302832
PHT_R,0.0006562684148917
PH_R,0.4444620753061712
TPOJ1_R,0.7005694477667143
TPOJ2_R,0.0766365342102581
TPOJ3_R,0.592954883025808
DVT_R,0.2558286566053698
PGp_R,-1.2218748791208127
IP2_R,0.9055730489640396
IP1_R,0.0005748023778473
IP0_R,0.974036844328362
PFop_R,0.0404900740586545
PF_R,-0.6412571019330083
PFm_R,-1.0770369507926725
PGi_R,-0.101941942441467
PGs_R,-1.012586886841926
V6A_R,-2.5283428404525545
VMV1_R,0.7552650009265908
VMV3_R,0.6675051012243157
PHA2_R,0.5101496248984524
V4t_R,0.0005234657044724
FST_R,0.1037933553548837
V3CD_R,-0.0004877805346205
LO3_R,-0.1517983365215501
VMV2_R,1.370370896549456
31pd_R,0.8473567883430911
31a_R,1.1812779652353342
VVC_R,0.5570519556888718
25_R,0.5432178056296108
s32_R,1.206491052491058
pOFC_R,0.5799516997640064
PoI1_R,0.8441336275170318
Ig_R,0.8790561872223499
FOP5_R,0.6732752759990088
p10p_R,-0.5081104135020341
p47r_R,-0.0091434351401748
TGv_R,-0.0073067019755703
MBelt_R,1.3451949087282196
LBelt_R,1.7444550448422909
A4_R,0.0498211404684434
STSva_R,0.984808243300857
TE1m_R,0.4423135546392554
PI_R,0.353157560866297
a32pr_R,1.172373634354055
p24_R,0.1546941942662698
