region,A4B2
FOP1_R,0.9562077036920518
FOP3_R,1.0176147543239606
FOP2_R,0.4682823927266394
PFt_R,1.0019723863043464
AIP_R,0.5291415823576646
EC_R,-1.8496506083646915
PreS_R,-0.2736870262507176
H_R,-0.3578262748093831
ProS_R,-1.0489523823680356
PeEc_R,-2.8040891010390383
STGa_R,-1.028488043266651
PBelt_R,0.8365857454972595
A5_R,-0.0597300582268581
PHA1_R,-0.5264497644710451
PHA3_R,0.0153362235966031
STSda_R,-0.0358011124357031
STSdp_R,0.2128529365193717
STSvp_R,1.0184231673950397
TGd_R,-1.990663253732187
TE1a_R,-0.6415877286374202
TE1p_R,0.2565118483613079
TE2a_R,-0.5115110671100861
TF_R,-0.696382618624839
TE2p_R,-0.0355989722130436
PHT_R,-0.6072057202781495
PH_R,-0.1148575927024115
TPOJ1_R,0.4669748425498151
TPOJ2_R,-0.3391850649123803
TPOJ3_R,0.4908945061422225
DVT_R,-0.1573276246960293
PGp_R,-1.7172323512485343
IP2_R,0.9280795789969534
IP1_R,0.6323208945253201
IP0_R,1.1535715034441454
PFop_R,0.427347495169763
PF_R,-1.9641455047824417
PFm_R,-1.0352805292440357
PGi_R,-0.4755035341911819
PGs_R,-0.775653650860724
V6A_R,-2.51137519267758
VMV1_R,0.0435242889865802
VMV3_R,0.3984569293346449
PHA2_R,0.0839069200425612
V4t_R,-1.298486992798552
FST_R,-0.3886761450337354
V3CD_R,-0.5495037808410009
LO3_R,-1.2137578068761063
VMV2_R,0.0750100821081219
31pd_R,0.4167932358653864
31a_R,1.2359935877952968
VVC_R,0.4605121834188398
25_R,-0.3691835574331941
s32_R,0.1273565175116708
pOFC_R,-0.892573331301713
PoI1_R,0.4880573002151553
Ig_R,0.9392036197549654
FOP5_R,1.1868318655585084
p10p_R,0.6207387499178689
p47r_R,1.1126022304301475
TGv_R,-3.485103140579416
MBelt_R,0.4141142890486113
LBelt_R,0.9231666868542724
A4_R,-0.7704987148515056
STSva_R,0.1224221437504594
TE1m_R,-0.0080317223416672
PI_R,-0.5089491764575783
a32pr_R,1.279444347088429
p24_R,0.8743697570681949
