region,5HTT
lh.bankssts,0.6835035242845254
lh.caudalanteriorcingulate,-0.9205775045195376
lh.caudalmiddlefrontal,0.2608379490403487
lh.cuneus,1.859611627450195
lh.entorhinal,-0.281686528209633
lh.fusiform,-0.7900584533049941
lh.inferiorparietal,-0.8585049075068728
lh.inferiortemporal,-0.2522925920961143
lh.isthmuscingulate,-0.5887677036500739
lh.lateraloccipital,0.0610567082317992
lh.lateralorbitofrontal,-0.1439629162538011
lh.lingual,-0.1092036595363506
lh.medialorbitofrontal,-0.7001213428909113
lh.middletemporal,0.2317681076324095
lh.parahippocampal,-0.2413277175068069
lh.paracentral,-0.3482370900188409
lh.parsopercularis,-0.6454499347214038
lh.parsorbitalis,-0.3615214490330569
lh.parstriangularis,0.3082973753605898
lh.pericalcarine,-0.2617199016951299
lh.postcentral,0.4774689407265929
lh.posteriorcingulate,-0.6102057695832197
lh.precentral,-0.4437858079769306
lh.precuneus,0.5248284140040836
lh.rostralanteriorcingulate,-0.5631641476061516
lh.rostralmiddlefrontal,-0.7787622345069987
lh.superiorfrontal,-0.9084266038504054
lh.superiorparietal,0.2192240260375218
lh.superiortemporal,-0.5688135038379155
lh.supramarginal,-0.6150512897675096
lh.frontalpole,1.163294942744285
lh.temporalpole,0.6908887514636652
lh.transversetemporal,1.679638224917226
lh.insula,4.267344518031094
rh.bankssts,0.4513157055223725
rh.caudalanteriorcingulate,-1.0839063753683025
rh.caudalmiddlefrontal,0.1857276886776427
rh.cuneus,1.6889492897435088
rh.entorhinal,-0.2310383048762133
rh.fusiform,-0.8767133989332262
rh.inferiorparietal,-0.7879813832773086
rh.inferiortemporal,-0.1828672058071742
rh.isthmuscingulate,-0.709011465554623
rh.lateraloccipital,0.0290592350110359
rh.lateralorbitofrontal,-0.1731631357905424
rh.lingual,-0.223035136907863
rh.medialorbitofrontal,-0.6821875068959339
rh.middletemporal,0.1474925884841379
rh.parahippocampal,-0.100463572946333
rh.paracentral,-0.5330899750490512
rh.parsopercularis,-0.667622226382332
rh.parsorbitalis,-0.5321741537274829
rh.parstriangularis,0.0973839886680771
rh.pericalcarine,-0.5256690872531046
rh.postcentral,0.402298074326945
rh.posteriorcingulate,-0.7846290922765115
rh.precentral,-0.3630843833916075
rh.precuneus,0.5227828165287185
rh.rostralanteriorcingulate,-0.7530856581671754
rh.rostralmiddlefrontal,-0.8921288722541633
rh.superiorfrontal,-0.973045326795382
rh.superiorparietal,0.2051962205651953
rh.superiortemporal,-0.6932709890914212
rh.supramarginal,-0.7190721933891739
rh.frontalpole,1.0374543524779265
rh.temporalpole,0.6660824743083851
rh.transversetemporal,1.4946963589439548
rh.insula,4.1226785990253285
