region,D2
lh.bankssts,0.645801949177839
lh.caudalanteriorcingulate,-0.3165352868346168
lh.caudalmiddlefrontal,-0.5322181515227284
lh.cuneus,-0.675051893412778
lh.entorhinal,-0.6587096723995667
lh.fusiform,-0.5666950089306118
lh.inferiorparietal,-0.5834546276223623
lh.inferiortemporal,-0.2446157272377659
lh.isthmuscingulate,-0.5649149004965085
lh.lateraloccipital,0.3464143845363836
lh.lateralorbitofrontal,-0.3273588686204665
lh.lingual,0.2858764576971487
lh.medialorbitofrontal,-0.5770639768074041
lh.middletemporal,-0.2171283325245452
lh.parahippocampal,-0.0992646036950012
lh.paracentral,-0.4184014230295904
lh.parsopercularis,-0.6121657503808703
lh.parsorbitalis,-0.4796600886531487
lh.parstriangularis,-0.5794627041959118
lh.pericalcarine,-0.5322235451791062
lh.postcentral,-0.4466683302246949
lh.posteriorcingulate,-0.4268895789895157
lh.precentral,-0.2551115564122421
lh.precuneus,2.2722277060702543
lh.rostralanteriorcingulate,-0.2967700389559308
lh.rostralmiddlefrontal,-0.1914726093023809
lh.superiorfrontal,-0.5785793792674037
lh.superiorparietal,-0.4028571807669033
lh.superiortemporal,-0.5570706452923958
lh.supramarginal,-0.0834123762994464
lh.frontalpole,-0.1620982885180128
lh.temporalpole,0.057713897315207
lh.transversetemporal,0.5200770068800491
lh.insula,-0.171450176768789
rh.bankssts,2.5076100700945045
rh.caudalanteriorcingulate,-0.2408929707043801
rh.caudalmiddlefrontal,-0.5208452900053602
rh.cuneus,-0.4187823152850947
rh.entorhinal,-0.5891486150824251
rh.fusiform,-0.4001808252046316
rh.inferiorparietal,-0.4969729610540051
rh.inferiortemporal,-0.1821619804726565
rh.isthmuscingulate,-0.5582574009373534
rh.lateraloccipital,-0.084411394112486
rh.lateralorbitofrontal,-0.4699877588224608
rh.lingual,0.2541542830946609
rh.medialorbitofrontal,0.0027142088111575
rh.middletemporal,-0.5499816454990767
rh.parahippocampal,-0.1493852058307918
rh.paracentral,2.2478961628066303
rh.parsopercularis,0.490413158740268
rh.parsorbitalis,3.904111674966718
rh.parstriangularis,-0.4583346398651816
rh.pericalcarine,-0.2217875470807822
rh.postcentral,-0.3977465002237484
rh.posteriorcingulate,-0.0608213530617891
rh.precentral,-0.2824762779286767
rh.precuneus,5.042872086758092
rh.rostralanteriorcingulate,0.5735554204129839
rh.rostralmiddlefrontal,0.0091741509902751
rh.superiorfrontal,-0.4879929772511087
rh.superiorparietal,-0.0163988431198645
rh.superiortemporal,-0.142601519658535
rh.supramarginal,-0.0671393221381927
rh.frontalpole,-0.7274608674366596
rh.temporalpole,-0.2175077251439352
rh.transversetemporal,0.332065240448548
rh.insula,-0.1940972005408239
