region,NMDA
lh.bankssts,-0.1259739750862307
lh.caudalanteriorcingulate,-0.4654849960048504
lh.caudalmiddlefrontal,-0.7710828727991599
lh.cuneus,-0.7116812872570469
lh.entorhinal,-1.039234552569603
lh.fusiform,-2.381438919234398
lh.inferiorparietal,-2.0565674087410657
lh.inferiortemporal,0.4484732370171244
lh.isthmuscingulate,-2.503863448714924
lh.lateraloccipital,0.3684110722054896
lh.lateralorbitofrontal,0.2036469916728399
lh.lingual,0.5593628222033813
lh.medialorbitofrontal,-2.068711134060404
lh.middletemporal,0.8639695678207104
lh.parahippocampal,0.4610193441157575
lh.paracentral,-0.7244005214580405
lh.parsopercularis,-1.5033129630657505
lh.parsorbitalis,-1.2616510886492789
lh.parstriangularis,-0.5446610514998158
lh.pericalcarine,-1.5297885650019245
lh.postcentral,-0.0182263233543183
lh.posteriorcingulate,-0.946224032499746
lh.precentral,0.2280713883219696
lh.precuneus,0.8699943192447455
lh.rostralanteriorcingulate,-0.0863335418894699
lh.rostralmiddlefrontal,0.6447295792159474
lh.superiorfrontal,-1.9058442777252729
lh.superiorparietal,-0.973287272960924
lh.superiortemporal,-1.9765329599301296
lh.supramarginal,0.923415838064316
lh.frontalpole,0.9914463722865184
lh.temporalpole,0.6704934429392065
lh.transversetemporal,1.361480211741086
lh.insula,0.3811480933141971
rh.bankssts,-0.1983644293442021
rh.caudalanteriorcingulate,0.4394766357594145
rh.caudalmiddlefrontal,-0.4331286664396381
rh.cuneus,0.3572426149396754
rh.entorhinal,0.6181504787115536
rh.fusiform,-0.4194107598259121
rh.inferiorparietal,0.1312396029437417
rh.inferiortemporal,1.2667607906048148
rh.isthmuscingulate,-1.4137221074278623
rh.lateraloccipital,0.335929674597166
rh.lateralorbitofrontal,0.5608365341432182
rh.lingual,0.3841255658846714
rh.medialorbitofrontal,0.9635974610568956
rh.middletemporal,0.8105221741586911
rh.parahippocampal,0.8944868603714882
rh.paracentral,0.9879364903677128
rh.parsopercularis,1.2224247917351538
rh.parsorbitalis,1.4468575532420616
rh.parstriangularis,0.1231917659455794
rh.pericalcarine,0.790632234865039
rh.postcentral,0.8048468965448786
rh.posteriorcingulate,0.6050059017556727
rh.precentral,0.5563725208134013
rh.precuneus,0.4829049657510287
rh.rostralanteriorcingulate,0.5706597722823641
rh.rostralmiddlefrontal,0.7947263367703443
rh.superiorfrontal,-1.1008882877128412
rh.superiorparietal,0.929083203502964
rh.superiortemporal,0.8921872539547513
rh.supramarginal,1.1744459835390946
rh.frontalpole,-1.0577563847666809
rh.temporalpole,0.0025203187978839
rh.transversetemporal,0.864827645596366
rh.insula,0.2309175192205657
