region,KOR
1,2.120188464642556
2,0.2221006769495261
3,-0.7049685648898093
4,-0.9813482911759048
5,-0.68187195855555
6,-0.4203389597335157
7,-0.1860349881783514
8,-0.8206943010157569
9,-1.5543331907464886
10,0.2688332089592607
11,-1.182628747770853
12,-0.1206379795406908
13,0.3929264860460245
14,-1.0652199952141124
15,0.8406114694044438
16,1.5653193618160224
17,0.2367532228856036
18,1.430296407515588
19,-1.1106216477109587
20,0.6675870971854174
21,0.0882037273130224
22,1.1128256607834088
23,-0.0999919721327522
24,1.8287822804919835
25,0.4983194119131923
26,0.665857333780836
27,-0.3026443158517123
28,0.7066283837885918
29,0.1602842614967926
30,-1.692476788845765
31,-0.1129742987486358
32,0.5631347451787891
33,1.88998182593408
34,-1.440818130764698
42,1.5753374807305742
43,0.5179631866509321
44,-0.6924591628188398
45,-0.0592191178090689
46,-0.9589604305687716
47,-0.8210966750260431
48,-0.7366347745489507
49,-0.9508805169234956
50,-1.451884519358738
51,0.0483771454254062
52,-1.2566287601955517
53,0.1173499430878053
54,-0.0476035388822128
55,-0.8876810236872182
56,0.7659216913027248
57,1.392490938714683
58,-0.6354345045303329
59,1.0660732758800706
60,-1.108047695019503
61,0.1131605686148244
62,0.0579052234287952
63,1.05693733113248
64,-0.1898639124270419
65,1.477793196540379
66,0.4761222974208938
67,0.7101727332565462
68,-0.4772197326850726
69,0.2715321963904321
70,-0.2756911660368702
71,-2.234418004212361
72,0.2466400882958872
73,0.3378252777764245
74,1.9158428999123
75,-1.570404001278829
