region,5HT1a
lh.bankssts,0.0827841809741333
lh.caudalanteriorcingulate,-0.5583169299417923
lh.caudalmiddlefrontal,-0.6270427540624419
lh.cuneus,3.050851152983169
lh.entorhinal,1.2441241468366215
lh.fusiform,-0.6140560930074436
lh.inferiorparietal,0.7734770532038159
lh.inferiortemporal,-0.3507998924708148
lh.isthmuscingulate,-1.286152549673088
lh.lateraloccipital,-0.0337221102844446
lh.lateralorbitofrontal,-0.5722360886514438
lh.lingual,0.6673444342512915
lh.medialorbitofrontal,0.0929961092956682
lh.middletemporal,2.410413900720423
lh.parahippocampal,-0.8128250096204783
lh.paracentral,0.190829612607963
lh.parsopercularis,-1.076358255325405
lh.parsorbitalis,-0.4824283761632573
lh.parstriangularis,-1.540086424716752
lh.pericalcarine,-0.7536078807746077
lh.postcentral,0.0814052521633616
lh.posteriorcingulate,-0.7216616932298763
lh.precentral,-0.2927583511905408
lh.precuneus,0.4520934813261141
lh.rostralanteriorcingulate,-0.1743029648533455
lh.rostralmiddlefrontal,-0.2129334282569645
lh.superiorfrontal,-0.918819630739619
lh.superiorparietal,0.5333147571239165
lh.superiortemporal,-0.2898269413215022
lh.supramarginal,-0.3887539489774674
lh.frontalpole,0.8887793884371469
lh.temporalpole,0.8322807894621042
lh.transversetemporal,1.6038076890090571
lh.insula,-2.534551099997146
rh.bankssts,0.2642174056194516
rh.caudalanteriorcingulate,-0.3397415404095192
rh.caudalmiddlefrontal,-0.6228631280738317
rh.cuneus,2.3615201286477148
rh.entorhinal,1.082116088029088
rh.fusiform,-0.6044076757603352
rh.inferiorparietal,0.8824872672265549
rh.inferiortemporal,-0.0389543504188819
rh.isthmuscingulate,-1.3733236956809982
rh.lateraloccipital,0.1048044880500608
rh.lateralorbitofrontal,-0.6692039934731244
rh.lingual,0.8541426539871111
rh.medialorbitofrontal,0.6428875346283441
rh.middletemporal,1.389772969523374
rh.parahippocampal,-0.5489145675603545
rh.paracentral,0.4831018185144018
rh.parsopercularis,-0.6240366932754453
rh.parsorbitalis,-0.1402784150317275
rh.parstriangularis,-1.3604168870304842
rh.pericalcarine,-0.6475075386607162
rh.postcentral,0.3992884772713023
rh.posteriorcingulate,-0.5977570721969866
rh.precentral,-0.0750318019930554
rh.precuneus,0.7688380134415213
rh.rostralanteriorcingulate,0.1904262627940624
rh.rostralmiddlefrontal,-0.0812837474191466
rh.superiorfrontal,-0.980085841848955
rh.superiorparietal,0.8748890122005967
rh.superiortemporal,-0.1018593224082441
rh.supramarginal,-0.450129485854647
rh.frontalpole,0.9582803252420474
rh.temporalpole,0.4577193515848534
rh.transversetemporal,1.3588399553865085
rh.insula,-2.480797520186897
