region,D1
PHA1_L,0.8553636232316163
PHA3_L,1.0343192932603056
STSda_L,0.5745953033778199
STSdp_L,0.3406111134350404
STSvp_L,0.7535676844151138
TGd_L,-0.0395644802990057
TE1a_L,-0.68876288559746
TE1p_L,-1.3012565732270205
TE2a_L,-0.2009208637779992
TF_L,0.3630795371507192
TE2p_L,-0.0512012522196175
PHT_L,-1.335611082376805
PH_L,-0.1223723467169438
TPOJ1_L,0.2322527435635144
TPOJ2_L,-0.5638699499529086
TPOJ3_L,0.1116828430090001
DVT_L,-0.6296207065944986
PGp_L,-1.665312792998559
IP2_L,0.2761233985586164
IP1_L,-0.0912277409265656
IP0_L,-0.4695692562062252
PFop_L,-1.5228118057307083
PF_L,-1.5846204347070958
PFm_L,-1.5429618991253318
PGi_L,-0.4547208633551538
PGs_L,-1.8567170551702004
V6A_L,-2.1629891417603893
VMV1_L,1.4078712174002124
VMV3_L,0.1329470961163373
PHA2_L,0.6963766499667235
V4t_L,-1.2641146036433224
FST_L,-0.0506273818191043
V3CD_L,-1.2460067833157291
LO3_L,-1.067547100140975
VMV2_L,-0.4396761228055765
31pd_L,-0.2560182899952694
31a_L,1.5250799256626957
VVC_L,1.0372143060148298
25_L,2.103024946646185
s32_L,1.4563031446624335
pOFC_L,1.5876776133654416
PoI1_L,1.6500982951444332
Ig_L,1.1114056728252453
FOP5_L,-0.0732294484891782
p10p_L,-0.6171298633650111
p47r_L,-0.0664191299642393
TGv_L,-0.4984064239645279
MBelt_L,0.6982190415560002
LBelt_L,0.3690052744553755
A4_L,-1.681294725000584
STSva_L,1.263046734404587
TE1m_L,-0.7581464147131637
PI_L,0.7469988868541046
a32pr_L,0.5909860825390564
p24_L,1.3651924204275998
V1_R,0.1557681928909347
MST_R,0.4698834943128115
V6_R,-0.4163252414823127
V2_R,-0.0927879163772078
V3_R,-0.5839218557311168
V4_R,-0.7876846871631152
V8_R,0.5435866046963401
4_R,-0.9318964594912148
3b_R,-0.6800635250805426
FEF_R,-0.6944235999322461
PEF_R,0.0822444532837934
55b_R,-1.1730906196514892
V3A_R,-1.4765761989797657
RSC_R,0.6672767585826452
POS2_R,0.2657491700105849
V7_R,-0.877271090118783
IPS1_R,-0.482031819621351
FFC_R,0.9324327373048452
V3B_R,-0.7717070531064509
LO1_R,-0.8749319064842579
LO2_R,-1.3626692378806111
PIT_R,-1.132010564498358
MT_R,-0.2844352842266756
A1_R,1.6007906747818474
PSL_R,-0.5817121748328451
SFL_R,-1.8642174386059207
PCV_R,0.5029326317678696
STV_R,0.1691097216629062
7Pm_R,-0.2088709873383116
7m_R,1.6100022385466106
POS1_R,1.533402921495107
23d_R,1.6986881685729376
v23ab_R,1.439906671139522
d23ab_R,2.2252417414941164
31pv_R,1.5795592581823292
5m_R,-1.0392054155844777
5mv_R,-0.2447541285547799
23c_R,1.3454119655034018
5L_R,-1.9283968778037988
24dd_R,0.0608896191370527
24dv_R,0.60547348430952
7AL_R,-1.4478733658817828
SCEF_R,-0.318480987206115
6ma_R,-1.2531586992088737
7Am_R,-0.9899103242558588
7Pl_R,-1.9200882435016453
7PC_R,-1.2085422593060953
LIPv_R,-0.3443759830015209
VIP_R,-1.449030790496498
MIP_R,-0.9835598752586914
1_R,-1.8954290483176408
2_R,-0.1815636677767449
3a_R,-0.5861448843992392
6d_R,-1.695542715308527
6mp_R,-0.9685788513446418
6v_R,-1.0807902427886251
p24pr_R,1.3124212471483188
33pr_R,1.2000620588682382
a24pr_R,1.3007315057984017
p32pr_R,0.6040560242586874
a24_R,2.001047353365114
d32_R,0.8327901569599722
8BM_R,0.0096596806197351
p32_R,1.608481436498627
10r_R,2.140234396821603
47m_R,0.4931671115390907
8Av_R,-1.099110854751438
8Ad_R,-0.0771639622918417
9m_R,-0.0804807395457189
8BL_R,-1.5903498293332363
9p_R,-0.5273735665275662
10d_R,-0.943186882066433
8C_R,-0.0726402334931986
44_R,0.244602815075693
45_R,0.0547122312526956
47l_R,0.121903346384341
a47r_R,0.0192489088568518
6r_R,0.9478097811207216
IFJa_R,0.3618394924849479
IFJp_R,-0.1695444479135414
IFSp_R,0.0879702634471019
IFSa_R,0.0513961714911938
p9-46v_R,-0.4711016002682345
46_R,-0.360653912902725
a9-46v_R,-0.1724403743066796
9-46d_R,-0.0488876175465378
9a_R,-0.9193156587619796
10v_R,0.9809208468844892
a10p_R,0.1944900784700333
10pp_R,-0.3770174487925639
11l_R,0.3615731041167696
13l_R,0.8729781603416273
OFC_R,1.1179597084865254
47s_R,0.5405304380351901
LIPd_R,-0.0268718455689371
6a_R,0.2133693442375148
i6-8_R,-1.042160914639869
s6-8_R,-1.3049541895385073
43_R,0.3946314078970346
OP4_R,0.0776510274913822
OP1_R,1.168977795379083
OP2-3_R,-0.0759243880797525
52_R,0.932464933124356
RI_R,0.1345291348937526
PFcm_R,1.0600841372514695
PoI2_R,2.3170704351601854
TA2_R,0.2822643183935417
FOP4_R,1.11083804785283
MI_R,2.377772549186082
Pir_R,0.8274971927752148
AVI_R,0.6169810594625433
AAIC_R,1.610406717566525
FOP1_R,1.5556719469502496
FOP3_R,0.5607373460191972
FOP2_R,0.4131664281433534
PFt_R,0.3987451132683186
AIP_R,0.4588347426012485
EC_R,-0.4999429215399462
PreS_R,-1.0002845272737009
H_R,0.0347814713367625
ProS_R,0.2316909070678461
PeEc_R,-0.1349402775482927
STGa_R,0.1739205333759562
PBelt_R,1.0601635173359192
A5_R,0.2341246279703786
PHA1_R,-0.1165797296765101
PHA3_R,1.1130863662573192
STSda_R,1.3049808137084749
STSdp_R,0.9472256058804024
STSvp_R,1.4183393336034158
TGd_R,-0.1241502605160606
TE1a_R,0.6235178635468326
TE1p_R,0.0649356068716503
TE2a_R,0.6932547794613219
TF_R,0.7280271006350625
TE2p_R,0.9936155885970198
PHT_R,-0.2645549165938706
PH_R,0.2885075146229275
TPOJ1_R,0.8950073297582615
TPOJ2_R,0.0749773623785226
TPOJ3_R,0.2461176366881782
DVT_R,-0.1700252853359733
PGp_R,-1.0892930608873317
IP2_R,0.6128024437437853
IP1_R,-0.1717558050506058
IP0_R,-0.1587508695269364
PFop_R,0.115779550000788
PF_R,-0.7929891361591088
PFm_R,-0.8439932128865657
PGi_R,-0.2511937263029455
PGs_R,-0.9573863354879312
V6A_R,-1.9727622175922728
VMV1_R,0.8049589660310446
VMV3_R,0.9273234410956024
PHA2_R,1.0993312573872278
V4t_R,-0.5605534441486194
FST_R,-0.1184883232937298
V3CD_R,-0.6107750697439043
LO3_R,-0.3254040161067887
VMV2_R,0.6397636228335264
31pd_R,0.4651766985200822
31a_R,1.5737346212552483
VVC_R,1.1017548984395429
25_R,2.2215925398238032
s32_R,2.6457933512340084
pOFC_R,1.6996247036001229
PoI1_R,2.7439332759176307
Ig_R,0.8977589866341138
FOP5_R,-0.3006448586299862
p10p_R,0.3306350089584692
p47r_R,0.1025317150378901
TGv_R,-0.2590575554199826
MBelt_R,1.3895944309658916
LBelt_R,1.1145373165798955
A4_R,-0.7098624278632085
STSva_R,1.2967426166248897
TE1m_R,0.3467252037835155
PI_R,1.2696717860969349
a32pr_R,0.9432620044121016
p24_R,1.4214933889789183
