region,D1
V1_L,-0.0552747135824457
MST_L,0.4549306983443666
V6_L,-0.9301262003373132
V2_L,-0.0262872571678835
V3_L,-0.567033810062902
V4_L,-0.8712545399623542
V8_L,0.1098451746152346
4_L,-1.0689381766950985
3b_L,-1.2968086123566651
FEF_L,-0.8163226516165724
PEF_L,-0.5784654599297924
55b_L,-1.8360794757392973
V3A_L,-1.3422719743355442
RSC_L,-0.0130267194954459
POS2_L,0.0043621056976091
V7_L,-0.6258072376500391
IPS1_L,-0.2339342449388486
FFC_L,0.3378058600430946
V3B_L,-0.2096066239192516
LO1_L,-1.700433491615284
LO2_L,-1.456716030249207
PIT_L,-1.3547121333658525
MT_L,0.3118662167627668
A1_L,1.068819598540805
PSL_L,-1.0761899510687043
SFL_L,-1.359049869015606
PCV_L,0.7589329900011852
STV_L,-1.4467229673674638
7Pm_L,0.143689918532766
7m_L,1.450615907060263
POS1_L,1.6132496124613598
23d_L,1.2672205369337477
v23ab_L,1.6350654965537903
d23ab_L,1.85382892768972
31pv_L,0.7128140341842778
5m_L,-0.6147253368248539
5mv_L,-0.7271572740370281
23c_L,0.3174767503127833
5L_L,-1.8143088361364976
24dd_L,0.0247656218560643
24dv_L,-0.1552867646737595
7AL_L,-1.2659352022042254
SCEF_L,-0.1207708520211154
6ma_L,-1.796035835873504
7Am_L,-0.6989456086382784
7Pl_L,-1.7798418387106607
7PC_L,-1.5079002432988402
LIPv_L,-0.4086845809466188
VIP_L,-1.993626780160552
MIP_L,-0.4653599875286219
1_L,-2.177317656220139
2_L,-0.6065425041389733
3a_L,-0.7021766954855289
6d_L,-1.9462293248853484
6mp_L,-1.1898573613621362
6v_L,-2.1890935939779927
p24pr_L,1.3183184403746449
33pr_L,0.3805179636912397
a24pr_L,1.369031779526657
p32pr_L,0.1080959110825836
a24_L,1.7989274832454976
d32_L,0.150243129643048
8BM_L,-0.0132694751993206
p32_L,0.7726407125675755
10r_L,1.5961322439499483
47m_L,0.3629748943883864
8Av_L,-1.815255541893219
8Ad_L,-0.2735598229982408
9m_L,-0.099940307213714
8BL_L,-1.8251327337881689
9p_L,-1.0982699650366714
10d_L,-0.686154858155915
8C_L,-0.4869029630538758
44_L,-0.959090998716815
45_L,-0.7766207627528968
47l_L,-0.4427271718793613
a47r_L,-0.8550108534611067
6r_L,-0.3968511860831281
IFJa_L,0.5365052438625605
IFJp_L,-0.0587799278543768
IFSp_L,-0.3571504488620239
IFSa_L,-0.2354488516284937
p9-46v_L,-1.212365004092705
46_L,-1.178710175448618
a9-46v_L,-0.8866757050443794
9-46d_L,-0.0398471712846693
9a_L,-1.3255421396787597
10v_L,0.4723990636427116
a10p_L,0.2475527956211853
10pp_L,-0.5429338607266576
11l_L,0.1518130399591741
13l_L,0.3884832192817395
OFC_L,0.8705796507782692
47s_L,0.3261161656819555
LIPd_L,0.2410308420692839
6a_L,-0.0208168761530509
i6-8_L,-0.5906357406093963
s6-8_L,-1.6121710515095178
43_L,-0.6545272688896409
OP4_L,-1.0322618541002502
OP1_L,0.5852872550822337
OP2-3_L,0.1546295602227758
52_L,0.6458031323366031
RI_L,0.1512555033189397
PFcm_L,0.6131732835158289
PoI2_L,1.2079729350976949
TA2_L,-0.0643162543727113
FOP4_L,0.4743883222635263
MI_L,1.831619456677024
Pir_L,0.4888171289462852
AVI_L,0.991284232580022
AAIC_L,1.051738447148608
FOP1_L,0.5115134450350148
FOP3_L,0.6081787486872259
FOP2_L,-0.1346460466787366
PFt_L,-0.364573587522002
AIP_L,0.2990872312967443
EC_L,-0.2022380271846303
PreS_L,-0.632601307756386
H_L,0.0316744163327011
ProS_L,-0.6516716434245178
PeEc_L,0.5405010239447472
STGa_L,-0.7424706242122238
PBelt_L,0.1879013050636523
A5_L,-0.9645700879224004
