region,NET
POS1_R,-0.4995620877481531
23d_R,1.225082068401112
v23ab_R,-0.9803230902917968
d23ab_R,0.5240928085765345
31pv_R,0.2251760215956551
5m_R,1.9874797315069257
5mv_R,0.8304074556735788
23c_R,0.8398941198216416
5L_R,0.044277332580812
24dd_R,2.2638599196421114
24dv_R,1.7834640855793886
7AL_R,0.1288660050284803
SCEF_R,0.8898307466646344
6ma_R,-0.3445290148000092
7Am_R,-0.1099361345727038
7Pl_R,-1.7098277404037527
7PC_R,-0.1355028096112715
LIPv_R,0.6941595072681891
VIP_R,-0.1544601816102943
MIP_R,-0.2120816991863825
1_R,0.4740206872804208
2_R,1.5243821841684329
3a_R,1.3532160191069893
6d_R,0.3449289573102221
6mp_R,1.352629658723662
6v_R,1.1617442851608963
p24pr_R,1.8861715471848977
33pr_R,0.8526740695743034
a24pr_R,1.2981205240732898
p32pr_R,0.8984185710779855
a24_R,0.0266456468921357
d32_R,0.6084672166517151
8BM_R,0.0355036223508343
p32_R,0.5017973686766265
10r_R,0.5237058715401806
47m_R,-0.2598501606607506
8Av_R,-0.9872590410051238
8Ad_R,-0.0907983411283709
9m_R,-0.4959596575784649
8BL_R,-1.8907127177837544
9p_R,-0.5708733528573543
10d_R,-2.398034199077826
8C_R,-0.004071744219356
44_R,1.2954896450478546
45_R,0.9264754696400492
47l_R,-0.034340173809707
a47r_R,-0.6468687330383027
6r_R,1.0978422524013507
IFJa_R,-0.0251806742891415
IFJp_R,-0.621589679696496
IFSp_R,0.6592532985331777
IFSa_R,0.8035662087814528
p9-46v_R,0.1404050828264405
46_R,-0.0896530722016195
a9-46v_R,-0.2181053565249477
9-46d_R,-0.2491173705933828
9a_R,-2.0346771776524286
10v_R,-0.794288715191339
a10p_R,-1.5146689034074976
10pp_R,-2.5270672800531098
11l_R,-0.499768926740117
13l_R,-0.995597851809642
OFC_R,-1.6108815004965653
47s_R,-0.8931390037211773
LIPd_R,0.1090381283836851
6a_R,0.3242848905348094
i6-8_R,-0.4726294338828694
s6-8_R,-1.2898163626563612
43_R,1.818998209906288
OP4_R,2.013954113642002
OP1_R,1.6268626495884368
OP2-3_R,0.4097132806822679
52_R,0.5099925829473828
RI_R,0.5964712272598031
PFcm_R,0.7674948411089831
PoI2_R,1.124025533331
TA2_R,-0.0818233737308194
FOP4_R,0.6894733924974341
MI_R,1.09968765253374
Pir_R,-0.4719270281420789
AVI_R,0.013175326875345
AAIC_R,0.4428149064255812
FOP1_R,1.4146119905388783
FOP3_R,-0.2723458776306993
FOP2_R,0.4642289254413028
PFt_R,1.7884723449206017
AIP_R,0.195636307566735
EC_R,-2.304864763313529
PreS_R,-0.923579841560358
H_R,-0.5699232513754496
ProS_R,-1.6215839848943148
PeEc_R,-2.8057748161061444
STGa_R,-1.191608866040856
PBelt_R,2.2111479109660426
A5_R,0.8075013287213203
PHA1_R,-1.2353942427367788
PHA3_R,-0.1488301714737332
STSda_R,0.3023455392021128
STSdp_R,-0.0861004923003082
STSvp_R,0.985103314022598
TGd_R,-2.482409781259476
TE1a_R,-0.3696851648369424
TE1p_R,0.7465986815262038
TE2a_R,-0.0509057613288282
TF_R,-0.7040782065148015
TE2p_R,-0.0472172260606824
PHT_R,0.4687104868856429
PH_R,0.3886445018076859
TPOJ1_R,0.5550980498693099
TPOJ2_R,0.296806043491294
TPOJ3_R,0.1354901174545162
DVT_R,-0.3028530038386987
PGp_R,-0.5891670073107049
IP2_R,0.7613327269856137
IP1_R,0.504840199114465
IP0_R,0.7869566633240448
PFop_R,1.7126717695856852
PF_R,-0.65128834976826
PFm_R,-0.5730227435125439
PGi_R,0.0079745963384297
PGs_R,-0.3753403657939343
V6A_R,-1.6685806869203832
VMV1_R,-0.258277874373316
VMV3_R,0.3234900761502279
PHA2_R,-0.2579144514768963
V4t_R,0.0169067729754656
FST_R,0.197286138160543
V3CD_R,0.2114362667587919
LO3_R,-0.0780908007352691
VMV2_R,-0.3742376149587361
31pd_R,0.1808964683032627
31a_R,1.103982681869944
VVC_R,-0.018207984041801
25_R,-0.7098616483740069
s32_R,0.0986091407328506
pOFC_R,-1.2698977927721171
PoI1_R,0.5637877919605574
Ig_R,0.4368472811749525
FOP5_R,-0.0191619041508325
p10p_R,-0.3534132777529609
p47r_R,0.1577605461769508
TGv_R,-2.996856179596909
MBelt_R,1.5305425217144704
LBelt_R,2.049331776247634
A4_R,0.8167438457955601
STSva_R,0.3577184121093152
TE1m_R,0.405232900183521
PI_R,-0.1958436239263634
a32pr_R,0.7635286079327426
p24_R,0.7323836873641792
