region,fa
Pir_L,0.18521715019639204
AVI_L,0.14690352805366325
AAIC_L,0.1752733653950247
FOP1_L,0.15886840417477852
FOP3_L,0.14267149532802934
FOP2_L,0.14821555171198875
PFt_L,0.12735384991400242
AIP_L,0.12811410952656596
EC_L,0.1601897538704136
PreS_L,0.16787460080260333
H_L,0.13623494539399464
ProS_L,0.15888662347599983
PeEc_L,0.14341658093891332
STGa_L,0.14940928975764373
PBelt_L,0.11966920883337083
A5_L,0.14511133042674312
PHA1_L,0.15804277702172798
PHA3_L,0.1371532120609844
STSda_L,0.13626923131349356
STSdp_L,0.1354329925108278
STSvp_L,0.12646595053212017
TGd_L,0.14906041030082345
TE1a_L,0.13710300721264357
TE1p_L,0.1382502683281079
TE2a_L,0.14113863401138615
TF_L,0.14280239164114528
TE2p_L,0.14148946096305387
PHT_L,0.1369148322400613
PH_L,0.13603671033885997
TPOJ1_L,0.13887359606682742
TPOJ2_L,0.13246466763821246
TPOJ3_L,0.13011239351123458
DVT_L,0.1398433196761495
PGp_L,0.13841414625243073
IP2_L,0.12270903160266022
IP1_L,0.12506307565138372
IP0_L,0.1288378063886148
PFop_L,0.13990897971926494
PF_L,0.1403952087404736
PFm_L,0.13394937475108712
PGi_L,0.13699281395260499
PGs_L,0.13508738684517563
V6A_L,0.13454404420280788
VMV1_L,0.14516192970999445
VMV3_L,0.14134631836616723
PHA2_L,0.14422932175001407
V4t_L,0.1369103648642882
FST_L,0.13412651447212112
V3CD_L,0.13429401127111573
LO3_L,0.1328332886239177
VMV2_L,0.14101257480745263
31pd_L,0.13792603773031525
31a_L,0.14233466193224606
VVC_L,0.14766728358189776
25_L,0.15697340793205491
s32_L,0.13975345283214388
pOFC_L,0.1518801597379001
PoI1_L,0.14851346476608743
Ig_L,0.14174804659247048
FOP5_L,0.14567667854046526
p10p_L,0.12806702091017824
p47r_L,0.12882833019266218
TGv_L,0.1490172351768565
MBelt_L,0.13173224075837978
LBelt_L,0.12129055972750151
A4_L,0.13419956210534914
STSva_L,0.12257390807289306
TE1m_L,0.13759594026236732
PI_L,0.12800510060496115
a32pr_L,0.14245727192290578
p24_L,0.14639908751180647
V1_R,0.1292171579807695
MST_R,0.13121174760447848
V6_R,0.11765414889324789
V2_R,0.13174154338432087
V3_R,0.1325296848653832
V4_R,0.13384737652184692
V8_R,0.14108602795350197
4_R,0.1534181036915045
3b_R,0.11160317541810116
FEF_R,0.13687784003354408
PEF_R,0.13146285800485225
55b_R,0.1427078952511456
V3A_R,0.13649290520709312
RSC_R,0.16682433555003548
POS2_R,0.13828621159274768
V7_R,0.13613809543759542
IPS1_R,0.12715889420231058
FFC_R,0.14307208662723747
V3B_R,0.12186780794609833
LO1_R,0.12918926900027936
LO2_R,0.13568623469324767
PIT_R,0.14027361685611664
MT_R,0.13201238160705317
A1_R,0.12454594081365902
PSL_R,0.13847954545601548
SFL_R,0.14235993382813694
PCV_R,0.1353502283552069
STV_R,0.14083426856254533
7Pm_R,0.13186264254461588
7m_R,0.1337042881150726
POS1_R,0.15834119296210525
23d_R,0.13665553786010726
v23ab_R,0.1462654107914652
d23ab_R,0.14252495771193716
31pv_R,0.13088319288624817
5m_R,0.14277481351401533
5mv_R,0.12898688226082308
23c_R,0.12840103150434193
5L_R,0.13410896939021502
24dd_R,0.1414979330743209
24dv_R,0.13135905321586636
7AL_R,0.13307161058227443
SCEF_R,0.14135179862372302
6ma_R,0.14025587624071584
7Am_R,0.1351806999587281
7Pl_R,0.13638078806013645
7PC_R,0.1358140320420288
LIPv_R,0.13514312661856023
VIP_R,0.137176241659849
MIP_R,0.13523902058164725
1_R,0.13709403502720346
2_R,0.13214568290011727
3a_R,0.11610114236451177
6d_R,0.13873707352985368
6mp_R,0.1360446646846952
6v_R,0.14436919768014772
p24pr_R,0.1371582378758823
33pr_R,0.16180480297965408
a24pr_R,0.1364554841542097
p32pr_R,0.12882675426215823
a24_R,0.1428359907283322
d32_R,0.14138874100511425
8BM_R,0.14346073267183326
p32_R,0.1343866422968134
10r_R,0.12733453657123653
47m_R,0.13964421171272876
8Av_R,0.13799375008406167
8Ad_R,0.1295051445489557
9m_R,0.14237528243851405
8BL_R,0.13987289876413508
9p_R,0.13159073114468872
10d_R,0.13488668238190374
8C_R,0.1402157060050865
44_R,0.14916246482908385
45_R,0.1458997214676654
47l_R,0.14691931228185376
a47r_R,0.1329128861941077
6r_R,0.14257467354223355
IFJa_R,0.1321102391394522
IFJp_R,0.13549064272135383
IFSp_R,0.1288169032966637
IFSa_R,0.1289156078750368
p9-46v_R,0.13432174476467093
46_R,0.12741602552428855
a9-46v_R,0.1289309253928733
9-46d_R,0.12577680667602884
9a_R,0.13145560369971032
10v_R,0.13564963597869867
a10p_R,0.12571133978262874
10pp_R,0.1367698131126407
11l_R,0.13656895713504622
13l_R,0.13448531078130252
OFC_R,0.14519808001706078
47s_R,0.15745148667189157
LIPd_R,0.12796784539416103
6a_R,0.12810548678069117
i6-8_R,0.1304558240872811
s6-8_R,0.13848694036387854
43_R,0.149016063553019
OP4_R,0.15094257061868788
OP1_R,0.15190794438663094
OP2-3_R,0.144401289063843
52_R,0.11915143502969787
RI_R,0.12829744597063047
PFcm_R,0.14631833260255162
PoI2_R,0.17054901162256986
TA2_R,0.13084132220343955
FOP4_R,0.14198366109208413
MI_R,0.1549818039104116
Pir_R,0.17888174610979637
AVI_R,0.15090929519470028
AAIC_R,0.17702384159858126
FOP1_R,0.156471629072738
FOP3_R,0.1390929773281692
FOP2_R,0.1424196650218522
PFt_R,0.126299792907778
AIP_R,0.12797871306091743
EC_R,0.15766698646989782
PreS_R,0.16250585827799563
H_R,0.14015158857505078
ProS_R,0.15487782110110898
PeEc_R,0.1465531232031083
STGa_R,0.14986948083047608
PBelt_R,0.12229192834359622
A5_R,0.14528505449785523
PHA1_R,0.15831212602621259
PHA3_R,0.13209543307021093
STSda_R,0.139555716299216
STSdp_R,0.1344321139647342
STSvp_R,0.13205392895546508
TGd_R,0.14980849669276686
TE1a_R,0.140991079716794
TE1p_R,0.1357001008110147
TE2a_R,0.13863920026192636
TF_R,0.14185839493055566
TE2p_R,0.13823096626807654
PHT_R,0.13509098987897622
PH_R,0.13817180799642656
TPOJ1_R,0.13751432310377693
TPOJ2_R,0.135190421015021
TPOJ3_R,0.13357350010258545
DVT_R,0.1351017530956344
PGp_R,0.1376867596857603
IP2_R,0.12246608772789257
IP1_R,0.12557073654095088
IP0_R,0.12350468782849824
PFop_R,0.14363804023781845
PF_R,0.1412046694843892
PFm_R,0.1352160955275676
PGi_R,0.1383512653989111
PGs_R,0.1376726673575603
V6A_R,0.13499488779904983
VMV1_R,0.14364782233644385
VMV3_R,0.13483454749641496
PHA2_R,0.13926461844451574
V4t_R,0.13449582941844365
FST_R,0.13471875121136617
V3CD_R,0.13102817258371757
LO3_R,0.1320267605931785
VMV2_R,0.1369976730475569
31pd_R,0.12912550324623856
31a_R,0.13945158966435742
VVC_R,0.1441838665883789
25_R,0.16556246925895987
s32_R,0.14239530736949202
pOFC_R,0.15930770953698759
PoI1_R,0.1572963784027381
Ig_R,0.14906453200626213
FOP5_R,0.14519066473570863
p10p_R,0.12788104082383034
p47r_R,0.13227109518230187
TGv_R,0.15142710236345158
MBelt_R,0.12264298630601111
LBelt_R,0.11817358815774127
A4_R,0.13665258438511727
STSva_R,0.12606778318383122
TE1m_R,0.13646834919353826
PI_R,0.12044561565738549
a32pr_R,0.13154923152529996
p24_R,0.14859784012880856
