region,ak
V1_L,0.6741293883141724
MST_L,0.6206322180248284
V6_L,0.6117647947958609
V2_L,0.6595059297332337
V3_L,0.6402463478445368
V4_L,0.6361722596178279
V8_L,0.6438518567722078
4_L,0.7005437585792997
3b_L,0.6585053697321273
FEF_L,0.6356623124803483
PEF_L,0.6086602763561774
55b_L,0.6198808671383104
V3A_L,0.6172498531891716
RSC_L,0.7424283372704704
POS2_L,0.6184043483257141
V7_L,0.6487442952175924
IPS1_L,0.6299409967144088
FFC_L,0.6409847802290344
V3B_L,0.6027643849059895
LO1_L,0.5920047905047143
LO2_L,0.6108580669758222
PIT_L,0.6237911917411503
MT_L,0.624413057791595
A1_L,0.7296502890886072
PSL_L,0.5707009491399804
SFL_L,0.6278156248791127
PCV_L,0.591940205387378
STV_L,0.575422893907326
7Pm_L,0.5746658580788158
7m_L,0.6026423678284318
POS1_L,0.6677158523235354
23d_L,0.6659158978358553
v23ab_L,0.6588824422129467
d23ab_L,0.6650958930865389
31pv_L,0.624517921903369
5m_L,0.6701362765390629
5mv_L,0.6167569194570359
23c_L,0.6137854384620467
5L_L,0.598631331864932
24dd_L,0.6790942642557892
24dv_L,0.6488478246367373
7AL_L,0.592723397105079
SCEF_L,0.6518926566768958
6ma_L,0.6335702396433541
7Am_L,0.5721125758635013
7Pl_L,0.5869504502415379
7PC_L,0.6124132080181077
LIPv_L,0.6378180924465203
VIP_L,0.6022364366626094
MIP_L,0.6106194497281485
1_L,0.649767449751591
2_L,0.6333996555952545
3a_L,0.6694541252136416
6d_L,0.664891676571956
6mp_L,0.6627653229180777
6v_L,0.5956627544337981
p24pr_L,0.6409417281033931
33pr_L,0.6812110803523891
a24pr_L,0.6307520095655581
p32pr_L,0.641721971000115
a24_L,0.6566694622727848
d32_L,0.5974011758833854
8BM_L,0.61371206234601
p32_L,0.638626617257796
10r_L,0.6850678211859711
47m_L,0.6964008876470776
8Av_L,0.6118816054527273
8Ad_L,0.6182337347596044
9m_L,0.579579921611135
8BL_L,0.5987103020313377
9p_L,0.5871929112905967
10d_L,0.5856521322320902
8C_L,0.6187553830120601
44_L,0.6166760192247395
45_L,0.6301508405247283
47l_L,0.6317172423295814
a47r_L,0.6142943994379321
6r_L,0.5993093369004481
IFJa_L,0.6345402230638791
IFJp_L,0.6254847519482937
IFSp_L,0.624419449938369
IFSa_L,0.6071750843422126
p9-46v_L,0.6030130798502705
46_L,0.5849384384130328
a9-46v_L,0.5941593485238029
9-46d_L,0.5915598865141822
9a_L,0.5798193764871213
10v_L,0.7320296454126034
a10p_L,0.6078298222754233
10pp_L,0.6832472188189915
11l_L,0.685168719498763
13l_L,0.7575547520820045
OFC_L,0.7905557903841315
47s_L,0.6899600679352383
LIPd_L,0.6263211738924843
6a_L,0.6502579336838153
i6-8_L,0.6316425914965289
s6-8_L,0.6280494094024278
43_L,0.6212704337688771
OP4_L,0.6084357054744718
OP1_L,0.6488630723551274
OP2-3_L,0.6826298518299885
52_L,0.6644164084437658
RI_L,0.6705217298504971
PFcm_L,0.6146261644386537
PoI2_L,0.6416191539740662
TA2_L,0.6295317395150803
FOP4_L,0.6494748845886094
MI_L,0.629291491599313
Pir_L,0.694201041234526
AVI_L,0.6664597075079268
AAIC_L,0.6500130379257437
FOP1_L,0.6370251456010266
FOP3_L,0.6528241086814491
FOP2_L,0.6526617704466446
PFt_L,0.5660596014801678
AIP_L,0.6067955252317976
EC_L,0.7744184064332871
PreS_L,0.7722470576472691
H_L,0.7051985372586848
ProS_L,0.6847628647493917
PeEc_L,0.7403413998925759
STGa_L,0.6099796412688513
PBelt_L,0.644067322558801
A5_L,0.6134537558621092
PHA1_L,0.7032531430780814
PHA3_L,0.6803063985175185
STSda_L,0.6273909509245592
STSdp_L,0.6113838483021065
STSvp_L,0.5724269055821347
TGd_L,0.6745981152709238
TE1a_L,0.6123175567486935
TE1p_L,0.5788569369740042
TE2a_L,0.6621287819432983
TF_L,0.7264274414259193
TE2p_L,0.6587134129050359
PHT_L,0.5631440409875652
PH_L,0.5919184258201534
TPOJ1_L,0.5976977726881993
TPOJ2_L,0.581344788524804
TPOJ3_L,0.5828526127716618
DVT_L,0.6009396547615127
PGp_L,0.5711494488614373
IP2_L,0.5800038675624734
IP1_L,0.5863338895222165
IP0_L,0.5695617527865254
PFop_L,0.5687112848878908
PF_L,0.565045301328482
PFm_L,0.5663040938790386
PGi_L,0.5709924391536421
PGs_L,0.573347377031897
V6A_L,0.5926874542788528
VMV1_L,0.7101690225837759
VMV3_L,0.6647931421096861
PHA2_L,0.6748575563080658
V4t_L,0.6074510098354609
FST_L,0.5828157438666766
V3CD_L,0.5906239637171223
LO3_L,0.5843849945999419
VMV2_L,0.6779800846750831
31pd_L,0.6106985391939929
31a_L,0.6103604285988374
VVC_L,0.682137779733592
25_L,0.768337225002204
s32_L,0.7477749712980759
pOFC_L,0.7730120148459267
PoI1_L,0.6462248327473297
Ig_L,0.6782276931061262
FOP5_L,0.6694382321059813
p10p_L,0.6076046651682782
p47r_L,0.5951821337425268
TGv_L,0.7277480119279086
MBelt_L,0.7035084095394581
LBelt_L,0.6950308850440743
A4_L,0.6087186493949787
STSva_L,0.6084933322543064
TE1m_L,0.5988322757136064
PI_L,0.6483348243688224
a32pr_L,0.6174889217074776
p24_L,0.6126263818303093
V1_R,0.6706689200090177
MST_R,0.6050062524252953
V6_R,0.6198037830559028
V2_R,0.6564773141514431
V3_R,0.6265149552850583
V4_R,0.6167700167958601
V8_R,0.6381645863322924
4_R,0.7039291035578805
3b_R,0.6800373522442541
FEF_R,0.6504651890230355
PEF_R,0.629319921360613
55b_R,0.6285387102663469
V3A_R,0.6010180666474706
RSC_R,0.7461383096004994
POS2_R,0.6134944044437612
V7_R,0.6064525360809259
IPS1_R,0.59181533916069
FFC_R,0.6497649247434707
V3B_R,0.5858057050266295
LO1_R,0.5785022196560993
LO2_R,0.5946877029331599
PIT_R,0.6063229755611363
MT_R,0.5986035459006025
A1_R,0.7212786469233036
PSL_R,0.5515655365771068
SFL_R,0.6362910170289834
PCV_R,0.6038401443933326
STV_R,0.5680098933440447
7Pm_R,0.5816670888494813
7m_R,0.612659079679445
POS1_R,0.6603736133560043
23d_R,0.6691187246200886
v23ab_R,0.6730500995791113
d23ab_R,0.6630036690874967
31pv_R,0.6340412296314197
5m_R,0.6775432851175242
5mv_R,0.6408533102852543
23c_R,0.6219535950494514
5L_R,0.609213687527247
24dd_R,0.6928697141028967
24dv_R,0.6709349373053085
7AL_R,0.5802185458186416
SCEF_R,0.675076926079218
6ma_R,0.6365146487312788
7Am_R,0.5762216496136446
7Pl_R,0.5724733240977553
7PC_R,0.5911903002255466
LIPv_R,0.6083400456631889
VIP_R,0.5833576393586757
MIP_R,0.5837314024588629
1_R,0.6464742759659786
2_R,0.62040072802378
3a_R,0.6763649343738444
6d_R,0.6724445755459321
6mp_R,0.6653083418152536
6v_R,0.6083617278319832
p24pr_R,0.6457551740118851
33pr_R,0.6866198590031836
a24pr_R,0.6446092955123054
p32pr_R,0.6641285150011711
a24_R,0.6617490726963154
d32_R,0.6280197226302974
8BM_R,0.6468959810179916
p32_R,0.6542590739598168
10r_R,0.6960999074929977
47m_R,0.7213970196485167
8Av_R,0.6306816189764578
8Ad_R,0.6313261302464487
9m_R,0.6072417200350004
8BL_R,0.6027994452723137
9p_R,0.5897548699615676
10d_R,0.601957377283462
8C_R,0.6312765282281158
44_R,0.6299587150468147
45_R,0.6363069873865713
47l_R,0.649445385472664
a47r_R,0.6361082543099628
6r_R,0.618020124703922
IFJa_R,0.6520248127677154
IFJp_R,0.6425935545324204
IFSp_R,0.6477740844533522
IFSa_R,0.6271334182143136
p9-46v_R,0.6229828517729783
46_R,0.6165482981946037
a9-46v_R,0.6197605004796389
9-46d_R,0.6092676152275867
9a_R,0.5832986001522322
10v_R,0.7235693387451132
a10p_R,0.6301374549291785
10pp_R,0.6907015093700853
11l_R,0.7017759373231819
13l_R,0.7727128477522047
OFC_R,0.7829194848069642
47s_R,0.7033093784158798
LIPd_R,0.5901590328764762
6a_R,0.6532342018348113
i6-8_R,0.6520429390950121
s6-8_R,0.6294891169874001
43_R,0.6252777473040007
OP4_R,0.6053892862380872
OP1_R,0.6431781966659834
OP2-3_R,0.6693450337575294
52_R,0.6706163431271509
RI_R,0.6426607792077209
PFcm_R,0.5985853646994218
PoI2_R,0.6451342280390364
TA2_R,0.6451984552485361
FOP4_R,0.6620268876828991
MI_R,0.6331238225115426
Pir_R,0.6994203759339754
AVI_R,0.6715918453681692
AAIC_R,0.6501830445436344
FOP1_R,0.652090508205626
FOP3_R,0.6546090804539869
FOP2_R,0.657137488265139
PFt_R,0.5695384261657228
AIP_R,0.5912160989054555
EC_R,0.7740215738267936
PreS_R,0.7677113836247579
H_R,0.7021782455972063
ProS_R,0.6871166752217915
PeEc_R,0.7418628581026099
STGa_R,0.6240516379741399
PBelt_R,0.6391445536290004
A5_R,0.6055871690766632
PHA1_R,0.704711849071929
PHA3_R,0.6810906084482478
STSda_R,0.6272258317581929
STSdp_R,0.6060549539191147
STSvp_R,0.5661974830558375
TGd_R,0.6882711044204302
TE1a_R,0.6188099372473534
TE1p_R,0.5747515982541257
TE2a_R,0.6684393286660438
TF_R,0.7324379896540252
TE2p_R,0.6685355664328544
PHT_R,0.5561628563164198
PH_R,0.588764755859345
TPOJ1_R,0.5792666175532448
TPOJ2_R,0.5699766818295392
TPOJ3_R,0.5673832191272755
DVT_R,0.6122123510532724
PGp_R,0.552337786815843
IP2_R,0.5777200411137469
IP1_R,0.575301120483635
IP0_R,0.5780756429735391
PFop_R,0.5662982139165201
PF_R,0.552862393461853
PFm_R,0.5555093099695647
PGi_R,0.5550804837325729
PGs_R,0.5547576521286718
V6A_R,0.5869580956074117
VMV1_R,0.7080797302039677
VMV3_R,0.6682474745577583
PHA2_R,0.6812129121248435
V4t_R,0.5916013443657074
FST_R,0.5739779132641649
V3CD_R,0.5691860694472867
LO3_R,0.569828679197794
VMV2_R,0.6702503585737427
31pd_R,0.6237262037434738
31a_R,0.6270213260660242
VVC_R,0.6868908666806477
25_R,0.7534144377817796
s32_R,0.7479928387752894
pOFC_R,0.7717635242500185
PoI1_R,0.6518453504994154
Ig_R,0.6653412732994363
FOP5_R,0.6783603330267667
p10p_R,0.6155587711181094
p47r_R,0.6141144039481784
TGv_R,0.7304711299898788
MBelt_R,0.7133512207987625
LBelt_R,0.6730241400785176
A4_R,0.6003239896664163
STSva_R,0.6189816988275183
TE1m_R,0.5964992888944753
PI_R,0.6523659956472007
