region,F3_li
V1,-0.1976732851081382
MST,0.12888048783740036
V6,0.21674729750847987
V2,-0.13402005796103422
V3,0.06558976824001883
V4,0.07107426287777963
V8,-0.13499208287048026
4,0.2845082086206454
3b,0.37980636326933254
FEF,0.20881308843399904
PEF,0.19543579273772352
55b,0.0009807469681996084
V3A,0.2479053803500506
RSC,-0.38385240746339644
POS2,0.1953037242773028
V7,0.045087499429381284
IPS1,0.1543152968464564
FFC,0.024978790962960296
V3B,0.5766950307417712
LO1,0.48522718030762535
LO2,0.20670298268601006
PIT,0.11818339638540243
MT,0.04606035906638062
A1,0.6142659672741717
PSL,0.5067783577605297
SFL,-0.26118856820568115
PCV,0.0014228397065769727
STV,0.15395284336853543
7Pm,0.28660594708440934
7m,0.09164853469598788
POS1,-0.06857261967970729
23d,-0.08446977745879947
v23ab,0.11851868214908212
d23ab,-0.062445276158056506
31pv,0.07397794696274658
5m,-0.026567630131272946
5mv,0.46779557578063036
23c,-0.09749285642608047
5L,0.1526001597655815
24dd,-0.25923653159961124
24dv,0.14973732270303314
7AL,0.26676293487162406
SCEF,-0.2229085654885764
6ma,0.009434266747085696
7Am,0.35932761879425124
7Pl,0.3078337349033443
7PC,0.2736381835694104
LIPv,0.09410428340516286
VIP,0.15648646841048452
MIP,0.25317368139986596
1,-0.07194217904671163
2,0.1996773060645879
3a,0.23382508079553055
6d,0.038878993244825355
6mp,-0.13337228566609127
6v,-0.03912476379061369
p24pr,0.04365585783077841
33pr,0.4607447711909549
a24pr,0.24340547310623561
p32pr,0.13659974883400405
a24,-0.1958173383305235
d32,-0.3408103086179486
8BM,-0.37241523939950893
p32,-0.43962376037707185
10r,-0.3909646682464769
47m,-0.2740845515192194
8Av,0.011339705657621879
8Ad,0.12758313395354437
9m,-0.6505983519775607
8BL,-0.3120003258148592
9p,-0.19273656840142406
10d,-0.28178021679434195
8C,0.07083583020675677
44,0.09344359809531844
45,0.0016741463761270614
47l,0.012294935621105063
a47r,-0.28780258094327893
6r,0.23628837881470105
IFJa,0.3147980151086126
IFJp,0.4029435279924123
IFSp,0.259482870095941
IFSa,-0.07059602121125097
p9-46v,-0.08216541935546401
46,-0.2176558974413796
a9-46v,0.03297139516436132
9-46d,-0.10012705906559716
9a,-0.25657706379786327
10v,-0.23063589703199483
a10p,0.01620467788593949
10pp,0.49320934469404887
11l,-0.08564240197047313
13l,-0.20788843359836945
OFC,-0.8950995139083993
47s,0.21332878666279753
LIPd,0.20821260947196008
6a,-0.03859576146078372
i6-8,0.09904338256834669
s6-8,0.00652749243342432
43,0.18547816670474362
OP4,-0.015078406158446578
OP1,-0.08788285382004202
OP2-3,-0.21737355086064755
52,0.2066260411475589
RI,0.07916797205886193
PFcm,0.2519496146372904
PoI2,-0.07793964596760383
TA2,0.08120418745388447
FOP4,-0.4521395789250269
MI,-0.16279697764824985
Pir,0.3786937093166667
AVI,-0.14489413590666644
AAIC,-0.2536447219955891
FOP1,-0.2085891058507443
FOP3,-0.5152188691754278
FOP2,-0.3692080838140537
PFt,0.5073816859089577
AIP,0.3626752487124468
EC,0.2789077470393928
PreS,0.1547866948051677
H,0.24198351685492803
ProS,-0.4705461451159953
PeEc,0.5483779723534932
STGa,0.2227006728106944
PBelt,0.8352493113115158
A5,0.32582051214620167
PHA1,0.4715076295098989
PHA3,0.0792930373030108
STSda,0.061982333932115635
STSdp,-0.13174035266318082
STSvp,0.48578106992906833
TGd,0.3347018543714171
TE1a,0.1793481019396974
TE1p,0.19565827499330524
TE2a,0.044457538564062135
TF,0.24230422122257203
TE2p,-0.21025695144866585
PHT,0.2353011786569561
PH,0.04015620360780969
TPOJ1,-0.010387510502540609
TPOJ2,0.26570003634602934
TPOJ3,0.31735758764656286
DVT,0.20908923189823053
PGp,0.5595746130481765
IP2,0.626675939272741
IP1,0.6235719464771585
IP0,0.7919539952526271
PFop,0.23554963150870734
PF,0.4198077545102722
PFm,0.5337324241815629
PGi,0.36209839665511645
PGs,0.5616556652080035
V6A,0.4013152838153795
VMV1,-0.26374870013561147
VMV3,-0.4473995321943294
PHA2,0.2593423052192341
V4t,0.14909946961180176
FST,0.08910273453731654
V3CD,0.4921345097183111
LO3,0.42582692561011737
VMV2,-0.37898346848745745
31pd,0.1816818350627189
31a,0.084323986375621
VVC,-0.29911739216237654
25,-0.8879425936808851
s32,-0.31980355062307275
pOFC,-0.46230005043174394
PoI1,0.10938188144176975
Ig,-0.0035191102687155418
FOP5,-0.4221251589172553
p10p,0.04693297014641917
p47r,0.12859958429533558
TGv,0.534345230595378
MBelt,0.4329978125524139
LBelt,0.7257312658774429
A4,0.3266993645592845
STSva,0.32337175796891793
TE1m,0.03673698319030641
PI,0.05943472293305496
a32pr,-0.11077733705009862
p24,0.047493962043375415
