region,odi
45_L,0.3342680606969651
47l_L,0.3383841090736516
a47r_L,0.34127520309866766
6r_L,0.33818237614810914
IFJa_L,0.37595203924560966
IFJp_L,0.3677036095952208
IFSp_L,0.3783506465166491
IFSa_L,0.36292340018217895
p9-46v_L,0.3447407113983221
46_L,0.3442762310844401
a9-46v_L,0.346035664816945
9-46d_L,0.3523586021695936
9a_L,0.33960794956040175
10v_L,0.42274774633692297
a10p_L,0.36847352785930043
10pp_L,0.39099810313804734
11l_L,0.38434713301467444
13l_L,0.4330876940987892
OFC_L,0.49012281926407064
47s_L,0.34814414040657865
LIPd_L,0.3836765065537462
6a_L,0.38594571146709394
i6-8_L,0.37409735628515167
s6-8_L,0.3539614263897597
43_L,0.3302201653963415
OP4_L,0.3288737297869112
OP1_L,0.34568466978252105
OP2-3_L,0.35863887627078267
52_L,0.3900150438883995
RI_L,0.3867233065359029
PFcm_L,0.3445956958630755
PoI2_L,0.30872189452619764
TA2_L,0.3588255890773748
FOP4_L,0.33653137680598516
MI_L,0.31418855222778735
Pir_L,0.28218970551143985
AVI_L,0.3354870691195092
AAIC_L,0.28514148494224595
FOP1_L,0.32317928873905183
FOP3_L,0.3467449727113609
FOP2_L,0.3531940810798631
PFt_L,0.3646810617409682
AIP_L,0.37671013406343024
EC_L,0.36153150835084363
PreS_L,0.33593328401498396
H_L,0.39007788780289143
ProS_L,0.3608695851801561
PeEc_L,0.39384480545071443
STGa_L,0.3170868944686242
PBelt_L,0.41908517611678825
A5_L,0.34002312041646265
PHA1_L,0.35153569019623776
PHA3_L,0.3904768492819576
STSda_L,0.35541214759010165
STSdp_L,0.36641433032158854
STSvp_L,0.37029814083091644
TGd_L,0.35026109300097574
TE1a_L,0.35220658860048026
TE1p_L,0.3578611280953207
TE2a_L,0.3812994366884458
TF_L,0.40096283784084913
TE2p_L,0.38478046832853413
PHT_L,0.35699555673636874
PH_L,0.36726958137589616
TPOJ1_L,0.3593768742350033
TPOJ2_L,0.3690076974272052
TPOJ3_L,0.3704076630748678
DVT_L,0.37173574002720755
PGp_L,0.3496326191406755
IP2_L,0.3818335106195373
IP1_L,0.37958961642206024
IP0_L,0.36930253500919374
PFop_L,0.33622635504412285
PF_L,0.3373997644429894
PFm_L,0.3562542062196229
PGi_L,0.35200412953012156
PGs_L,0.35580666761144314
V6A_L,0.3732149753176148
VMV1_L,0.391010473656477
VMV3_L,0.3867130327966252
PHA2_L,0.37466065716245267
V4t_L,0.37610343488554776
FST_L,0.370823160088952
V3CD_L,0.3656351536798637
LO3_L,0.37537051585636916
VMV2_L,0.386258589701374
31pd_L,0.3748313184988005
31a_L,0.361036031456648
VVC_L,0.3770446341741523
25_L,0.4140882786416878
s32_L,0.4058460980078177
pOFC_L,0.4081967325490078
PoI1_L,0.33064531250228296
Ig_L,0.3591179638143834
FOP5_L,0.3547121070513155
p10p_L,0.35305542950004065
p47r_L,0.3498028345667339
TGv_L,0.3878962692984852
MBelt_L,0.41115217482464006
LBelt_L,0.42922615864295616
A4_L,0.36978373166269274
STSva_L,0.3826267566960633
TE1m_L,0.3578754426812364
PI_L,0.3769238339852418
a32pr_L,0.34849742895156993
p24_L,0.33000495270246577
V1_R,0.4082996339459778
MST_R,0.38682796669927094
V6_R,0.3929191372798286
V2_R,0.39791054549879784
V3_R,0.3915825539292462
V4_R,0.3837569849252068
V8_R,0.37203804603527935
4_R,0.378262440237472
3b_R,0.42648653629768185
FEF_R,0.3821432354846728
PEF_R,0.3771925383620154
55b_R,0.366032216907281
V3A_R,0.37991781574206673
RSC_R,0.34712850323509953
POS2_R,0.3742068112026616
V7_R,0.3801889338960459
IPS1_R,0.38557291999103616
FFC_R,0.3808134689268618
V3B_R,0.3823681758798001
LO1_R,0.37521716782838893
LO2_R,0.37387990302696383
PIT_R,0.3709697429698182
MT_R,0.3830565542144891
A1_R,0.43053935284660827
PSL_R,0.3394633747742237
SFL_R,0.3569330317831445
PCV_R,0.3646589131006068
STV_R,0.3510934652965847
7Pm_R,0.3653517722939479
7m_R,0.36449974895198095
POS1_R,0.35100149988255835
23d_R,0.3670237723004402
v23ab_R,0.3637581476503586
d23ab_R,0.36200983844655193
31pv_R,0.37717068841047074
5m_R,0.39410463722571626
5mv_R,0.3799908355564255
23c_R,0.3777274838106743
5L_R,0.3848074394507727
24dd_R,0.36794260872534357
24dv_R,0.3787068841796973
7AL_R,0.383817071087533
SCEF_R,0.358609862167323
6ma_R,0.3759551694667534
7Am_R,0.36462130728565195
7Pl_R,0.36697578971561434
7PC_R,0.38919632632437445
LIPv_R,0.39149134479339853
VIP_R,0.37776367676198735
MIP_R,0.3760496283673386
1_R,0.40224735284274427
2_R,0.4030495496763385
3a_R,0.42602468103531316
6d_R,0.3915977978741346
6mp_R,0.38932278252895525
6v_R,0.34159810669993473
p24pr_R,0.3560754761526954
33pr_R,0.32965594850580954
a24pr_R,0.36019356958472615
p32pr_R,0.37779685145508374
a24_R,0.34287869548574723
d32_R,0.33361215193443916
8BM_R,0.33727064466536655
p32_R,0.3525531572002144
10r_R,0.38870854829429613
47m_R,0.38252179783993806
8Av_R,0.37170782088128856
8Ad_R,0.37832658736866703
9m_R,0.32074552486451413
8BL_R,0.34903026332293813
9p_R,0.3528427675022331
10d_R,0.3399390217328265
8C_R,0.37155092837815573
44_R,0.33920737390542305
45_R,0.3464056993522565
47l_R,0.34888418420176853
a47r_R,0.3662852906033313
6r_R,0.34259551044253594
IFJa_R,0.3854741986335678
IFJp_R,0.3717157743140238
IFSp_R,0.39033881030810413
IFSa_R,0.37150772641735685
p9-46v_R,0.3724988764212853
46_R,0.37001069346317755
a9-46v_R,0.36677201952798066
9-46d_R,0.36977268337440816
9a_R,0.348522608299684
10v_R,0.4149883402121375
a10p_R,0.3787632011918816
10pp_R,0.4037812666280463
11l_R,0.4005142898932044
13l_R,0.43546994354024593
OFC_R,0.48606410208057216
47s_R,0.3515155286164874
LIPd_R,0.3868452179285546
6a_R,0.3952432754328395
i6-8_R,0.38593044660821757
s6-8_R,0.37515758840848284
43_R,0.34687390545226404
OP4_R,0.33340029824693107
OP1_R,0.3459268677954164
OP2-3_R,0.3666913648844226
52_R,0.3988272385140824
RI_R,0.3887895555956225
PFcm_R,0.3467334990889546
PoI2_R,0.30636776708122704
TA2_R,0.365328575126163
FOP4_R,0.35027227453585763
MI_R,0.31862625159490443
Pir_R,0.3008288877862719
AVI_R,0.34614446271173593
AAIC_R,0.2964870667582216
FOP1_R,0.3295030664187681
FOP3_R,0.355912064055078
FOP2_R,0.35329688794685915
PFt_R,0.36837854947400267
AIP_R,0.38716273746891716
EC_R,0.37024231764329685
PreS_R,0.3465598469142599
H_R,0.38788126931701666
ProS_R,0.3572934640660856
PeEc_R,0.4011377204603867
STGa_R,0.3364157881167761
PBelt_R,0.3929668434912191
A5_R,0.35910597430973784
PHA1_R,0.3606399144879159
PHA3_R,0.39678974870780104
STSda_R,0.37820729097363526
STSdp_R,0.37829650880672444
STSvp_R,0.34966304254792474
TGd_R,0.36231636907110043
TE1a_R,0.35269525533516516
TE1p_R,0.35960252857123276
TE2a_R,0.38693164934556146
TF_R,0.41297386121404167
TE2p_R,0.3921285547029813
PHT_R,0.35380470913293915
PH_R,0.3647315358230687
TPOJ1_R,0.35885687594931476
TPOJ2_R,0.36119336793142287
TPOJ3_R,0.36848460226465857
DVT_R,0.36471852221661055
PGp_R,0.35188766249726144
IP2_R,0.37760100335430014
IP1_R,0.37495081501175276
IP0_R,0.3616227931262127
PFop_R,0.33956095997889363
PF_R,0.34287444463173783
PFm_R,0.35762319024185923
PGi_R,0.35235372185550895
PGs_R,0.3569823377823901
V6A_R,0.3693351893416573
VMV1_R,0.39835979519780285
VMV3_R,0.38167341370714053
PHA2_R,0.4027407521059018
V4t_R,0.3732315288635757
FST_R,0.3652897291419233
V3CD_R,0.36622875886871165
LO3_R,0.366671001241687
VMV2_R,0.38715915658984784
31pd_R,0.37170832900178713
31a_R,0.35931617180231107
VVC_R,0.38789215269254895
25_R,0.38463113162217716
s32_R,0.39326150974617147
pOFC_R,0.3900409926817509
PoI1_R,0.3335465844088704
Ig_R,0.35712094657054494
FOP5_R,0.35714290058731357
p10p_R,0.3728448860690532
p47r_R,0.36059914665976295
TGv_R,0.391216577539355
MBelt_R,0.41518168398434063
LBelt_R,0.4192444114062575
A4_R,0.35628248631700743
STSva_R,0.37917188273398367
TE1m_R,0.3622577936341684
PI_R,0.3835940120567906
a32pr_R,0.35892291218480876
p24_R,0.32095564712878966
