region,dki-fa
7Pm_R,0.1512932028617477
7m_R,0.1542913000321085
POS1_R,0.1777769106650407
23d_R,0.1606916287030635
v23ab_R,0.1690735697019873
d23ab_R,0.1654506617448328
31pv_R,0.1513540948075026
5m_R,0.1623369067199818
5mv_R,0.1502105180813165
23c_R,0.148116501980967
5L_R,0.1525186449069002
24dd_R,0.164805465093055
24dv_R,0.1536360347439516
7AL_R,0.1477450014147859
SCEF_R,0.1674316906219634
6ma_R,0.1601805272053431
7Am_R,0.1539858384224481
7Pl_R,0.1526081901154265
7PC_R,0.1484470655787625
LIPv_R,0.1475427452135313
VIP_R,0.1516560676405888
MIP_R,0.1483814590121279
1_R,0.1545176266270229
2_R,0.1447236697243726
3a_R,0.1355229774589313
6d_R,0.1599888808256004
6mp_R,0.1578495103839255
6v_R,0.169566459745904
p24pr_R,0.1619622208869781
33pr_R,0.1854029195289457
a24pr_R,0.1611569667223507
p32pr_R,0.1504669661624889
a24_R,0.1651113683890109
d32_R,0.1633980902430402
8BM_R,0.1695937239914943
p32_R,0.1555841857171765
10r_R,0.1492928926091062
47m_R,0.1639659537095253
8Av_R,0.1580931677660985
8Ad_R,0.1485110675878706
9m_R,0.1663873602059037
8BL_R,0.1620001609785415
9p_R,0.1518587726349981
10d_R,0.1590109648464475
8C_R,0.1579540879893107
44_R,0.1725800797586143
45_R,0.1742320434784322
47l_R,0.1783163694837027
a47r_R,0.15950988449182
6r_R,0.1657671069201909
IFJa_R,0.151645688412594
IFJp_R,0.1542230239232941
IFSp_R,0.1504790578268272
IFSa_R,0.1541791297992246
p9-46v_R,0.1557299945116429
46_R,0.1498773575117671
a9-46v_R,0.1536092392371307
9-46d_R,0.1469534110211724
9a_R,0.1521152745874615
10v_R,0.1606486504207744
a10p_R,0.1487652276422468
10pp_R,0.1647266214465955
11l_R,0.1592766204785209
13l_R,0.1595278801300117
OFC_R,0.1698056804467838
47s_R,0.185243498722468
LIPd_R,0.1418313763368176
6a_R,0.1465686870625097
i6-8_R,0.1522882867697742
s6-8_R,0.1571275964255247
43_R,0.170611215534136
OP4_R,0.1704874089974654
OP1_R,0.1707148411864326
OP2-3_R,0.1622483349359193
52_R,0.1460442942041218
RI_R,0.1478599494330701
PFcm_R,0.162110228868902
PoI2_R,0.1966045504457691
TA2_R,0.1637337867459085
FOP4_R,0.1639931545306479
MI_R,0.1807561377547811
Pir_R,0.2118446946533628
AVI_R,0.1732998271396041
AAIC_R,0.2051714287125218
FOP1_R,0.1799881698541179
FOP3_R,0.158877435998641
FOP2_R,0.1622985584089843
PFt_R,0.1441533237705258
AIP_R,0.1416897731528462
EC_R,0.1868714244879399
PreS_R,0.2050798194186576
H_R,0.1622910930760445
ProS_R,0.1780367348147334
PeEc_R,0.1706141810917549
STGa_R,0.1811067348610507
PBelt_R,0.1459118625206446
A5_R,0.1645761632694995
PHA1_R,0.1818675436001196
PHA3_R,0.1518547434917554
STSda_R,0.1580476484722575
STSdp_R,0.1503910960081564
STSvp_R,0.1515910376886757
TGd_R,0.1814455426722639
TE1a_R,0.1705447151654456
TE1p_R,0.155137008549669
TE2a_R,0.1662575191459316
TF_R,0.1649234094728583
TE2p_R,0.1601376113265284
PHT_R,0.1519457657653657
PH_R,0.1547289683829155
TPOJ1_R,0.1536885528458045
TPOJ2_R,0.1511125205208237
TPOJ3_R,0.1475859988286559
DVT_R,0.1546220269381281
PGp_R,0.1516588159298918
IP2_R,0.1405025397004492
IP1_R,0.1427894548893988
IP0_R,0.1431000495983304
PFop_R,0.1609071488677651
PF_R,0.1568451850021888
PFm_R,0.1506597728857618
PGi_R,0.1530069789313147
PGs_R,0.1523635889370475
V6A_R,0.1520364746206377
VMV1_R,0.1630342922414391
VMV3_R,0.1566968745160295
PHA2_R,0.1561821059081891
V4t_R,0.1517198157778271
FST_R,0.1506844686927612
V3CD_R,0.1458318926646344
LO3_R,0.1477509286661245
VMV2_R,0.1542129480146102
31pd_R,0.1500263545261242
31a_R,0.1604683396013039
VVC_R,0.1632337959889379
25_R,0.1848458868221598
s32_R,0.1623746952412524
pOFC_R,0.1866797343044385
PoI1_R,0.1830202215439167
Ig_R,0.1680621910154776
FOP5_R,0.1659928735651736
p10p_R,0.1479265776590405
p47r_R,0.1585938805316485
TGv_R,0.1819380004811379
MBelt_R,0.1522417063671112
LBelt_R,0.1414353760212804
A4_R,0.1617682461793572
STSva_R,0.148558106408803
TE1m_R,0.1591953626077513
PI_R,0.1526703765746684
a32pr_R,0.1524652623182894
p24_R,0.1720325628755372
