region,grad8
V1_L,-1.1972602820478682
MST_L,0.18439842038335041
V6_L,-0.13733241114502717
V2_L,-1.4007889648071479
V3_L,-1.4655611455843978
V4_L,-1.4405936562423045
V8_L,-0.93535965538642
4_L,-0.8040476156295501
3b_L,-0.4124266483321946
FEF_L,-1.1426449828340877
PEF_L,0.02220933338975926
55b_L,-0.5796853958383659
V3A_L,-0.7936294987601241
RSC_L,1.0473692233788934
POS2_L,0.3421360641225984
V7_L,-0.4787685352080536
IPS1_L,-0.5640163992509227
FFC_L,-1.2126324777129622
V3B_L,-0.4044196036054506
LO1_L,-0.13446284275254566
LO2_L,-1.0000549943927264
PIT_L,-1.4998387551054133
MT_L,-0.13528469164777746
A1_L,0.40530934131411633
PSL_L,1.2890939889617463
SFL_L,-1.8951634189900286
PCV_L,0.5121476704841044
STV_L,1.6061191225191989
7Pm_L,0.369347825225702
7m_L,1.0406948599667716
POS1_L,0.5098883781239688
23d_L,1.65922270763786
v23ab_L,1.0456060209312836
d23ab_L,1.4308487964540835
31pv_L,1.3716277793469187
5m_L,0.00394088534294808
5mv_L,0.6202688707560658
23c_L,0.7868191027920798
5L_L,-0.038994884966488126
24dd_L,0.8424428255774757
24dv_L,0.9237015756088863
7AL_L,-0.28169073048959564
SCEF_L,-0.38314474848390406
6ma_L,-1.9787256647346083
7Am_L,0.040052491259007277
7Pl_L,-0.05777649590026743
7PC_L,-0.17778650696880308
LIPv_L,-0.3686596574921841
VIP_L,0.04560720628180573
MIP_L,-0.08123544718783933
1_L,-0.6168357756928868
2_L,-0.42284899910265245
3a_L,-0.5277878938710384
6d_L,-0.9727321515085346
6mp_L,-1.1592703754137237
6v_L,0.12060047457558788
p24pr_L,1.252928288578299
33pr_L,1.6323069842568645
a24pr_L,0.6602088730334883
p32pr_L,0.7951736943700827
a24_L,-0.21997009458700087
d32_L,-0.05402686332199517
8BM_L,-0.23582268076891288
p32_L,0.0985929715983278
10r_L,0.41687792314634253
47m_L,1.2214709561022659
8Av_L,-1.2362735238220834
8Ad_L,-1.1101522769119874
9m_L,-0.7791749291942214
8BL_L,-1.9978558320331974
9p_L,-1.673151549608796
10d_L,-0.9786388299358715
8C_L,-0.21070620858385536
44_L,0.8719328301395843
45_L,1.490598129547695
47l_L,1.306501272409387
a47r_L,1.585562603569225
6r_L,0.666930288555089
IFJa_L,-0.03705065514035001
IFJp_L,0.344689929162772
IFSp_L,-0.46157404196743823
IFSa_L,-0.3699492969750085
p9-46v_L,-0.22994807083027238
46_L,-0.7198375771031205
a9-46v_L,-0.3274196338376522
9-46d_L,-1.0806488572063966
9a_L,-1.5332990519079073
10v_L,0.7233573421306511
a10p_L,0.2686955370513668
10pp_L,1.150261356973474
11l_L,1.377474915952561
13l_L,0.35500174104084403
OFC_L,-0.19683537472345433
47s_L,0.5092927257333393
LIPd_L,-0.440382663097264
6a_L,-1.4128395247642482
i6-8_L,-1.3757877999881367
s6-8_L,-1.7262205277381377
43_L,1.4571047073958032
OP4_L,2.098807086420624
OP1_L,2.2919987008349585
OP2-3_L,2.1082160788982245
52_L,0.24756275432038008
RI_L,1.263782038957551
PFcm_L,1.6479651539024684
PoI2_L,-0.05440609673103279
TA2_L,1.1279951836373387
FOP4_L,1.6035105720334755
MI_L,0.38425418606228984
Pir_L,0.028760862675483417
AVI_L,0.013244669858807689
AAIC_L,0.21223685015639185
FOP1_L,2.1782001579892794
FOP3_L,1.088287238974083
FOP2_L,2.0446615900256986
PFt_L,0.06161918341017324
AIP_L,-0.14222629520896082
EC_L,-1.3882796340400714
PreS_L,-1.5154216410079133
H_L,-1.347644158658906
ProS_L,0.05325598852470958
PeEc_L,-1.3385611604030703
STGa_L,1.1664476101488561
PBelt_L,0.8526349827552895
A5_L,1.576107944666457
PHA1_L,-1.8584000499495814
PHA3_L,-1.4461042226043954
STSda_L,1.051600285989458
STSdp_L,1.4982113163572093
STSvp_L,0.714277055381556
TGd_L,0.323572248806013
TE1a_L,0.7203757397289167
TE1p_L,0.23341713196763228
TE2a_L,0.28383959886661664
TF_L,-0.47430158746363515
TE2p_L,-0.5501421873950547
PHT_L,0.6947930639807209
PH_L,-0.5174041323472404
TPOJ1_L,1.617313555682935
TPOJ2_L,1.0039110463065013
TPOJ3_L,0.28770022782428767
DVT_L,0.35622756565559394
PGp_L,0.24427701291957396
IP2_L,-0.09116662432612029
IP1_L,0.08431328086800904
IP0_L,0.33382629478001014
PFop_L,1.0986921054078236
PF_L,0.8899038298155327
PFm_L,0.14219283430175514
PGi_L,1.059858903245176
PGs_L,0.2975648353126078
V6A_L,-0.2149252208560827
VMV1_L,-1.1890810797085576
VMV3_L,-0.8961531298062181
PHA2_L,-1.3716172016631296
V4t_L,-0.6196188910743655
FST_L,0.21323571732662536
V3CD_L,-0.21266702772816523
LO3_L,0.1464890574705342
VMV2_L,-0.8461526093438418
31pd_L,1.2113500919497513
31a_L,1.331201356289749
VVC_L,-1.310329471124794
25_L,-0.8780010399705113
s32_L,-0.24001726360571302
pOFC_L,-0.024939500948902387
PoI1_L,0.043832767055616256
Ig_L,0.9392441579384403
FOP5_L,1.2803821681245324
p10p_L,-0.8499987038807427
p47r_L,-0.0781241339966027
TGv_L,-0.42987876900356564
MBelt_L,1.2655532856562675
LBelt_L,0.45311229266178626
A4_L,1.3208856958657942
STSva_L,0.7280539273755228
TE1m_L,0.4586743290221039
PI_L,0.7687748806573746
a32pr_L,0.2508082521348051
p24_L,-0.08074090077146223
V1_R,-1.328337165570274
MST_R,-0.5957202884783106
V6_R,-0.5744655173456628
V2_R,-1.5947039549304347
V3_R,-1.6438268446368431
V4_R,-1.8313103607448253
V8_R,-2.116721745317512
4_R,-0.6018541506862704
3b_R,-1.0914690855800184
FEF_R,-0.669858022549608
PEF_R,-0.19667977139153972
55b_R,-0.25607492992792885
V3A_R,-0.1523043252963289
RSC_R,0.3304692096862123
POS2_R,0.6959736630511293
V7_R,0.3942368815380585
IPS1_R,0.7184570664728732
FFC_R,-1.6870834551701415
V3B_R,0.22484801372619279
LO1_R,-0.6547020081781757
LO2_R,-1.28675987224921
PIT_R,-1.9794670681106983
MT_R,-0.5740413641400637
A1_R,-0.08606957786848773
PSL_R,0.6739070759225546
SFL_R,-1.6006345864901896
PCV_R,0.5802925390270635
STV_R,0.8362582764095529
7Pm_R,0.43978982780352777
7m_R,0.688830726871618
POS1_R,0.6270139152076498
23d_R,1.2353692016621398
v23ab_R,0.8641280516814469
d23ab_R,1.2649671175696544
31pv_R,1.141311470800058
5m_R,-0.27297571384864067
5mv_R,0.13004553233401167
23c_R,0.5479874228582464
5L_R,-0.2928888782291911
24dd_R,-0.13276812616140418
24dv_R,-0.1259942042420628
7AL_R,0.25679027550369177
SCEF_R,-1.3240005092339444
6ma_R,-1.44014862300013
7Am_R,0.4274708271996042
7Pl_R,0.6879147477915332
7PC_R,0.41712887356032285
LIPv_R,1.0060702884077801
VIP_R,0.47600087945350894
MIP_R,0.6000168911617865
1_R,-0.31163934371188473
2_R,0.6227700844192486
3a_R,-0.4436028253349687
6d_R,-0.8992618509466564
6mp_R,-1.1534965346381298
6v_R,-0.288048680386906
p24pr_R,0.8505927913629413
33pr_R,0.3086039213248056
a24pr_R,-0.5143807596685985
p32pr_R,-0.5351250274996568
a24_R,-0.6606946414247267
d32_R,-1.281421631628685
8BM_R,-1.5564419984537625
p32_R,-0.3421685633863214
10r_R,-0.3017924220825318
47m_R,1.2148619681302852
8Av_R,-1.1478687599451278
8Ad_R,-1.5268476740163202
9m_R,-1.5221033854988721
8BL_R,-1.7513272929639023
9p_R,-1.7624372022594865
10d_R,-0.9138827457304914
8C_R,-0.7446275629515637
44_R,0.5131512841681366
45_R,1.6983189729546964
47l_R,2.416053727110184
a47r_R,1.6513568690074052
6r_R,0.2758410024560962
IFJa_R,-0.4310321590677295
IFJp_R,-0.04642269805503245
IFSp_R,-0.7250675782067596
IFSa_R,0.24945218661559634
p9-46v_R,-0.7352912671577456
46_R,-1.2663253749231278
a9-46v_R,-0.139465079160221
9-46d_R,-1.239655012194434
9a_R,-1.4461420046108162
10v_R,-0.008816761206114868
a10p_R,1.1980101296916916
10pp_R,1.5388137626621678
11l_R,2.0971442747120177
13l_R,0.4358451557248807
OFC_R,0.011802120079579516
47s_R,1.0847728163683006
LIPd_R,1.0862519246744016
6a_R,-0.45742715386428145
i6-8_R,-1.1285501223745704
s6-8_R,-1.4080461647826612
43_R,1.1950533650824178
OP4_R,0.911134855124349
OP1_R,0.8169562365010556
OP2-3_R,0.7709017764265342
52_R,-0.4854588432365229
RI_R,0.6304631062813083
PFcm_R,1.298689033858408
PoI2_R,0.9111608786746739
TA2_R,0.8088173537854463
FOP4_R,0.03955097754424456
MI_R,0.7667701819012424
Pir_R,0.20901054084805815
AVI_R,1.2600271248250812
AAIC_R,1.4164094390025779
FOP1_R,0.727597200950294
FOP3_R,0.018441164496965094
FOP2_R,-0.053824550252841406
PFt_R,0.33518642001367666
AIP_R,0.8894668749933246
EC_R,-1.259873090559929
PreS_R,-1.5072775269932213
