region,kfa
a47r_L,0.3391309067976899
6r_L,0.33689208751196537
IFJa_L,0.3249856401360932
IFJp_L,0.3260384732572177
IFSp_L,0.32615486118461573
IFSa_L,0.3307085036409599
p9-46v_L,0.3443313492180835
46_L,0.34085605272933417
a9-46v_L,0.3342550598156835
9-46d_L,0.3324462554743092
9a_L,0.341661949966109
10v_L,0.30792525053949626
a10p_L,0.3134036700865283
10pp_L,0.3236993961879995
11l_L,0.3118905862657193
13l_L,0.28111554473197553
OFC_L,0.31233481489036563
47s_L,0.3119570383559708
LIPd_L,0.3404245994612463
6a_L,0.339201101446135
i6-8_L,0.34074683110737497
s6-8_L,0.35572325516638886
43_L,0.3419208260159309
OP4_L,0.3408519900568964
OP1_L,0.3347042097311534
OP2-3_L,0.33167202488220726
52_L,0.2989534972991827
RI_L,0.32469447632085086
PFcm_L,0.33965273157689996
PoI2_L,0.33767241144019755
TA2_L,0.32307648851775067
FOP4_L,0.3255320295749825
MI_L,0.32506039966783956
Pir_L,0.3644721274763108
AVI_L,0.3156385843983549
AAIC_L,0.345145041538523
FOP1_L,0.33765448759111893
FOP3_L,0.32289881048468544
FOP2_L,0.32680060948211903
PFt_L,0.3389277659339068
AIP_L,0.3413713734695223
EC_L,0.31255622476242867
PreS_L,0.3432357970385881
H_L,0.2964410242647261
ProS_L,0.34503878522334874
PeEc_L,0.3023987203184051
STGa_L,0.35309713139789894
PBelt_L,0.3103162761948668
A5_L,0.34420604109991004
PHA1_L,0.32776576881681163
PHA3_L,0.31510615992927427
STSda_L,0.33742350261797877
STSdp_L,0.3374217978295552
STSvp_L,0.33134883996749837
TGd_L,0.3267537765874619
TE1a_L,0.3354079211138822
TE1p_L,0.34380765592919693
TE2a_L,0.32963069422650343
TF_L,0.3100762303508571
TE2p_L,0.32796812756015814
PHT_L,0.3490417006256907
PH_L,0.35004122813467947
TPOJ1_L,0.3452344787578781
TPOJ2_L,0.3462759367878466
TPOJ3_L,0.3506056408562843
DVT_L,0.348293586087025
PGp_L,0.35909668733843414
IP2_L,0.3447379175939652
IP1_L,0.35056246883712566
IP0_L,0.359911468575474
PFop_L,0.33971341073670575
PF_L,0.3519437545896562
PFm_L,0.35968974373401463
PGi_L,0.35720830257258024
PGs_L,0.3616402612022691
V6A_L,0.3423585619288587
VMV1_L,0.3285548866661271
VMV3_L,0.34110927546360637
PHA2_L,0.32588807799390573
V4t_L,0.3481791317823291
FST_L,0.3499395320548068
V3CD_L,0.3519494395444788
LO3_L,0.35266720866316326
VMV2_L,0.3370009044337697
31pd_L,0.33600991129419544
31a_L,0.33431427576020645
VVC_L,0.3315710414680523
25_L,0.3046504410344057
s32_L,0.28487051999586016
pOFC_L,0.30218461225141025
PoI1_L,0.3327586400280055
Ig_L,0.3203068056776689
FOP5_L,0.3197079287012514
p10p_L,0.3241829194838378
p47r_L,0.33361084740540253
TGv_L,0.321028126343611
MBelt_L,0.3026615092635906
LBelt_L,0.30596298944936995
A4_L,0.33263099771299726
STSva_L,0.3193011041006403
TE1m_L,0.3365820055963312
PI_L,0.3098536916752458
a32pr_L,0.31882755323786216
p24_L,0.314737401294231
V1_R,0.3250689252507993
MST_R,0.3339277631768424
V6_R,0.3238118808942182
V2_R,0.32533000572466414
V3_R,0.3335384171171838
V4_R,0.3380060185861708
V8_R,0.3417923300724187
4_R,0.35688588847325076
3b_R,0.3094559908478971
FEF_R,0.3447949875181189
PEF_R,0.3329294492345042
55b_R,0.3524952673643165
V3A_R,0.3364739143914936
RSC_R,0.3502559399678565
POS2_R,0.3400490980793598
V7_R,0.3417328582253136
IPS1_R,0.34577190811731295
FFC_R,0.3328448038098481
V3B_R,0.3435527804064095
LO1_R,0.34057151274944264
LO2_R,0.3405254809232986
PIT_R,0.3453146411497853
MT_R,0.33359499432772144
A1_R,0.3033505325579296
PSL_R,0.3503968946963507
SFL_R,0.3537808286078103
PCV_R,0.33744053479552605
STV_R,0.3492458863515807
7Pm_R,0.33973358246806123
7m_R,0.3264300576974184
POS1_R,0.345637034805951
23d_R,0.3154778893020798
v23ab_R,0.3288081730279798
d23ab_R,0.32379147692209853
31pv_R,0.3275210649510214
5m_R,0.34706648420143715
5mv_R,0.3357931628776461
23c_R,0.32585603231772015
5L_R,0.3488929643110239
24dd_R,0.3327393428171289
24dv_R,0.3207663595805036
7AL_R,0.3537793074027243
SCEF_R,0.342452767044197
6ma_R,0.3543637435739267
7Am_R,0.3498254679629059
7Pl_R,0.3512270986792652
7PC_R,0.35391516111869503
LIPv_R,0.3490725717938042
VIP_R,0.3550969736592442
MIP_R,0.354233883129367
1_R,0.3523252864688284
2_R,0.3490164124647471
3a_R,0.30955188891359914
6d_R,0.3526281112412082
6mp_R,0.34895836443068906
6v_R,0.35961390852156705
p24pr_R,0.3166123544541601
33pr_R,0.3436959598603403
a24pr_R,0.31252481366226864
p32pr_R,0.31448628044095034
a24_R,0.29711020921752296
d32_R,0.3164736794470382
8BM_R,0.3385121875095585
p32_R,0.29229257831282607
10r_R,0.2853360437464606
47m_R,0.3034835540671334
8Av_R,0.34625006480314624
8Ad_R,0.3375378449721603
9m_R,0.32605810419766434
8BL_R,0.35002416359117106
9p_R,0.34012564025131115
10d_R,0.32024306385937534
8C_R,0.34190284501075147
44_R,0.3480723391950396
45_R,0.35164735657484864
47l_R,0.3519072910206065
a47r_R,0.3300575394843385
6r_R,0.3419327655842025
IFJa_R,0.32363550329846874
IFJp_R,0.32762942718707594
IFSp_R,0.32511236487543355
IFSa_R,0.3282241470485056
p9-46v_R,0.33865811852014677
46_R,0.3310578332072229
a9-46v_R,0.3287625806895139
9-46d_R,0.32638280150834437
9a_R,0.3317593586332902
10v_R,0.29890670794278307
a10p_R,0.3106555306913162
10pp_R,0.3200931093046835
11l_R,0.3129099257285233
13l_R,0.28225265107566044
OFC_R,0.3058000469180144
47s_R,0.32508639511805526
LIPd_R,0.34755903101034386
6a_R,0.33989852926035163
i6-8_R,0.3404360862140934
s6-8_R,0.35159245581200294
43_R,0.346282914592906
OP4_R,0.34373121040850574
OP1_R,0.33207026782797516
OP2-3_R,0.3227692755434941
52_R,0.300166982821033
RI_R,0.32085716054507624
PFcm_R,0.3438564037922838
PoI2_R,0.3499533681355047
TA2_R,0.32421523522414847
FOP4_R,0.31837890227783133
MI_R,0.33304746334383956
Pir_R,0.36104180452594037
AVI_R,0.3192295875283871
AAIC_R,0.34612776966193554
FOP1_R,0.33785325125337407
FOP3_R,0.31494531261976116
FOP2_R,0.3194776908607003
PFt_R,0.3455565511399368
AIP_R,0.34741837137414455
EC_R,0.31790173805918626
PreS_R,0.33461225120376836
H_R,0.3028434356220744
ProS_R,0.3373439067642668
PeEc_R,0.31536608852435444
STGa_R,0.3601870036765029
PBelt_R,0.3171099973551774
A5_R,0.3510915759819089
PHA1_R,0.33196693714765035
PHA3_R,0.31292585580386434
STSda_R,0.3462329385869654
STSdp_R,0.33470834310358366
STSvp_R,0.33432471837909
TGd_R,0.33850205157226315
TE1a_R,0.3563553344574334
TE1p_R,0.34262952687220827
TE2a_R,0.3364400427113347
TF_R,0.3169829504360729
TE2p_R,0.32543790759374364
PHT_R,0.34069214657078417
PH_R,0.3426173636149069
TPOJ1_R,0.3418763684938507
TPOJ2_R,0.33993993625552105
TPOJ3_R,0.3447869213412432
DVT_R,0.34274524884445623
PGp_R,0.35033950708650213
IP2_R,0.34736656370940056
IP1_R,0.35077430622702394
IP0_R,0.3488009014776576
PFop_R,0.35098512940523047
PF_R,0.35777402727820456
PFm_R,0.3565596447190232
PGi_R,0.3544980676248419
PGs_R,0.35888617704753284
V6A_R,0.34034579874401
VMV1_R,0.3201474005623877
VMV3_R,0.3268932840066859
PHA2_R,0.3241070540099004
V4t_R,0.3373471102911969
FST_R,0.33955230959068333
V3CD_R,0.34229786223282976
LO3_R,0.3404356332035748
VMV2_R,0.32650966127121345
31pd_R,0.33053471147958596
31a_R,0.3339042270741009
VVC_R,0.3241403322408587
25_R,0.31109083012501665
s32_R,0.291181190566719
pOFC_R,0.310504430722542
PoI1_R,0.3472822011217984
Ig_R,0.32190628698853474
FOP5_R,0.3201371472992281
p10p_R,0.31501254896348735
p47r_R,0.3375103764873072
TGv_R,0.3371757484347387
MBelt_R,0.2994887849803341
LBelt_R,0.3063755626507368
A4_R,0.34595386876476253
STSva_R,0.32888661182503415
TE1m_R,0.3418429482496247
PI_R,0.32083840056335045
a32pr_R,0.3083060554913987
p24_R,0.3143689475012459
