region,grad4
V1_L,-0.957031471161484
MST_L,-1.8774278324202311
V6_L,0.20381650382279748
V2_L,-0.9260363867968656
V3_L,-1.1044319192392382
V4_L,-1.4606395075988607
V8_L,-1.6458627142275672
4_L,0.022066921261151534
3b_L,-0.04395789194604576
FEF_L,0.3490772753085988
PEF_L,-0.07827220513549371
55b_L,-0.19148474290885692
V3A_L,-0.6423183852324519
RSC_L,0.45624422899134864
POS2_L,0.5544729464551409
V7_L,-0.3272626051708837
IPS1_L,-0.006695452263689307
FFC_L,-1.508801571629928
V3B_L,-0.7189094937453901
LO1_L,-1.4538162411307844
LO2_L,-1.6348602198192688
PIT_L,-1.5442628089563868
MT_L,-1.4817449626288413
A1_L,-0.992212717666701
PSL_L,-0.5401574193010172
SFL_L,0.7994906189840445
PCV_L,1.1102368769420767
STV_L,-1.3891564848503977
7Pm_L,0.40769804752439665
7m_L,1.0090762457923603
POS1_L,-0.6028204756207185
23d_L,2.026593105097579
v23ab_L,0.412844234827268
d23ab_L,1.3608878785186393
31pv_L,1.2888003521446156
5m_L,0.2825494320617233
5mv_L,1.4051369670915443
23c_L,1.7845939181987156
5L_L,-0.08571338852844385
24dd_L,1.7034994513869477
24dv_L,1.8854820987818366
7AL_L,-0.43926253817437005
SCEF_L,1.2024776531175527
6ma_L,0.15618375149176872
7Am_L,0.01982545700181994
7Pl_L,-0.27989721989523203
7PC_L,-0.33634931845195937
LIPv_L,-0.46380689424391186
VIP_L,-0.3367598681322311
MIP_L,0.06396796891802523
1_L,-0.7998069449075959
2_L,-0.32561138431895353
3a_L,-0.1224388450256164
6d_L,-0.24775450045708852
6mp_L,0.2514294891394987
6v_L,-0.9465252257749773
p24pr_L,1.755467921500725
33pr_L,1.0339983231329233
a24pr_L,0.920101706568775
p32pr_L,1.3510093870829247
a24_L,0.4112944456020566
d32_L,-0.08351112581561528
8BM_L,0.58931108889727
p32_L,-0.2442468673663623
10r_L,-0.10842840229490669
47m_L,-0.97989871996431
8Av_L,0.14932255137701603
8Ad_L,0.1049355022713831
9m_L,-0.4333852910710908
8BL_L,0.16709619183754656
9p_L,-0.9646650642944393
10d_L,-0.9314480616214201
8C_L,-0.3766808200475652
44_L,-1.7345707269191237
45_L,-2.0050939958681493
47l_L,-1.711676843166606
a47r_L,-1.979359460264929
6r_L,-1.4525363569650123
IFJa_L,-0.7905485667525087
IFJp_L,-0.28035375150624636
IFSp_L,-1.19520113189153
IFSa_L,-1.8422065099707086
p9-46v_L,-1.1697487509738587
46_L,-1.0140866762207634
a9-46v_L,-2.020810569683939
9-46d_L,-1.2018773918127543
9a_L,-1.288005901115611
10v_L,-0.3782254256134379
a10p_L,-1.922469620168644
10pp_L,-1.0574124432328702
11l_L,-1.492934973070834
13l_L,-0.36388259588120747
OFC_L,0.018707420192867055
47s_L,-0.2368950457384156
LIPd_L,0.10550929458169105
6a_L,0.4254373769052831
i6-8_L,0.3435978458771017
s6-8_L,0.2959893780879621
43_L,-2.070892008051504
OP4_L,-2.043094489591216
OP1_L,-1.070157030039725
OP2-3_L,-1.2148115602892031
52_L,-1.1034256968420635
RI_L,-0.6156231546995414
PFcm_L,-0.6990849140982832
PoI2_L,-1.199686387927959
TA2_L,-1.3822944692508035
FOP4_L,-1.5839765232214635
MI_L,-1.5656830540425208
Pir_L,0.29082870995201765
AVI_L,-1.5128315798814944
AAIC_L,-0.33278122087686834
FOP1_L,-1.6411595334240854
FOP3_L,-1.5973569854329908
FOP2_L,-1.3660749759936615
PFt_L,-0.18881034388845963
AIP_L,0.11437748641456293
EC_L,0.13360297654637301
PreS_L,-0.0017984815208494753
H_L,0.09305994514937795
ProS_L,-1.5077471510320342
PeEc_L,-0.28757186557197134
STGa_L,-1.2671427181301018
PBelt_L,-1.4211480883838956
A5_L,-2.071655848002023
PHA1_L,0.05056391747531329
PHA3_L,-0.8171226666648371
STSda_L,-1.5608894592269709
STSdp_L,-2.149218221712137
STSvp_L,-1.8542164890137316
TGd_L,-0.7913975175429049
TE1a_L,-1.1432497674498048
TE1p_L,-1.9797471936469744
TE2a_L,-1.2580488431654793
TF_L,-0.6203461082901123
TE2p_L,-1.319567013769534
PHT_L,-2.2639148046503483
PH_L,-2.1397481936702536
TPOJ1_L,-1.9792101521575713
TPOJ2_L,-1.5485681873485622
TPOJ3_L,-0.8771210167071151
DVT_L,0.2110387945632726
PGp_L,-0.598260119188216
IP2_L,0.2288077232133977
IP1_L,0.13293506586018247
IP0_L,-0.01574077697228895
PFop_L,-0.9552544222250089
PF_L,-0.5177042630835651
PFm_L,-0.417219453479439
PGi_L,-0.44804083392307226
PGs_L,-0.46168478714875927
V6A_L,-0.1601847417038955
VMV1_L,-1.446220191921912
VMV3_L,-1.6712574553900625
PHA2_L,-0.5673206729788028
V4t_L,-1.7470232616305557
FST_L,-2.266833725378384
V3CD_L,-0.9628779516669103
LO3_L,-1.334072397591783
VMV2_L,-1.766894843422711
31pd_L,1.2603692936202906
31a_L,1.7421409961212295
VVC_L,-1.2828248707006265
25_L,0.9549102801587231
s32_L,0.6423687677053137
pOFC_L,0.56961142921108
PoI1_L,-1.1375739762131523
Ig_L,-1.4373400811246304
FOP5_L,-1.9043900734519432
p10p_L,-1.7075786895506437
p47r_L,-2.345434005529586
TGv_L,-0.8610549816281943
MBelt_L,-1.2061886005186162
LBelt_L,-1.2871654412035056
A4_L,-1.8876606002624239
STSva_L,-1.269369513188015
TE1m_L,-1.384941576533667
PI_L,-0.7409612751920033
a32pr_L,0.29867572383714486
p24_L,0.3607269529864811
V1_R,-0.3098951414018063
MST_R,0.5495883273954357
V6_R,0.06681017544927975
V2_R,-0.36971780562292317
V3_R,-0.2962054037111984
V4_R,-0.05829649276349769
V8_R,0.006389418654843266
4_R,0.6747718039354952
3b_R,0.2267935311895644
FEF_R,0.3838440767933908
PEF_R,0.4694200219137216
55b_R,0.510950441162676
V3A_R,-0.10341212420922562
RSC_R,0.6203766578589386
POS2_R,0.4335956940456361
V7_R,0.012339301840967279
IPS1_R,0.3067800088130034
FFC_R,0.489643225800037
V3B_R,0.07871966835076026
LO1_R,-0.05546916598764411
LO2_R,-0.010087796744438778
PIT_R,-0.08115617736919074
MT_R,0.29090001231868995
A1_R,1.0523415632300817
PSL_R,0.5143104408709517
SFL_R,0.44168774582264253
PCV_R,0.4483683995312499
STV_R,0.7369354728403793
7Pm_R,0.38573103486573823
7m_R,0.8017518036057943
POS1_R,0.6250820207024288
23d_R,1.7465859269403867
v23ab_R,0.5654149838561279
d23ab_R,1.5365406223238822
31pv_R,1.2973896948396249
5m_R,0.3802371858426141
5mv_R,0.48436655884264135
23c_R,1.34065316966591
5L_R,0.39259003849364715
24dd_R,0.9697257864980975
24dv_R,1.1050015106058113
7AL_R,0.5540526090084156
SCEF_R,0.5594881034855727
6ma_R,0.7492737580109063
7Am_R,0.2802042144989855
7Pl_R,0.3765630914467883
7PC_R,0.7332867046240746
LIPv_R,0.41991494235619226
VIP_R,0.4690092086679251
MIP_R,0.15704179679479335
1_R,0.6706104474618209
2_R,0.7742893864746148
3a_R,0.5171909717339641
6d_R,0.8297696569018594
6mp_R,0.8010806809783774
6v_R,0.6542181662706477
p24pr_R,1.5867281659242363
33pr_R,0.5067059371681233
a24pr_R,0.8397894562837058
p32pr_R,0.49376050480170675
a24_R,0.6284689177309152
d32_R,-0.1856932921635652
8BM_R,-0.20539856599548728
p32_R,0.19985703671888744
10r_R,0.03043920547727825
47m_R,0.3768865537159553
8Av_R,0.38360114444680415
8Ad_R,0.35982738393721964
9m_R,-0.6541950808851762
8BL_R,-0.2331816127892451
9p_R,-0.24866857377278523
10d_R,-0.663806000289804
8C_R,0.7533840278393009
44_R,1.5960231968991694
45_R,1.3748649147658942
47l_R,0.3077123871721617
a47r_R,-0.1049691180379624
6r_R,1.078032927948659
IFJa_R,0.8559387313911925
IFJp_R,0.8778670959097399
IFSp_R,0.9209679225633998
IFSa_R,1.1607305431128052
p9-46v_R,0.6845479895119658
46_R,0.4383160259385569
a9-46v_R,0.7842818482924198
9-46d_R,0.27977986640012387
9a_R,-0.3384275370990786
10v_R,-0.06100414536320178
a10p_R,0.05705242639215197
10pp_R,-0.10650042078337874
11l_R,-0.028538084137546074
13l_R,0.11638760803740485
OFC_R,0.36009749478523906
47s_R,0.6032731048813513
LIPd_R,0.2035773597230347
6a_R,0.6651387318930678
i6-8_R,0.31366798098313314
s6-8_R,0.5443597713642302
43_R,1.6181446636355126
OP4_R,1.394533831106404
OP1_R,1.1671269584460995
OP2-3_R,1.3422944278883882
52_R,1.3391747411072579
RI_R,0.9589582774752525
PFcm_R,0.8806264239542697
PoI2_R,2.147902435017746
TA2_R,0.6004247883073116
FOP4_R,1.6927787900860813
MI_R,2.1934772068504094
Pir_R,0.8226324079666234
AVI_R,1.8078117016437918
AAIC_R,1.6715423204979907
FOP1_R,1.3752817975263965
FOP3_R,1.9168731131557946
FOP2_R,1.4921269039902454
PFt_R,0.2966956397689546
AIP_R,0.48349241345688554
EC_R,0.12686971902495991
PreS_R,0.36979645888469753
H_R,1.1253516980265552
ProS_R,0.43431803752478915
PeEc_R,-0.19318997925702164
STGa_R,0.3900493465708676
PBelt_R,1.1991834847905276
A5_R,1.4295149295550404
PHA1_R,0.6871803194529595
PHA3_R,0.7522615300563459
STSda_R,1.1896560166343413
STSdp_R,1.4318231074574925
STSvp_R,1.0925738365066753
TGd_R,-0.37313837045017
TE1a_R,0.41521981568195926
TE1p_R,0.7847712039608411
TE2a_R,0.0890047146248487
TF_R,-0.1302471070179609
TE2p_R,0.28786304411943553
PHT_R,0.8485959926732275
PH_R,0.5726461205932986
TPOJ1_R,1.1788376035438328
TPOJ2_R,0.863374710742931
TPOJ3_R,0.5475006471806657
DVT_R,0.2639801216360035
PGp_R,-0.0513601062531268
IP2_R,0.059260948108864044
