region,mk
FST_R,0.5634156462188954
V3CD_R,0.5594290313050335
LO3_R,0.5602495101342745
VMV2_R,0.6571853277449616
31pd_R,0.6125608875290622
31a_R,0.620676945874483
VVC_R,0.6772247794791247
25_R,0.7538382602534642
s32_R,0.7480068676764455
pOFC_R,0.7817852019034204
PoI1_R,0.6366307711890733
Ig_R,0.6628915614709717
FOP5_R,0.6739882135966532
p10p_R,0.5974321764332539
p47r_R,0.5826965032646391
TGv_R,0.7113610588223812
MBelt_R,0.7135537470698189
LBelt_R,0.658903084876096
A4_R,0.5795084294380526
STSva_R,0.5879979206559115
TE1m_R,0.5740714038166227
PI_R,0.6315113025959088
a32pr_R,0.635547456117031
p24_R,0.6274032580974827
