region,thick
Pir_R,2.8271981792489607
AVI_R,3.06227413185421
AAIC_R,3.5670534003053533
FOP1_R,2.968928410456731
FOP3_R,2.7821656542359667
FOP2_R,2.7699779106029108
PFt_R,2.5700084662487006
AIP_R,2.412357322391502
EC_R,2.889372827605249
PreS_R,2.107297393735382
H_R,2.8272050314286643
ProS_R,2.300816779820686
PeEc_R,3.3716414168074325
STGa_R,3.293505757861227
PBelt_R,2.808554667197245
A5_R,3.042351292473363
PHA1_R,2.9885393487688408
PHA3_R,2.744307868941658
STSda_R,2.8767701464234667
STSdp_R,2.799753676828872
STSvp_R,3.01669292489605
TGd_R,3.3834228515625
TE1a_R,3.2732276202735187
TE1p_R,3.0214077321010917
TE2a_R,3.0055355460628896
TF_R,2.9394995675513256
TE2p_R,2.8447306230509355
PHT_R,2.889177159807043
PH_R,2.773219245387214
TPOJ1_R,2.7961557749155403
TPOJ2_R,2.6994002058699325
TPOJ3_R,2.542922561233108
DVT_R,2.379441227585759
PGp_R,2.682473799295088
IP2_R,2.493753603738955
IP1_R,2.483617961034953
IP0_R,2.504398338016502
PFop_R,2.790099209410733
PF_R,2.733001772430484
PFm_R,2.64744774070946
PGi_R,2.725605225116944
PGs_R,2.701010975669179
V6A_R,2.3175155417587057
VMV1_R,2.6535545555320947
VMV3_R,2.7044012819159304
PHA2_R,2.462562227943087
V4t_R,2.6556678185096154
FST_R,2.653811892947635
V3CD_R,2.4534891806620323
LO3_R,2.5323379738662943
VMV2_R,2.474082010947245
31pd_R,2.5539649757179053
31a_R,2.7676989263903327
VVC_R,3.0486664643158785
25_R,3.07122180962513
s32_R,2.928011253816918
pOFC_R,2.909415199454262
PoI1_R,3.20651885922882
Ig_R,2.8988351802072505
FOP5_R,2.747710864410083
p10p_R,2.4521491988533004
p47r_R,2.6049259050968034
TGv_R,3.3142726842678014
MBelt_R,2.6370572984342515
LBelt_R,2.6995824230931653
A4_R,3.066934375406055
STSva_R,2.8949951679443866
TE1m_R,3.055392005587318
PI_R,2.643620163883836
a32pr_R,3.0559790089819385
p24_R,3.172299073788332
