region,rk
TGv_L,0.7170627451676057
MBelt_L,0.707426275894797
LBelt_L,0.6854083200779589
A4_L,0.5960619579659666
STSva_L,0.58374643338599
TE1m_L,0.5819534250361545
PI_L,0.6460493388492946
a32pr_L,0.6112429305766726
p24_L,0.6080740601032433
V1_R,0.6750893473847793
MST_R,0.6062153282498001
V6_R,0.6199745691814545
V2_R,0.659173326414126
V3_R,0.6299732948145782
V4_R,0.6187290701740581
V8_R,0.6400075938455652
4_R,0.6952636163113282
3b_R,0.6744647620885742
FEF_R,0.6266569407786121
PEF_R,0.6124347671162159
55b_R,0.6032437931737746
V3A_R,0.6065687633084555
RSC_R,0.7637112900134351
POS2_R,0.6172668443965348
V7_R,0.603056569989244
IPS1_R,0.5811891400558071
FFC_R,0.6434959754053062
V3B_R,0.5804301688728583
LO1_R,0.580784195757962
LO2_R,0.5960991662568011
PIT_R,0.6084468391112541
MT_R,0.6004568226514196
A1_R,0.7169276706381966
PSL_R,0.5496070018828685
SFL_R,0.6070955800441263
PCV_R,0.604599183335016
STV_R,0.568968792896702
7Pm_R,0.5807116928813282
7m_R,0.6138474740177762
POS1_R,0.6564878234591672
23d_R,0.6707116099751899
v23ab_R,0.6690092439615751
d23ab_R,0.6632942834534576
31pv_R,0.6247929299814766
5m_R,0.6733284679930491
5mv_R,0.636281967392952
23c_R,0.613553653566507
5L_R,0.6003156257386991
24dd_R,0.691875549225532
24dv_R,0.6625913081125152
7AL_R,0.5643165050439334
SCEF_R,0.6605848909868136
6ma_R,0.6072444447202421
7Am_R,0.5727644816079277
7Pl_R,0.5654607828557872
7PC_R,0.5743894060319129
LIPv_R,0.5999636046143701
VIP_R,0.5695707997879442
MIP_R,0.5745955550234225
1_R,0.6238969773186618
2_R,0.603290679456745
3a_R,0.6700223696649473
6d_R,0.641781909200231
6mp_R,0.6386186422649563
6v_R,0.5785622938951439
p24pr_R,0.6420097799344991
33pr_R,0.6935710081674823
a24pr_R,0.6354764857936563
p32pr_R,0.6546457320483697
a24_R,0.6639245720858523
d32_R,0.6328457366242634
8BM_R,0.634751954524363
p32_R,0.6574873610150811
10r_R,0.6946327643830781
47m_R,0.7199613774849616
8Av_R,0.5990243480050559
8Ad_R,0.6013946755954235
9m_R,0.6060174290885227
8BL_R,0.5736919664615777
9p_R,0.5639652854225368
10d_R,0.5871984700127899
8C_R,0.6074986141701564
44_R,0.6020353326947443
45_R,0.5982911412599569
47l_R,0.602641103379097
a47r_R,0.6006070290175063
6r_R,0.5946935423516232
IFJa_R,0.6339206336460289
IFJp_R,0.6315810702620905
IFSp_R,0.617573752644671
IFSa_R,0.5921240404443379
p9-46v_R,0.5886864383746409
46_R,0.5873922500729344
a9-46v_R,0.5864679507913747
9-46d_R,0.5826397992664127
9a_R,0.5589022709002379
10v_R,0.713426690768477
a10p_R,0.6048910790882898
10pp_R,0.6684471688881873
11l_R,0.6767214728823165
13l_R,0.7920830050089395
OFC_R,0.8026416978997524
47s_R,0.6951107769548358
LIPd_R,0.5805974442073459
6a_R,0.6271958138290905
i6-8_R,0.6201379191354275
s6-8_R,0.5949596131839389
43_R,0.6038927463458851
OP4_R,0.6050520953716417
OP1_R,0.6535635151268416
OP2-3_R,0.6780133510834436
52_R,0.6650349051865366
RI_R,0.6398911282233655
PFcm_R,0.6006309995917063
PoI2_R,0.6405601634039073
TA2_R,0.6267547429615384
FOP4_R,0.6620807947685332
MI_R,0.6249287164315965
Pir_R,0.7149962452920801
AVI_R,0.6670134797076108
AAIC_R,0.6529707723214473
FOP1_R,0.648945573179301
FOP3_R,0.6557495294400882
FOP2_R,0.66244480731864
PFt_R,0.5568039619641376
AIP_R,0.5792291205709643
EC_R,0.7939738160246255
PreS_R,0.7991595310522308
H_R,0.6949402349638653
ProS_R,0.6852067431428113
PeEc_R,0.7284292356762446
STGa_R,0.5683054173066868
PBelt_R,0.6231851354053711
A5_R,0.5809165834432722
PHA1_R,0.694957384470193
PHA3_R,0.6635203502596965
STSda_R,0.5789651474802511
STSdp_R,0.5893684138313676
STSvp_R,0.5535988492443048
TGd_R,0.6522266875522377
TE1a_R,0.5698664189939936
TE1p_R,0.5589715769212213
TE2a_R,0.6375115784014919
TF_R,0.7211581045779908
TE2p_R,0.662330730637774
PHT_R,0.5498405311779059
PH_R,0.5850047477603513
TPOJ1_R,0.5768612763098533
TPOJ2_R,0.5710625756285085
TPOJ3_R,0.5694589310443063
DVT_R,0.6153377752703764
PGp_R,0.5499337799428494
IP2_R,0.5645942174842439
IP1_R,0.5618840560440662
IP0_R,0.5698470226221207
PFop_R,0.5604617692542463
PF_R,0.5486845370237988
PFm_R,0.5494114912110213
PGi_R,0.5508521715706981
PGs_R,0.5442212645542522
V6A_R,0.5859896824343555
VMV1_R,0.6970247841294005
VMV3_R,0.6565818448028192
PHA2_R,0.6520057302299793
V4t_R,0.5935226219536751
FST_R,0.5744143210143015
V3CD_R,0.5728324168842637
LO3_R,0.5731266605861695
VMV2_R,0.6588476260622282
31pd_R,0.6175626322012978
31a_R,0.6273151791776783
VVC_R,0.6767031276154473
25_R,0.7550163773870499
s32_R,0.7538057048003041
pOFC_R,0.7930590559622173
PoI1_R,0.6323529920333965
Ig_R,0.6690290613501405
FOP5_R,0.6778340537663529
p10p_R,0.5922065297476526
p47r_R,0.5712410114338379
TGv_R,0.7023564838854703
MBelt_R,0.7171137903862917
LBelt_R,0.6589031002735999
A4_R,0.5787587258620437
STSva_R,0.580635726638611
TE1m_R,0.57083358102841
PI_R,0.6282219574769886
a32pr_R,0.6399039422222312
p24_R,0.6343508179595402
