region,rk
V1_L,0.6756159639413564
MST_L,0.6074206760816656
V6_L,0.6038795699294571
V2_L,0.6590275288027682
V3_L,0.6342157461287663
V4_L,0.6295237469868072
V8_L,0.6425060011774965
4_L,0.6986327114407576
3b_L,0.645519020906875
FEF_L,0.6244421683797745
PEF_L,0.6035196767639445
55b_L,0.6120930346622475
V3A_L,0.616582061215904
RSC_L,0.7545521097792574
POS2_L,0.6223620248006186
V7_L,0.6397472898999261
IPS1_L,0.612128788536584
FFC_L,0.637900171617087
V3B_L,0.5871169424589793
LO1_L,0.5805487578883367
LO2_L,0.6014436895639426
PIT_L,0.6170770724755825
MT_L,0.6106683384485319
A1_L,0.7289032218996481
PSL_L,0.5681120644406166
SFL_L,0.5930937311096621
PCV_L,0.5851785403463208
STV_L,0.5761283456138943
7Pm_L,0.5682622815056866
7m_L,0.6007875122269299
POS1_L,0.6647075996840244
23d_L,0.6611233121391608
v23ab_L,0.6551419870167106
d23ab_L,0.6651951761660504
31pv_L,0.617539083154842
5m_L,0.6567891667626938
5mv_L,0.5956493337019554
23c_L,0.600198393643353
5L_L,0.5817737892034613
24dd_L,0.6715481660461972
24dv_L,0.6367769023401154
7AL_L,0.5855168035712351
SCEF_L,0.6310082836139826
6ma_L,0.6057706144349474
7Am_L,0.562360440032493
7Pl_L,0.5832268680150038
7PC_L,0.6036927596608559
LIPv_L,0.6360923651637193
VIP_L,0.5960596110335256
MIP_L,0.6003364022429045
1_L,0.6410870805760676
2_L,0.6287995754836927
3a_L,0.662599860292362
6d_L,0.6407937679237613
6mp_L,0.6340397817631389
6v_L,0.583335312449411
p24pr_L,0.6314722391366959
33pr_L,0.682552600620331
a24pr_L,0.6127596089334691
p32pr_L,0.6285880249486523
a24_L,0.653223735476386
d32_L,0.5941826364339496
8BM_L,0.5947685979239418
p32_L,0.6345761770682913
10r_L,0.676927967598385
47m_L,0.7026518479336669
8Av_L,0.5915969885758695
8Ad_L,0.5929320529575867
9m_L,0.5638959224939715
8BL_L,0.5670041032580243
9p_L,0.5617612636757473
10d_L,0.5654383058873929
8C_L,0.6128462633749661
44_L,0.6050731893983239
45_L,0.6181449451275093
47l_L,0.6162170319984586
a47r_L,0.5906306027145147
6r_L,0.5904960215489682
IFJa_L,0.6246886034229153
IFJp_L,0.619910024149717
IFSp_L,0.6062981919958692
IFSa_L,0.585289133138109
p9-46v_L,0.5893721514046134
46_L,0.5671136878513566
a9-46v_L,0.5746369250578088
9-46d_L,0.5741595951376435
9a_L,0.5559113178790813
10v_L,0.7215076720936545
a10p_L,0.5870635997239273
10pp_L,0.6573056802756001
11l_L,0.6729065464310566
13l_L,0.7725492781099826
OFC_L,0.8194153533610301
47s_L,0.6935438299637149
LIPd_L,0.6158199227514877
6a_L,0.6261212645916802
i6-8_L,0.6073445787556422
s6-8_L,0.598404315459979
43_L,0.6198079706608012
OP4_L,0.6201852179675438
OP1_L,0.6641544736534267
OP2-3_L,0.6949369887863188
52_L,0.6639693242289807
RI_L,0.6711122602661507
PFcm_L,0.6279655474293122
PoI2_L,0.6440999678195284
TA2_L,0.6218629998969256
FOP4_L,0.6556961984580918
MI_L,0.6243948848145332
Pir_L,0.7329351977218127
AVI_L,0.6687064644695233
AAIC_L,0.6681119271418793
FOP1_L,0.6442401730891439
FOP3_L,0.649971731175627
FOP2_L,0.6596926129026702
PFt_L,0.5608464106736029
AIP_L,0.6017457582613127
EC_L,0.8001941053315322
PreS_L,0.8055038674586691
H_L,0.7052640995577989
ProS_L,0.6775069036419691
PeEc_L,0.7426455521478577
STGa_L,0.5787478328122435
PBelt_L,0.6282185996876983
A5_L,0.6083778662084587
PHA1_L,0.7028459155364836
PHA3_L,0.6716403824258538
STSda_L,0.6088152707724849
STSdp_L,0.6065350472080946
STSvp_L,0.5572959602590741
TGd_L,0.6597420075254788
TE1a_L,0.5876878574856347
TE1p_L,0.5673245609836425
TE2a_L,0.6443391692104777
TF_L,0.728608610791412
TE2p_L,0.6549658767609445
PHT_L,0.5542548530221911
PH_L,0.5803946812848348
TPOJ1_L,0.5957847279218852
TPOJ2_L,0.5708372588433356
TPOJ3_L,0.5732919023085599
DVT_L,0.5955526953031998
PGp_L,0.563153795525147
IP2_L,0.5597233546132929
IP1_L,0.5643015841494876
IP0_L,0.5463036317940757
PFop_L,0.575574718667479
PF_L,0.572110611086868
PFm_L,0.5533453445631891
PGi_L,0.5633478789480422
PGs_L,0.5586942966603002
V6A_L,0.5823271200339221
VMV1_L,0.6997420051481076
VMV3_L,0.6469166322112568
PHA2_L,0.6631099757022602
V4t_L,0.5969806601809519
FST_L,0.5720532563773232
V3CD_L,0.5848344718197671
LO3_L,0.5724922467074011
VMV2_L,0.6651342168459238
31pd_L,0.6049314193085534
31a_L,0.6058542941766505
VVC_L,0.675594911862557
25_L,0.7738200395274697
s32_L,0.752094825245566
pOFC_L,0.7902845154232718
PoI1_L,0.6385268449971859
Ig_L,0.6822958673989515
FOP5_L,0.6786447110747197
p10p_L,0.5895601953409044
p47r_L,0.5715424768315346
