region,isovf
V1_L,0.0973305392869612
MST_L,0.0776041667667174
V6_L,0.0908031952250133
V2_L,0.083947480208369
V3_L,0.0741603379675103
V4_L,0.0727599692576504
V8_L,0.056524501677874
4_L,0.0996271008431108
3b_L,0.1354395416536884
FEF_L,0.0976354052916989
PEF_L,0.0977931228328277
55b_L,0.0957667421074564
V3A_L,0.10026830087028
RSC_L,0.0690643843229242
POS2_L,0.0813016853736856
V7_L,0.1289350977559263
IPS1_L,0.1262918218547624
FFC_L,0.0724414585132911
V3B_L,0.0817060621234892
LO1_L,0.062072264489322
LO2_L,0.0587337892521345
PIT_L,0.0591575020176426
MT_L,0.0809633101410851
A1_L,0.1332944556199683
PSL_L,0.0800526779533672
SFL_L,0.0769753004504931
PCV_L,0.0641342748859451
STV_L,0.0693973034712514
7Pm_L,0.0682471447608907
7m_L,0.0592940921626819
POS1_L,0.0588778137259144
23d_L,0.0696994060935152
v23ab_L,0.0543844999678671
d23ab_L,0.0552532310440862
31pv_L,0.0581663653262867
5m_L,0.0718648257693856
5mv_L,0.0660185844483119
23c_L,0.0864319999381804
5L_L,0.0744013763523604
24dd_L,0.0668150444689331
24dv_L,0.0671496923101469
7AL_L,0.0943673174386694
SCEF_L,0.0584041096659766
6ma_L,0.1004700025414841
7Am_L,0.0712585959382552
7Pl_L,0.0890979434980867
7PC_L,0.1055419396189097
LIPv_L,0.124353803525691
VIP_L,0.0940724518833928
MIP_L,0.1023568023536985
1_L,0.1069451202806739
2_L,0.1172484009329825
3a_L,0.1594153943913902
6d_L,0.0973578532009046
6mp_L,0.0930559792734917
6v_L,0.086263816973603
p24pr_L,0.0735144448300148
33pr_L,0.0559692263745712
a24pr_L,0.0672705447408579
p32pr_L,0.0570419276202879
a24_L,0.074535020307963
d32_L,0.0528750540636286
8BM_L,0.0419958592072455
p32_L,0.0722174178474211
10r_L,0.091141595316537
47m_L,0.1502255841461705
8Av_L,0.1004726059244908
8Ad_L,0.1052015993273795
9m_L,0.0571947814696457
8BL_L,0.0907247309881284
9p_L,0.1088073937608684
10d_L,0.0991726122541682
8C_L,0.1008423314103153
44_L,0.1001074875941572
45_L,0.105540950538243
47l_L,0.1156285029962569
a47r_L,0.1118335072587675
6r_L,0.0934238123093531
IFJa_L,0.1001491503996896
IFJp_L,0.0917910834101988
IFSp_L,0.1067279957866324
IFSa_L,0.1085399643765532
p9-46v_L,0.0989644469835731
46_L,0.0947050880610862
a9-46v_L,0.1113072386911982
9-46d_L,0.1005551212037186
9a_L,0.1129241590860923
10v_L,0.1328113157820142
a10p_L,0.1182168478660947
10pp_L,0.1459131442366426
11l_L,0.1350452579731018
13l_L,0.1795664501787799
OFC_L,0.193410944984358
47s_L,0.1394066774168804
LIPd_L,0.1247148734581748
6a_L,0.1189616587889694
i6-8_L,0.0979685569590279
s6-8_L,0.1135568965662983
43_L,0.0979207762260819
OP4_L,0.0770376853978003
OP1_L,0.0712953189769729
OP2-3_L,0.0845888157957677
52_L,0.124007858117063
RI_L,0.1025487339324937
PFcm_L,0.0814953335481842
PoI2_L,0.1218311276762298
TA2_L,0.0863591176374704
FOP4_L,0.0837883082371414
MI_L,0.1131220674700832
Pir_L,0.1355309265263136
AVI_L,0.1264303699028749
AAIC_L,0.13105977716325
FOP1_L,0.0797642696016836
FOP3_L,0.0943898313652165
FOP2_L,0.0686607961953184
PFt_L,0.0880013815516866
AIP_L,0.1079570139324703
EC_L,0.1623245874825876
PreS_L,0.1635792029744804
H_L,0.1284512068420559
ProS_L,0.0798446048052417
PeEc_L,0.1435240919060523
STGa_L,0.0967174783579823
PBelt_L,0.0996583311480607
A5_L,0.1008581480364417
PHA1_L,0.0956578549404957
PHA3_L,0.0818173702486754
STSda_L,0.1076797638976645
STSdp_L,0.0797516322867143
STSvp_L,0.0701570065935827
TGd_L,0.1203523744309374
TE1a_L,0.0907396926998203
TE1p_L,0.058046459433561
TE2a_L,0.1079333081861569
TF_L,0.1239539182308535
TE2p_L,0.0831909683107019
PHT_L,0.0541552671392994
PH_L,0.0508028788013495
TPOJ1_L,0.069177007823536
TPOJ2_L,0.0632691723018256
TPOJ3_L,0.0768903461189822
DVT_L,0.0618960640861796
PGp_L,0.0688617924932063
IP2_L,0.0847632657626394
IP1_L,0.0806707657560643
IP0_L,0.0517280950115243
PFop_L,0.0828515669148343
PF_L,0.0851553584694476
PFm_L,0.0796087248520253
PGi_L,0.0685008661024745
PGs_L,0.0772689645032271
V6A_L,0.0882851133543827
VMV1_L,0.0883486143460113
VMV3_L,0.0607836237577589
PHA2_L,0.0812670817024031
V4t_L,0.0639087761049995
FST_L,0.0560177289659112
V3CD_L,0.071349816959175
LO3_L,0.0644344354238969
VMV2_L,0.0732290659226588
31pd_L,0.057898454220361
31a_L,0.0566926057469049
VVC_L,0.0745475471441184
25_L,0.1215185096242789
s32_L,0.1080764627112583
pOFC_L,0.1803651047147749
PoI1_L,0.1147032441220349
Ig_L,0.1094763301736895
FOP5_L,0.0965456062274893
p10p_L,0.1331392413152132
p47r_L,0.1162944632071615
TGv_L,0.1377444662685484
MBelt_L,0.1075762598885852
LBelt_L,0.1219230193358394
A4_L,0.095903837794733
STSva_L,0.090240467749303
TE1m_L,0.0782673789598805
PI_L,0.095615361147366
a32pr_L,0.0523002049312494
p24_L,0.0626893041671124
V1_R,0.1058234713701098
MST_R,0.0636613151493465
V6_R,0.1205207224720353
V2_R,0.0936872354692985
V3_R,0.0759956301310309
V4_R,0.06323813954245
V8_R,0.0674567492090239
4_R,0.0890716002816655
3b_R,0.1671214290978775
FEF_R,0.0876604318933657
PEF_R,0.088628751150295
55b_R,0.073527963650656
V3A_R,0.0771180700190011
RSC_R,0.1225097666015132
POS2_R,0.0799080624916262
V7_R,0.0615070546676283
IPS1_R,0.0614358961263623
FFC_R,0.0520020293827442
V3B_R,0.0685369711149134
LO1_R,0.0603572013763443
LO2_R,0.0523658910578578
PIT_R,0.0503390255949942
MT_R,0.06194584399689
A1_R,0.1432553084115947
PSL_R,0.0613019416083482
SFL_R,0.0905518239952198
PCV_R,0.0986951514357633
STV_R,0.056932786259687
7Pm_R,0.0970590082673893
7m_R,0.09828296789882
POS1_R,0.061974981116673
23d_R,0.1240417540350386
v23ab_R,0.0965374642702818
d23ab_R,0.0943225709666475
31pv_R,0.0873425070461579
5m_R,0.1091753959320195
5mv_R,0.1221673442883217
23c_R,0.0909727611461301
5L_R,0.09696857123928
24dd_R,0.1242675621823247
24dv_R,0.1217866760782582
7AL_R,0.0786636094500593
SCEF_R,0.1225930995566858
6ma_R,0.0771786323399652
7Am_R,0.0919233291852479
7Pl_R,0.0803901892638738
7PC_R,0.0727613123713283
LIPv_R,0.0754877059205098
VIP_R,0.0745258528956628
MIP_R,0.0669024869629596
1_R,0.0840137522057342
2_R,0.0709199982561718
3a_R,0.1350703983543424
6d_R,0.0885214072303845
6mp_R,0.0926900842446006
6v_R,0.0785725235719209
p24pr_R,0.1187048039793634
33pr_R,0.1244666817994936
a24pr_R,0.1147483106667458
p32pr_R,0.1196743393480993
a24_R,0.110213977837276
d32_R,0.111318605253627
8BM_R,0.1157998138692922
p32_R,0.1171873057299206
10r_R,0.1436065145994919
47m_R,0.1384986636927843
8Av_R,0.083134274707635
8Ad_R,0.0835977319597108
9m_R,0.113315162259274
8BL_R,0.0839130055994726
9p_R,0.0867245477449527
10d_R,0.1158497253502275
8C_R,0.0761613222220711
44_R,0.0812233321261311
45_R,0.0892932186237079
47l_R,0.0980409901406833
a47r_R,0.1050099184545459
6r_R,0.0855040764852404
IFJa_R,0.0986320823116778
IFJp_R,0.0878363269050172
IFSp_R,0.1047618041935718
IFSa_R,0.1075808363770142
p9-46v_R,0.0887725372767103
46_R,0.1013400801000502
a9-46v_R,0.1068956435268854
9-46d_R,0.1015268403212763
9a_R,0.0935275097262362
10v_R,0.1593628422012216
a10p_R,0.1099024148451292
10pp_R,0.1404105659953048
11l_R,0.1096903996075927
13l_R,0.1809160960676662
OFC_R,0.1651512733221627
47s_R,0.1234554157825409
LIPd_R,0.0723246961957329
6a_R,0.083626765997434
i6-8_R,0.0989565939623196
s6-8_R,0.0724695193253561
43_R,0.0688828080640751
OP4_R,0.0684828793361684
OP1_R,0.0771874154048803
OP2-3_R,0.0824773438599107
52_R,0.1267624069495187
RI_R,0.1021572937836167
PFcm_R,0.0661147905768603
PoI2_R,0.080755885023376
TA2_R,0.1186416234301872
FOP4_R,0.1004497801158638
MI_R,0.0821136221127501
Pir_R,0.1268125549635
AVI_R,0.0896783189550329
AAIC_R,0.0927643118642573
FOP1_R,0.0916065934333323
FOP3_R,0.0850319272791231
FOP2_R,0.0900360708518386
PFt_R,0.0816000135616427
AIP_R,0.0739088569662944
EC_R,0.160822772387404
PreS_R,0.1804894617749952
H_R,0.107405538677698
ProS_R,0.0997465865590766
PeEc_R,0.1178840519701317
STGa_R,0.0732978415403485
PBelt_R,0.1185825094121559
A5_R,0.0503638404578867
PHA1_R,0.0860746871094769
PHA3_R,0.0772931943300195
STSda_R,0.0480826400222224
STSdp_R,0.0524368892833357
STSvp_R,0.0667423662474397
TGd_R,0.1166292694633007
TE1a_R,0.0720553820764564
TE1p_R,0.0535035494239838
TE2a_R,0.1042205146557982
TF_R,0.1100647271253146
TE2p_R,0.0879650796159992
PHT_R,0.0469197093661168
PH_R,0.0415719011976679
TPOJ1_R,0.0564619843600983
TPOJ2_R,0.0552495738325919
TPOJ3_R,0.055419509073376
DVT_R,0.0992987872725753
PGp_R,0.0493969879073638
IP2_R,0.0896665792521234
IP1_R,0.0826523595528422
IP0_R,0.0946378512386833
PFop_R,0.0599513580314973
PF_R,0.0562343021869002
PFm_R,0.0631195416156682
PGi_R,0.0512212737321145
PGs_R,0.0536140647967775
V6A_R,0.089099401409548
VMV1_R,0.0752909852256701
VMV3_R,0.0826758013355431
PHA2_R,0.0543713615485256
V4t_R,0.0549337727866361
FST_R,0.0473019769211061
V3CD_R,0.0610499018726016
LO3_R,0.0591001300554457
VMV2_R,0.0650388251600253
31pd_R,0.1027622913681607
31a_R,0.091423411666767
VVC_R,0.0696665980180288
25_R,0.1097733078826792
s32_R,0.1288996927834392
pOFC_R,0.1712734027693364
PoI1_R,0.078409705596357
Ig_R,0.074158141788466
FOP5_R,0.1069049179058253
p10p_R,0.0997996585929509
p47r_R,0.0918609553666904
TGv_R,0.1343245096188416
MBelt_R,0.1488540713602158
LBelt_R,0.1327113982185403
A4_R,0.0824141974827488
STSva_R,0.0772691788682651
TE1m_R,0.0647449112078458
PI_R,0.1218180773137808
a32pr_R,0.1096344468083815
p24_R,0.1051767098620123
