region,icvf
TF_R,0.3013522767363306
TE2p_R,0.2749652051062407
PHT_R,0.2270120615711357
PH_R,0.2440609974349337
TPOJ1_R,0.2378298580356895
TPOJ2_R,0.2362247171031237
TPOJ3_R,0.2364851613442833
DVT_R,0.257516095976277
PGp_R,0.2331951809012663
IP2_R,0.2418897090586008
IP1_R,0.242459206745726
IP0_R,0.2390061961652369
PFop_R,0.2345714553667778
PF_R,0.2358086133941456
PFm_R,0.2378060819703747
PGi_R,0.2327939090361536
PGs_R,0.2370932676493894
V6A_R,0.254895166128277
VMV1_R,0.2906769820237372
VMV3_R,0.2703836625511099
PHA2_R,0.2656652191360949
V4t_R,0.2518497570169687
FST_R,0.2371962917820812
V3CD_R,0.2410605551566963
LO3_R,0.2413258792642087
VMV2_R,0.2678108939294346
31pd_R,0.251941188847901
31a_R,0.2551582189446672
VVC_R,0.2836520751359029
25_R,0.3062536127601665
s32_R,0.3012393072560978
pOFC_R,0.3317193342421703
PoI1_R,0.2481579317330595
Ig_R,0.2635441569328758
FOP5_R,0.2637935912869601
p10p_R,0.2227896476784385
p47r_R,0.2276010305215628
TGv_R,0.2977349657669077
MBelt_R,0.2994158202688922
LBelt_R,0.2737517491116652
A4_R,0.2433371362070017
STSva_R,0.2324247603114016
TE1m_R,0.2326942269671164
PI_R,0.2431484587794382
a32pr_R,0.2414944687672076
p24_R,0.2289216630062496
