region,rtpp_icc
2_R,0.9007524603164829
3a_R,0.8733397586265544
6d_R,0.8589381222498256
6mp_R,0.8660608941393051
6v_R,0.9025498219223798
p24pr_R,0.8657188987430474
33pr_R,0.8567319129296622
a24pr_R,0.8764342752635785
p32pr_R,0.8885510585642656
a24_R,0.883539053024991
d32_R,0.863079391392818
8BM_R,0.8510801986779417
p32_R,0.8410366416521423
10r_R,0.8589219603849311
47m_R,0.8276600317168071
8Av_R,0.8695262633351118
8Ad_R,0.8760118079426575
9m_R,0.8267455001927715
8BL_R,0.8715109676103875
9p_R,0.9211327382382468
10d_R,0.7972177454510051
8C_R,0.8811015890885548
44_R,0.8552661607247454
45_R,0.8776892557331535
47l_R,0.8715097410875674
a47r_R,0.8704682018718249
6r_R,0.8717216212577567
IFJa_R,0.8878784290511093
IFJp_R,0.9187563794896629
IFSp_R,0.8701982144585039
IFSa_R,0.8738243771135052
p9-46v_R,0.8341883594423782
46_R,0.855091982074809
a9-46v_R,0.9027238150684027
9-46d_R,0.8637253053472091
9a_R,0.8087438294373217
10v_R,0.8363815185776915
a10p_R,0.7986046116226687
10pp_R,0.8938087373905234
11l_R,0.8001842656494701
13l_R,0.7870955066661856
OFC_R,0.8659104776714214
47s_R,0.8513851056712266
LIPd_R,0.9030522261197674
6a_R,0.8665778959225665
i6-8_R,0.8525293775021002
s6-8_R,0.8490352683238341
43_R,0.9026002765259209
OP4_R,0.8697742900508804
OP1_R,0.8617832549489094
OP2-3_R,0.8770983566395304
52_R,0.8556769223715185
RI_R,0.8483623613033734
PFcm_R,0.8337139149691225
PoI2_R,0.8706611441196664
TA2_R,0.8162144566281279
FOP4_R,0.8714396329509141
MI_R,0.8362778158684275
Pir_R,0.8397011019939107
AVI_R,0.8369599277385431
AAIC_R,0.8646352438979423
FOP1_R,0.9035746089408112
FOP3_R,0.8364733281335102
FOP2_R,0.8289128798978141
PFt_R,0.9041775992206725
AIP_R,0.9278343733824297
EC_R,0.824380219150282
PreS_R,0.890618342136129
H_R,0.913796049146469
ProS_R,0.8736286158556568
PeEc_R,0.8338576529685554
STGa_R,0.8647048179878781
PBelt_R,0.8785415936021876
A5_R,0.9069005162257254
PHA1_R,0.9069082403155138
PHA3_R,0.9403232209238143
STSda_R,0.854458347273729
STSdp_R,0.8965096686458237
STSvp_R,0.871484893469387
TGd_R,0.7774710581841093
TE1a_R,0.8315562582523232
TE1p_R,0.8777863592399694
TE2a_R,0.8618331000102827
TF_R,0.8458447223424986
TE2p_R,0.8666841887776771
PHT_R,0.895934802435553
PH_R,0.8820300267470502
TPOJ1_R,0.8483127297336582
TPOJ2_R,0.8831630822466666
TPOJ3_R,0.850756309687458
DVT_R,0.8977640854302269
PGp_R,0.907603600921649
IP2_R,0.9193001039187537
IP1_R,0.9002617177950075
IP0_R,0.8889851618893225
PFop_R,0.8723963123186328
PF_R,0.8352734394148061
PFm_R,0.856057859954164
PGi_R,0.8679889361665716
PGs_R,0.8810911507730194
V6A_R,0.8962468925470162
VMV1_R,0.8787758660470318
VMV3_R,0.9045946143477765
PHA2_R,0.9112532703798358
V4t_R,0.8994414637105685
FST_R,0.8923016041063134
V3CD_R,0.9015240661192955
LO3_R,0.8940853241468225
VMV2_R,0.9113323178106247
31pd_R,0.8553510457677163
31a_R,0.8405393706015045
VVC_R,0.8921778987767293
25_R,0.8687544972346615
s32_R,0.8783345918704747
pOFC_R,0.8545232036571655
PoI1_R,0.8752475056446427
Ig_R,0.8834828648079357
FOP5_R,0.8784130087870922
p10p_R,0.7834471045888501
p47r_R,0.782235953803602
TGv_R,0.8052482123612466
MBelt_R,0.8121505904975084
LBelt_R,0.8387495208791991
A4_R,0.8807085445226758
STSva_R,0.8736356941110135
TE1m_R,0.9075520901492695
PI_R,0.8517636798835667
a32pr_R,0.8653417918918531
p24_R,0.8477461166141155
