region,fa_icc
V1_L,0.8854077575934051
MST_L,0.9233480819421148
V6_L,0.9261053400212726
V2_L,0.9476538404302328
V3_L,0.9587813242146616
V4_L,0.9294879349178728
V8_L,0.9077601957664506
4_L,0.9435787739401088
3b_L,0.8605435740853543
FEF_L,0.9463845584660294
PEF_L,0.9659201455010094
55b_L,0.9642491009292758
V3A_L,0.9551837140188768
RSC_L,0.8871075546544774
POS2_L,0.961081895569898
V7_L,0.9446176802435388
IPS1_L,0.9579425453633724
FFC_L,0.9309988446190768
V3B_L,0.9238021706051364
LO1_L,0.9687919069985562
LO2_L,0.9194546344731382
PIT_L,0.9328979844039624
MT_L,0.9394761570911974
A1_L,0.8715007813713638
PSL_L,0.946395443560031
SFL_L,0.9582759468212912
PCV_L,0.9623826518936708
STV_L,0.961281840144278
7Pm_L,0.9545049711173768
7m_L,0.9546385481106986
POS1_L,0.8954896993472099
23d_L,0.8996290248811598
v23ab_L,0.9354502660938692
d23ab_L,0.9247386912793232
31pv_L,0.947120118814018
5m_L,0.9078212818517472
5mv_L,0.9226235730340152
23c_L,0.9605687497427754
5L_L,0.8919693447616223
24dd_L,0.8896514836020847
24dv_L,0.9241252504010612
7AL_L,0.9485023805789564
SCEF_L,0.8978768390234045
6ma_L,0.9158132229124142
7Am_L,0.9428070070557432
7Pl_L,0.959400407486869
7PC_L,0.9585610332097628
LIPv_L,0.9469387446049636
VIP_L,0.9584923745610108
MIP_L,0.9662359417494382
1_L,0.9105755494236124
2_L,0.9364531522713556
3a_L,0.8599583569861217
6d_L,0.962401378436297
6mp_L,0.9390921807194678
6v_L,0.9354418567133472
p24pr_L,0.932941804709804
33pr_L,0.9517233230613554
a24pr_L,0.95237932916686
p32pr_L,0.9257690030590868
a24_L,0.9277856755097308
d32_L,0.9530956168033314
8BM_L,0.9446633906290184
p32_L,0.906303819821972
10r_L,0.9137506771430328
47m_L,0.9362354039605044
8Av_L,0.9426458912416762
8Ad_L,0.953561854646356
9m_L,0.9292970362601504
8BL_L,0.9601134878783856
9p_L,0.9461811946418196
10d_L,0.9444648703244428
8C_L,0.944937974224397
44_L,0.9219985615058384
45_L,0.9446385984189228
47l_L,0.9425209484691208
a47r_L,0.9448483262481776
6r_L,0.9544415513457314
IFJa_L,0.9602544131118812
IFJp_L,0.9511582148470435
IFSp_L,0.9304632138729788
IFSa_L,0.9406143319961509
p9-46v_L,0.9715678970095452
46_L,0.9168806518230648
a9-46v_L,0.9212700153029404
9-46d_L,0.9498790123208312
9a_L,0.9502640583133172
10v_L,0.8312093209983894
a10p_L,0.9001892370115097
10pp_L,0.9297183000358052
11l_L,0.8983832201730111
13l_L,0.870593389515428
OFC_L,0.8854489778043527
47s_L,0.9243906908479927
LIPd_L,0.9454038158112268
6a_L,0.8784101721849618
i6-8_L,0.907106870499062
s6-8_L,0.953448716909428
43_L,0.9598957441178068
OP4_L,0.9404982740728488
OP1_L,0.9555705553135252
OP2-3_L,0.904350643429316
52_L,0.9065321903470982
RI_L,0.917508847071176
PFcm_L,0.9298642724512446
PoI2_L,0.9093192006190538
TA2_L,0.9404887746281224
FOP4_L,0.9315396267939584
MI_L,0.904647814264269
Pir_L,0.8521694953032023
AVI_L,0.9182989506601774
AAIC_L,0.8967215743719894
FOP1_L,0.9673777058154996
FOP3_L,0.927178809810317
FOP2_L,0.9147628873618152
PFt_L,0.961091516082066
AIP_L,0.9672502858126354
EC_L,0.887873122097392
PreS_L,0.9011565534832996
H_L,0.8879789436227177
ProS_L,0.918409984306356
PeEc_L,0.8754338787191716
STGa_L,0.9458967564221132
PBelt_L,0.9517619112166352
A5_L,0.9436667558561672
PHA1_L,0.8848556421223802
PHA3_L,0.8995840369175748
STSda_L,0.940296446972066
STSdp_L,0.954445496703157
STSvp_L,0.948634452618184
TGd_L,0.923747470160466
TE1a_L,0.9420160195926468
TE1p_L,0.953170570101694
TE2a_L,0.9676114395142594
TF_L,0.9406601696276298
TE2p_L,0.9397963068608076
PHT_L,0.95156406476949
PH_L,0.9371031834957736
TPOJ1_L,0.946667512929047
TPOJ2_L,0.9504676236815284
TPOJ3_L,0.9423283594525358
DVT_L,0.8976111122182423
PGp_L,0.9451263335884572
IP2_L,0.943035017332699
IP1_L,0.9388535352670636
IP0_L,0.9003579530093546
PFop_L,0.951492537377301
PF_L,0.9463558579901388
PFm_L,0.9595017189486474
PGi_L,0.9584609401823642
PGs_L,0.954773194953561
V6A_L,0.9609195025605868
VMV1_L,0.9149433864032898
VMV3_L,0.8431341543337769
PHA2_L,0.9014392001808104
V4t_L,0.9238121779781456
FST_L,0.9562028730160282
V3CD_L,0.9305215244404372
LO3_L,0.9400717756987336
VMV2_L,0.8855177562806155
31pd_L,0.9494154677698344
31a_L,0.9616353175759474
VVC_L,0.8973998115691176
25_L,0.9207469852452976
s32_L,0.903980413324104
pOFC_L,0.8328941447040047
PoI1_L,0.9226991915845874
Ig_L,0.9211597761968952
FOP5_L,0.92091848060478
p10p_L,0.9006288575585689
p47r_L,0.9207538778940728
TGv_L,0.9393129199417491
MBelt_L,0.9085130548155804
LBelt_L,0.927441561205496
A4_L,0.953485122690652
STSva_L,0.9545251399788512
TE1m_L,0.9599998814342172
PI_L,0.9212344532421984
a32pr_L,0.946636269163162
p24_L,0.9770066347660928
V1_R,0.9516756053574152
MST_R,0.9406122613261554
V6_R,0.9528801615743492
V2_R,0.9623406752394988
V3_R,0.9633503837075312
V4_R,0.9661429386771212
V8_R,0.9482473571452086
4_R,0.946142455063572
3b_R,0.9065546989054164
FEF_R,0.9383179543447812
PEF_R,0.9463365534652918
55b_R,0.9594734533803873
V3A_R,0.9504403730145384
RSC_R,0.8886475022679802
POS2_R,0.9804680922117266
V7_R,0.9395768663554886
IPS1_R,0.9327722812666158
FFC_R,0.9505337561836092
V3B_R,0.9582875041709265
LO1_R,0.9409138866269696
LO2_R,0.9487483198509312
PIT_R,0.949683631089841
MT_R,0.936581244541402
A1_R,0.9142462746169744
PSL_R,0.9544214068124112
SFL_R,0.9104696404979928
PCV_R,0.9335634243512568
STV_R,0.9524675064269412
7Pm_R,0.9610941605899808
7m_R,0.9623306411979464
POS1_R,0.9213450623650128
23d_R,0.9189242531291
v23ab_R,0.9377865486171062
d23ab_R,0.9374644736419748
31pv_R,0.9335240733407134
5m_R,0.9046943507510185
5mv_R,0.89824545766103
23c_R,0.9122428131530064
5L_R,0.9344180055575588
24dd_R,0.9040410831390864
24dv_R,0.9407671512501572
7AL_R,0.9468440936478448
SCEF_R,0.920373861558144
6ma_R,0.8866506936632229
7Am_R,0.9647658112182876
7Pl_R,0.9825120509583803
7PC_R,0.9599059418814708
LIPv_R,0.9386351935553804
VIP_R,0.9677273792475388
MIP_R,0.9735496602697156
1_R,0.9267541609717892
2_R,0.9153398313725972
3a_R,0.9003624989312431
6d_R,0.9431001398129502
6mp_R,0.9212212322984238
6v_R,0.9193133400137372
p24pr_R,0.950495427938254
33pr_R,0.930773260577648
a24pr_R,0.954082709566504
p32pr_R,0.952132944518634
a24_R,0.925114144767758
d32_R,0.9336066013189172
8BM_R,0.9128551090915644
p32_R,0.9269714607513694
10r_R,0.9133607929575756
47m_R,0.9152558053054272
8Av_R,0.9455424178591206
8Ad_R,0.937374505810256
9m_R,0.8917657741555332
8BL_R,0.956751649116192
9p_R,0.920103175546429
10d_R,0.9167569205267688
8C_R,0.9772124227025248
44_R,0.9521835397325306
45_R,0.9116138141727548
47l_R,0.9333959316417924
a47r_R,0.9312128353808024
6r_R,0.9551031326442778
IFJa_R,0.955269935889918
IFJp_R,0.9671836961286532
IFSp_R,0.9344789422590348
IFSa_R,0.907822146323124
p9-46v_R,0.948632577856868
46_R,0.9474849624062306
a9-46v_R,0.915901675476412
9-46d_R,0.8880269965839387
9a_R,0.9332457283566306
10v_R,0.9092714876523048
a10p_R,0.9005043409279909
10pp_R,0.8919876207714691
11l_R,0.8816555737179589
13l_R,0.9368830386146624
OFC_R,0.89441293056453
47s_R,0.93846429785027
LIPd_R,0.9333194152998808
6a_R,0.942196530862754
i6-8_R,0.9610745091870904
s6-8_R,0.9419966247705328
43_R,0.961014086437128
OP4_R,0.9352343818214742
OP1_R,0.9207423280623006
OP2-3_R,0.9114676725553174
52_R,0.9582002103178822
RI_R,0.9065407501403792
PFcm_R,0.9428682999280136
PoI2_R,0.8778735525778772
TA2_R,0.9216891270806544
FOP4_R,0.9271333934477352
MI_R,0.9157718832512048
Pir_R,0.855110136759208
AVI_R,0.9424262053141104
AAIC_R,0.9416412633277408
FOP1_R,0.9448755680897007
FOP3_R,0.9117192618255928
FOP2_R,0.923009022566482
PFt_R,0.9730121300375988
AIP_R,0.9080663289135752
EC_R,0.8959560631345609
PreS_R,0.8248769738471169
H_R,0.915657464405254
ProS_R,0.937182537366412
PeEc_R,0.9106952640683816
STGa_R,0.9178884457729602
PBelt_R,0.8734517037144726
A5_R,0.9335229609375172
PHA1_R,0.9126154825971544
PHA3_R,0.9086091080338772
STSda_R,0.9466339664825728
STSdp_R,0.95851728893632
STSvp_R,0.9503745115105112
TGd_R,0.9208680388139704
TE1a_R,0.9123829065895674
TE1p_R,0.9542774446949134
TE2a_R,0.9494070177958602
TF_R,0.9213896989117538
TE2p_R,0.9436510920958086
PHT_R,0.9280843081570934
PH_R,0.9405038358571076
TPOJ1_R,0.943800089819332
TPOJ2_R,0.94471558537662
TPOJ3_R,0.9667490494326412
DVT_R,0.9532359568086548
PGp_R,0.9686476996956714
IP2_R,0.9537930842863488
IP1_R,0.9504689248130088
IP0_R,0.9315279766607114
PFop_R,0.9465368113701348
PF_R,0.961693063635324
PFm_R,0.9435387378548148
PGi_R,0.9492964199592212
PGs_R,0.9373044787278836
V6A_R,0.9495212730227244
VMV1_R,0.9204061615318148
VMV3_R,0.9537174454305404
PHA2_R,0.915217963759395
V4t_R,0.941812593132465
FST_R,0.9478309538976238
V3CD_R,0.9560591587239432
LO3_R,0.9579246284110522
VMV2_R,0.928449005248962
31pd_R,0.941060330910392
31a_R,0.9702933877022872
VVC_R,0.935265685124712
25_R,0.8893866836529609
s32_R,0.9149494903516632
pOFC_R,0.9000207060086899
PoI1_R,0.8487674770698205
Ig_R,0.9011017945286184
FOP5_R,0.921067273628893
p10p_R,0.9010872377767548
p47r_R,0.9193985638854932
TGv_R,0.9217596151378636
MBelt_R,0.9171744049419048
LBelt_R,0.9376982438207464
A4_R,0.9570437479174928
STSva_R,0.9278350667095012
TE1m_R,0.9520155507698954
PI_R,0.9513930208408086
a32pr_R,0.9466293751694536
p24_R,0.9553595170923304
