region,kfa_icc
5mv_R,0.8607508246458921
23c_R,0.8438218059335713
5L_R,0.7969107857282202
24dd_R,0.7560558372295996
24dv_R,0.7988846863954875
7AL_R,0.7895382831554787
SCEF_R,0.7831560130392106
6ma_R,0.830153805878813
7Am_R,0.8499259537648984
7Pl_R,0.7863754736662951
7PC_R,0.8523126085500345
LIPv_R,0.8581906645299319
VIP_R,0.8078230340164966
MIP_R,0.8863146514729588
1_R,0.8692423821489159
2_R,0.8578435746381843
3a_R,0.8394214362895168
6d_R,0.8303373497916302
6mp_R,0.8256712980792839
6v_R,0.8789221919914789
p24pr_R,0.865436245908554
33pr_R,0.8887713017908316
a24pr_R,0.874320055469554
p32pr_R,0.7835132744034474
a24_R,0.898753666267562
d32_R,0.7455682329973303
8BM_R,0.7757779264730567
p32_R,0.867603708838476
10r_R,0.8873045505265492
47m_R,0.8558777553874971
8Av_R,0.8449837456606173
8Ad_R,0.7860598901823642
9m_R,0.821814688593802
8BL_R,0.7992557653538591
9p_R,0.8136549426440991
10d_R,0.8763983520062327
8C_R,0.8824902790162693
44_R,0.863437845582552
45_R,0.8739960923067049
47l_R,0.8889974717006832
a47r_R,0.8464054021877908
6r_R,0.8569324251858523
IFJa_R,0.894145577292678
IFJp_R,0.9110874495109276
IFSp_R,0.8710156018120111
IFSa_R,0.8262480122442127
p9-46v_R,0.835397336374763
46_R,0.7826215627273471
a9-46v_R,0.8854221858588589
9-46d_R,0.770139293456512
9a_R,0.7659088677872905
10v_R,0.8619555795459439
a10p_R,0.8455797182435292
10pp_R,0.8129046742433507
11l_R,0.8967733981754902
13l_R,0.8293882496697441
OFC_R,0.8212159984426634
47s_R,0.887218893246649
LIPd_R,0.8605128712704743
6a_R,0.8500513355847042
i6-8_R,0.8168160397864934
s6-8_R,0.7925926612510262
43_R,0.9090099244513732
OP4_R,0.8616355880899271
OP1_R,0.7847501163353042
OP2-3_R,0.8202855843344117
52_R,0.8826297778916478
RI_R,0.8423147476085859
PFcm_R,0.7864490886147294
PoI2_R,0.8186030223403856
TA2_R,0.8300417133520663
FOP4_R,0.8081645335535281
MI_R,0.8881337516159412
Pir_R,0.7906333442241201
AVI_R,0.8632257259515547
AAIC_R,0.8132603800275068
FOP1_R,0.8755272721185671
FOP3_R,0.8366525448640829
FOP2_R,0.8428459945670661
PFt_R,0.8801750857181461
AIP_R,0.8214672463986679
EC_R,0.8867035135801781
PreS_R,0.8590832581979726
H_R,0.9133849038657826
ProS_R,0.8752839545779476
PeEc_R,0.8484169924811475
STGa_R,0.8590762739537993
PBelt_R,0.8152350486635728
A5_R,0.8802613477399809
PHA1_R,0.8517321790382522
PHA3_R,0.8616697083120438
STSda_R,0.8706778131176698
STSdp_R,0.8385110266204739
STSvp_R,0.8600938762650284
TGd_R,0.7452228817169486
TE1a_R,0.8470003690578386
TE1p_R,0.8676747654252542
TE2a_R,0.8602092073570026
TF_R,0.871727151335772
TE2p_R,0.900978817269248
PHT_R,0.8289022051880429
PH_R,0.8571554395887587
TPOJ1_R,0.8679495630557817
TPOJ2_R,0.8198840991250558
TPOJ3_R,0.8747956625013646
DVT_R,0.8429091630266943
PGp_R,0.8469413721869813
IP2_R,0.7733184982989854
IP1_R,0.868468314577639
IP0_R,0.885674886448132
PFop_R,0.8611287828788742
PF_R,0.8201570156993536
PFm_R,0.8047784086402733
PGi_R,0.835782312728254
PGs_R,0.849638818823141
V6A_R,0.8656161141836183
VMV1_R,0.9024621606999356
VMV3_R,0.9050807664338936
PHA2_R,0.8369566816903811
V4t_R,0.8086522280548967
FST_R,0.8241915088585924
V3CD_R,0.7578472346905442
LO3_R,0.8167515918632625
VMV2_R,0.912420092569482
31pd_R,0.8257105465339262
31a_R,0.7868389219761358
VVC_R,0.8669379150156807
25_R,0.8985766949606789
s32_R,0.8974042922953729
pOFC_R,0.7969626237125125
PoI1_R,0.8223221807936278
Ig_R,0.8167395221451051
FOP5_R,0.8541199010755708
p10p_R,0.7794133058803447
p47r_R,0.853978395540762
TGv_R,0.8123812042259542
MBelt_R,0.8695176373613507
LBelt_R,0.8719082491064991
A4_R,0.8526515591892351
STSva_R,0.8471092510700853
TE1m_R,0.8736368772951456
PI_R,0.8566894127276065
a32pr_R,0.7468068222981304
p24_R,0.8405479255002647
