region,rtap_icc
d32_R,0.8551327235814957
8BM_R,0.8843702180008395
p32_R,0.8706585042898062
10r_R,0.8575743453349401
47m_R,0.9203218781047809
8Av_R,0.9345049177676957
8Ad_R,0.9321327906525051
9m_R,0.8692671973753063
8BL_R,0.8908269095980733
9p_R,0.949722247137539
10d_R,0.8307656971820749
8C_R,0.9268555463203357
44_R,0.8952716478269034
45_R,0.9170669858335199
47l_R,0.9084115563571004
a47r_R,0.9194837529249537
6r_R,0.8695652390627271
IFJa_R,0.9449597697361425
IFJp_R,0.945778180132658
IFSp_R,0.9144005897574755
IFSa_R,0.8838417458779788
p9-46v_R,0.9184306623108411
46_R,0.914742680242381
a9-46v_R,0.9079173937867576
9-46d_R,0.8932221518256763
9a_R,0.8730927407244781
10v_R,0.8483339941904825
a10p_R,0.8151249794884433
10pp_R,0.8961416163587842
11l_R,0.8544871579444683
13l_R,0.813768780520705
OFC_R,0.8557033083702961
47s_R,0.8726953630208111
LIPd_R,0.9413355444097754
6a_R,0.9506913241007041
i6-8_R,0.9142210535459221
s6-8_R,0.9241650389259597
43_R,0.938808683962612
OP4_R,0.867728641657403
OP1_R,0.9016522697294503
OP2-3_R,0.9072004048539765
52_R,0.922633720093023
RI_R,0.9169981131560695
PFcm_R,0.9054456174395668
PoI2_R,0.8874915603494328
TA2_R,0.8752417670683031
FOP4_R,0.9075410684426288
MI_R,0.8606788474352839
Pir_R,0.8619669669616746
AVI_R,0.8975306938101675
AAIC_R,0.900506665614335
FOP1_R,0.880150783123705
FOP3_R,0.8744796898117146
FOP2_R,0.8510019590582806
PFt_R,0.9590722378169575
AIP_R,0.94922416346551
EC_R,0.8438046840729587
PreS_R,0.9109155729864268
H_R,0.925188846564305
ProS_R,0.9115507226691656
PeEc_R,0.8475830212535278
STGa_R,0.8808242179905469
PBelt_R,0.9004485814256781
A5_R,0.9134008789806602
PHA1_R,0.8910505585334471
PHA3_R,0.9225506644607768
STSda_R,0.9076849236859361
STSdp_R,0.9162356003240283
STSvp_R,0.8975459413707286
TGd_R,0.7880884125425283
TE1a_R,0.8582269035593089
TE1p_R,0.8931461920457525
TE2a_R,0.8414073854628239
TF_R,0.8875584047836204
TE2p_R,0.9018343851266307
PHT_R,0.891409223016036
PH_R,0.8803897882714101
TPOJ1_R,0.8973377916039998
TPOJ2_R,0.9126851895712432
TPOJ3_R,0.9275608137554445
DVT_R,0.9636410619305453
PGp_R,0.9268666193418279
IP2_R,0.9477965120221514
IP1_R,0.9132813189463894
IP0_R,0.9071708469731004
PFop_R,0.9032940670672415
PF_R,0.8908899460153759
PFm_R,0.8972955909267593
PGi_R,0.8992925322163189
PGs_R,0.900077492807402
V6A_R,0.9245348168776962
VMV1_R,0.8882192279690951
VMV3_R,0.8982517355437106
PHA2_R,0.9114407608177134
V4t_R,0.8515628725407325
FST_R,0.9158791382493059
V3CD_R,0.9478915841520218
LO3_R,0.9382551433412647
VMV2_R,0.9263794038023029
31pd_R,0.8990764555441898
31a_R,0.9154781304230813
VVC_R,0.9204111972116297
25_R,0.8749529248926173
s32_R,0.929819478094943
pOFC_R,0.9022268219068507
PoI1_R,0.8585821222052085
Ig_R,0.900702729512214
FOP5_R,0.9196579578575597
p10p_R,0.8353839152691208
p47r_R,0.8184972790928012
TGv_R,0.8450952723419126
MBelt_R,0.8966773145791154
LBelt_R,0.8987455192617502
A4_R,0.9141944873600252
STSva_R,0.8496595172592258
TE1m_R,0.9002307451577298
PI_R,0.8122959532447483
a32pr_R,0.8930677480756044
p24_R,0.8718884719461995
