region,qiv_icc
5mv_R,0.8382994574637079
23c_R,0.7898782948179738
5L_R,0.8918864280680612
24dd_R,0.8617229925502742
24dv_R,0.8618714086653593
7AL_R,0.9011690336809706
SCEF_R,0.852476394599568
6ma_R,0.9006159565138749
7Am_R,0.8822582548876573
7Pl_R,0.8964424638307618
7PC_R,0.8892225293279225
LIPv_R,0.8959295096427321
VIP_R,0.9010051799721364
MIP_R,0.9029721054268268
1_R,0.8879012651778555
2_R,0.9161725508471984
3a_R,0.8759773950707156
6d_R,0.92339524111261
6mp_R,0.8533817904012564
6v_R,0.9291475594220586
p24pr_R,0.884709496479423
33pr_R,0.9228904236667176
a24pr_R,0.9165740497613796
p32pr_R,0.8845829693270199
a24_R,0.9008240634603738
d32_R,0.8997613586556176
8BM_R,0.898325902005972
p32_R,0.9090419432102952
10r_R,0.90270038405881
47m_R,0.8883673829712674
8Av_R,0.927652328027126
8Ad_R,0.8707993723773619
9m_R,0.9166215526694996
8BL_R,0.930042844360329
9p_R,0.91612393550986
10d_R,0.927325774864708
8C_R,0.8961694486524775
44_R,0.91078304451953
45_R,0.9191132591947492
47l_R,0.9110805132814808
a47r_R,0.9222192932957765
6r_R,0.8891751664181737
IFJa_R,0.929378756044395
IFJp_R,0.9312464595618228
IFSp_R,0.9064196359698882
IFSa_R,0.8959164949452654
p9-46v_R,0.9113203554668416
46_R,0.9085469641786011
a9-46v_R,0.9035312275280036
9-46d_R,0.8860088934911782
9a_R,0.9173377924790078
10v_R,0.9052423737035424
a10p_R,0.8766726224973608
10pp_R,0.8792455335244554
11l_R,0.8947467361404983
13l_R,0.9079571604279588
OFC_R,0.8853900219140427
47s_R,0.9023654925726452
LIPd_R,0.9075961668859296
6a_R,0.8910778011932221
i6-8_R,0.9137139732830272
s6-8_R,0.9030028461535418
43_R,0.9107129583612392
OP4_R,0.9254974657348032
OP1_R,0.9199722237940264
OP2-3_R,0.8908112147554416
52_R,0.9037270553022424
RI_R,0.9319310156123763
PFcm_R,0.8645226846931483
PoI2_R,0.912455433032564
TA2_R,0.900991729357136
FOP4_R,0.9265920555361722
MI_R,0.8988035797140106
Pir_R,0.8522021313729476
AVI_R,0.9083913918572896
AAIC_R,0.8970049254971612
FOP1_R,0.9299147608118504
FOP3_R,0.8677768483165642
FOP2_R,0.905619544952656
PFt_R,0.9283380311221968
AIP_R,0.9066904270266952
EC_R,0.910342137261976
PreS_R,0.9303150514909132
H_R,0.9081083179434676
ProS_R,0.8908537195956526
PeEc_R,0.8831789023914345
STGa_R,0.9174168367186032
PBelt_R,0.9142669925797428
A5_R,0.9233859624923136
PHA1_R,0.8839640295256319
PHA3_R,0.9136824603978774
STSda_R,0.9125325098384222
STSdp_R,0.8839197967146338
STSvp_R,0.9004030309809921
TGd_R,0.9013395923985784
TE1a_R,0.9036183243752832
TE1p_R,0.9163273553702416
TE2a_R,0.8779741105673985
TF_R,0.8939941914294994
TE2p_R,0.8881923514905402
PHT_R,0.8796936784631924
PH_R,0.9028210599110128
TPOJ1_R,0.9174817147824332
TPOJ2_R,0.8934761968963073
TPOJ3_R,0.8928777398937884
DVT_R,0.9140926030222316
PGp_R,0.8749644533652756
IP2_R,0.9101228139953697
IP1_R,0.8701057735554374
IP0_R,0.8820941652932499
PFop_R,0.919472084907594
PF_R,0.8981348293271847
PFm_R,0.8743807706956773
PGi_R,0.8795922088244208
PGs_R,0.8856806164058436
V6A_R,0.867948542255446
VMV1_R,0.913406160638609
VMV3_R,0.90478747116698
PHA2_R,0.9051964351720628
V4t_R,0.9054393599038812
FST_R,0.8970265513521276
V3CD_R,0.9005338210484465
LO3_R,0.911473602384658
VMV2_R,0.9323114499814086
31pd_R,0.8544844399935424
31a_R,0.8511901551700206
VVC_R,0.9108886924038972
25_R,0.8979146195886701
s32_R,0.91008725520107
pOFC_R,0.9437897261750744
PoI1_R,0.8915396418920601
Ig_R,0.8599272340599625
FOP5_R,0.9126357848592488
p10p_R,0.8905355552254349
p47r_R,0.900624246938207
TGv_R,0.8890026636909475
MBelt_R,0.903225174644604
LBelt_R,0.900720668279326
A4_R,0.9087153841884624
STSva_R,0.8887390711547548
TE1m_R,0.8822849349292285
PI_R,0.8827257809743905
a32pr_R,0.9019195637860764
p24_R,0.9363383531597262
