region,rk_icc
5m_R,0.8564581154192297
5mv_R,0.8875577941579997
23c_R,0.9106663972167515
5L_R,0.8523475338522049
24dd_R,0.8977552819565248
24dv_R,0.9003649965826502
7AL_R,0.8308968542467673
SCEF_R,0.8652955826125102
6ma_R,0.7409027551589109
7Am_R,0.8458484784449689
7Pl_R,0.8954138829720161
7PC_R,0.8444343485435912
LIPv_R,0.8784299651039933
VIP_R,0.8882763219227584
MIP_R,0.9110051843607762
1_R,0.8318586206818479
2_R,0.8615967606550043
3a_R,0.8561881873752193
6d_R,0.7656090778831707
6mp_R,0.7692729182058204
6v_R,0.8568155460639891
p24pr_R,0.9552799291009222
33pr_R,0.93014942921773
a24pr_R,0.8852309102132566
p32pr_R,0.889858373867918
a24_R,0.8407876128181325
d32_R,0.779919794611596
8BM_R,0.8221789618157389
p32_R,0.8333581865067001
10r_R,0.8627553510273117
47m_R,0.9237006938866523
8Av_R,0.8135467528390525
8Ad_R,0.7744221547665188
9m_R,0.7759680902232478
8BL_R,0.8173145991084696
9p_R,0.8524158212163623
10d_R,0.7968262590719524
8C_R,0.8250403398483322
44_R,0.787370900338632
45_R,0.8928326055789891
47l_R,0.8672216876747926
a47r_R,0.852290731573187
6r_R,0.79368432614847
IFJa_R,0.8467978483895028
IFJp_R,0.8627234833144326
IFSp_R,0.8402138091434936
IFSa_R,0.8225416727263072
p9-46v_R,0.8077008250145229
46_R,0.8091373455689308
a9-46v_R,0.7954214432648834
9-46d_R,0.7673287119283602
9a_R,0.799221771382626
10v_R,0.8536706139304657
a10p_R,0.8384336436797837
10pp_R,0.8527920323553727
11l_R,0.8543455470537958
13l_R,0.9136361726510666
OFC_R,0.7487480268131086
47s_R,0.9054565682300687
LIPd_R,0.8845820076357873
6a_R,0.8241127293925413
i6-8_R,0.8320786864505466
s6-8_R,0.7604741632241976
43_R,0.8364902323951808
OP4_R,0.8450002211126542
OP1_R,0.8183462306036551
OP2-3_R,0.8682555333514149
52_R,0.8800483194563213
RI_R,0.8915152416800992
PFcm_R,0.7957202460793175
PoI2_R,0.879230097518786
TA2_R,0.8410608043540313
FOP4_R,0.7979363953049889
MI_R,0.8063971750469959
Pir_R,0.8692617185147611
AVI_R,0.8020041373179264
AAIC_R,0.7954053276646531
FOP1_R,0.7843023308011444
FOP3_R,0.8084459189984973
FOP2_R,0.8211012939296266
PFt_R,0.8408380658893281
AIP_R,0.8837211902766691
EC_R,0.9276086001162588
PreS_R,0.8993198479650316
H_R,0.940108804029567
ProS_R,0.9209916628078528
PeEc_R,0.9268956110953405
STGa_R,0.7997342263923313
PBelt_R,0.8597732345942352
A5_R,0.8829162549564634
PHA1_R,0.9346931099508939
PHA3_R,0.9179930973027279
STSda_R,0.8477191239122877
STSdp_R,0.8853096588128038
STSvp_R,0.8778748629585528
TGd_R,0.8564691337883313
TE1a_R,0.8736157688710298
TE1p_R,0.9277223748590819
TE2a_R,0.9161374775073624
TF_R,0.879730962439512
TE2p_R,0.9207373180833498
PHT_R,0.880217598626816
PH_R,0.9072337776896389
TPOJ1_R,0.905925695743238
TPOJ2_R,0.8457759178466177
TPOJ3_R,0.8942417012482559
DVT_R,0.8906303476645442
PGp_R,0.8840438187948465
IP2_R,0.9101400946187227
IP1_R,0.8998158071826319
IP0_R,0.8759320393457651
PFop_R,0.8387082920152653
PF_R,0.8423796185888557
PFm_R,0.8497773040339086
PGi_R,0.860716476700101
PGs_R,0.8660434804334469
V6A_R,0.8965419293662222
VMV1_R,0.9286857672653444
VMV3_R,0.9238796569026346
PHA2_R,0.9329380975694693
V4t_R,0.8980213589932402
FST_R,0.9054546920904498
V3CD_R,0.8606926927568002
LO3_R,0.881613242691929
VMV2_R,0.9271829962489077
31pd_R,0.9242332126485426
31a_R,0.9121336923850037
VVC_R,0.9311537958200288
25_R,0.9309760917673467
s32_R,0.9266474112287078
pOFC_R,0.91319661862177
PoI1_R,0.8769549812735437
Ig_R,0.8623019555843796
FOP5_R,0.8096678329866664
p10p_R,0.794076997919242
p47r_R,0.8540568704657121
TGv_R,0.9109146078323055
MBelt_R,0.8935240437630882
LBelt_R,0.9022405537995983
A4_R,0.8295483883051916
STSva_R,0.831755426496095
TE1m_R,0.9437503580187023
PI_R,0.8786788515549804
a32pr_R,0.8320408113042675
p24_R,0.7406183068153444
