region,dki-md_retest_cov
V1_L,0.648667538809956
MST_L,0.8793903345537523
V6_L,1.0294866143461796
V2_L,0.6418339098462001
V3_L,0.6740470849206055
V4_L,0.5939828097307913
V8_L,0.7820212806480042
4_L,0.7764118801626935
3b_L,1.0028189643647698
FEF_L,1.1020474083623621
PEF_L,0.8715904190778697
55b_L,1.1879927141696733
V3A_L,0.8172927145285006
RSC_L,0.8688769628121512
POS2_L,0.9095205503213262
V7_L,1.164856215291492
IPS1_L,1.1663494622322408
FFC_L,0.9544683092161008
V3B_L,0.9372712447454338
LO1_L,0.6128049702145328
LO2_L,0.7894711806271253
PIT_L,0.860169075558715
MT_L,0.9626001058037089
A1_L,0.9033631278587353
PSL_L,0.7584950840138166
SFL_L,1.1668422445799245
PCV_L,1.1087196332351525
STV_L,0.7184356375151919
7Pm_L,1.0170329896257086
7m_L,1.0668355999898353
POS1_L,0.8632115716635639
23d_L,1.0113491230803433
v23ab_L,0.9794654392569411
d23ab_L,1.0779243087710093
31pv_L,1.1788945855354536
5m_L,1.1110081126220226
5mv_L,1.2800394105055417
23c_L,1.2220892984804699
5L_L,1.0179590155803215
24dd_L,1.1628983737311538
24dv_L,1.1775749672254552
7AL_L,0.9799064129026067
SCEF_L,0.9430624586675858
6ma_L,1.1468365155995242
7Am_L,0.8901067479549234
7Pl_L,0.849554145168417
7PC_L,1.117001543301413
LIPv_L,1.335831716745555
VIP_L,0.9412713308783854
MIP_L,1.0845751448212897
1_L,0.9074773879094423
2_L,1.0470571373794595
3a_L,1.0290829908983679
6d_L,1.011434117359759
6mp_L,1.0770501707161988
6v_L,0.9516998850280258
p24pr_L,1.1084934355054101
33pr_L,0.8889205764852467
a24pr_L,0.9074299126348698
p32pr_L,1.0687835154939767
a24_L,0.8843233627836486
d32_L,1.0730315417129002
8BM_L,0.9992462076892472
p32_L,0.8987007300694939
10r_L,0.7107232598016499
47m_L,0.9035035494761127
8Av_L,1.0662716034428479
8Ad_L,1.0169907425596025
9m_L,0.9674274758171529
8BL_L,0.9809573332783906
9p_L,0.7058573598819877
10d_L,0.9571611841617863
8C_L,0.9833322470531558
44_L,0.8310737169512084
45_L,0.7173514515355816
47l_L,0.7878374417601961
a47r_L,0.7311762773274775
6r_L,0.7849404189798003
IFJa_L,0.9625178247506707
IFJp_L,0.9921785131974536
IFSp_L,0.812998108404943
IFSa_L,0.8119280709310472
p9-46v_L,0.8673606908515921
46_L,0.8613708074561103
a9-46v_L,0.6780810950497418
9-46d_L,0.7696088234191191
9a_L,0.8507806745232586
10v_L,0.9388244860542735
a10p_L,0.8195372232485815
10pp_L,0.7935476473846074
11l_L,0.5760374574202717
13l_L,1.1914534241229502
OFC_L,0.98006496707559
47s_L,0.918093238616626
LIPd_L,1.1141256952842922
6a_L,1.1996891612259748
i6-8_L,1.260062809177657
s6-8_L,1.0616747715609562
43_L,0.8190329286271105
OP4_L,0.6840238530789623
OP1_L,0.7428255949665965
OP2-3_L,0.7272355814089296
52_L,0.788244561084976
RI_L,1.1000194292318586
PFcm_L,0.9449980033787612
PoI2_L,0.8231020921902334
TA2_L,0.7205845668387083
FOP4_L,0.8975037679237148
MI_L,0.9228033530978872
Pir_L,0.971922226619506
AVI_L,0.8103848087130633
AAIC_L,0.8890380691344253
FOP1_L,0.8844558036923531
FOP3_L,0.8541148817469568
FOP2_L,0.9117394357435049
PFt_L,0.9831481776501381
AIP_L,1.321395094919416
EC_L,1.1059101007747865
PreS_L,0.9173193013209948
H_L,0.8800775509523171
ProS_L,1.1374447787584225
PeEc_L,1.1698679792436657
STGa_L,0.9449613165521688
PBelt_L,0.9881729365924633
A5_L,0.8722506576597283
PHA1_L,0.936290388759994
PHA3_L,1.0516821467773005
STSda_L,0.9290428257485618
STSdp_L,0.7907894499887805
STSvp_L,0.7995851938698251
TGd_L,0.7101996165865315
TE1a_L,0.81298841615315
TE1p_L,0.7092443670097791
TE2a_L,0.9693257131293107
TF_L,0.9919298773686219
TE2p_L,0.9950167393231031
PHT_L,0.8143955679700755
PH_L,0.766787922712471
TPOJ1_L,0.7661645207645577
TPOJ2_L,0.7071126269024111
TPOJ3_L,0.9570299632906445
DVT_L,0.8210232721553248
PGp_L,0.8012143192249055
IP2_L,1.1702971051310815
IP1_L,1.096989401654739
IP0_L,0.9235174202195532
PFop_L,0.9979474277444729
PF_L,0.9389596112047873
PFm_L,1.0369584173321087
PGi_L,0.8619161407294353
PGs_L,1.0119214530241187
V6A_L,1.099171160080923
VMV1_L,0.9643808405553305
VMV3_L,0.9996788633661798
PHA2_L,1.153454287608897
V4t_L,0.8013119676607869
FST_L,0.7589344515339488
V3CD_L,0.7428431642925204
LO3_L,0.8954570432614255
VMV2_L,0.8314080026561317
31pd_L,1.0993410004278759
31a_L,1.436731738952954
VVC_L,0.8724417797216953
25_L,1.1361878954565765
s32_L,0.9336706117916649
pOFC_L,1.126768111071946
PoI1_L,0.8689791029545637
Ig_L,0.74010156174536
FOP5_L,0.7526431182626487
p10p_L,0.8245222198955802
p47r_L,0.7897351381083794
TGv_L,1.0357213471039266
MBelt_L,0.9036281041372465
LBelt_L,0.9286299982136582
A4_L,0.9297791023319084
STSva_L,0.8540145502613861
TE1m_L,0.980191044481121
PI_L,0.8455720976166348
a32pr_L,1.010396525317734
p24_L,1.0310522560357658
V1_R,0.6610926637828956
MST_R,0.9033780553071447
V6_R,1.0535357163854822
V2_R,0.6796137086933158
V3_R,0.7266656246325682
V4_R,0.7056037742125937
V8_R,0.8447578161860412
4_R,0.850994394487435
3b_R,1.0860484360896077
FEF_R,1.0282336707006774
PEF_R,0.9199846670363955
55b_R,0.8999140107238309
V3A_R,0.7162213775348926
RSC_R,0.9811167852684208
POS2_R,0.9576930225698129
V7_R,0.91074032135946
IPS1_R,0.8909969054450255
FFC_R,0.9228044204445007
V3B_R,0.9700007989129045
LO1_R,0.7992219792672999
LO2_R,0.8650097447065429
PIT_R,0.8240462828395861
MT_R,0.9781184794260169
A1_R,1.0558733416505006
PSL_R,0.7393343967860604
SFL_R,1.2808427924357986
PCV_R,1.3263302520308984
STV_R,0.8385875707291728
7Pm_R,1.1797314894254707
7m_R,1.0187307983890952
POS1_R,0.8183538625684877
23d_R,1.16209420937194
v23ab_R,1.0742533645810708
d23ab_R,1.1474091221188
31pv_R,1.2549117721942116
5m_R,1.190820262245174
5mv_R,1.3529152436477792
23c_R,1.207402918760932
5L_R,1.065813809423253
24dd_R,1.2558828656800038
24dv_R,1.3060512041352552
7AL_R,1.0038994242148633
SCEF_R,1.297742370110865
6ma_R,1.0632408621665959
7Am_R,1.026037282812776
7Pl_R,0.9668166868020689
7PC_R,1.0121080055875162
LIPv_R,1.0347907380944261
VIP_R,0.875376400565399
MIP_R,0.9142129347191756
1_R,0.837455549701919
2_R,0.9002862601552543
3a_R,1.1089183480101985
6d_R,0.9385071300469096
6mp_R,1.0830143770570038
6v_R,0.9184144682724344
p24pr_R,1.0088777041000023
33pr_R,0.7804997003418328
a24pr_R,0.9948025448403539
p32pr_R,1.0888060837543705
a24_R,0.7126716154132313
d32_R,1.0106544340707517
8BM_R,1.0270264594707166
p32_R,0.8289148426430195
10r_R,0.7655541448717168
47m_R,0.9383086365052824
8Av_R,0.892108919735902
8Ad_R,1.099792071864262
9m_R,0.9259243089651281
8BL_R,0.9605214677456592
9p_R,0.8007087669046925
10d_R,0.9442078167308601
8C_R,0.9577377138963848
44_R,0.9602408322728055
45_R,0.9274078445717603
47l_R,0.7664512489059832
a47r_R,0.7917292556770091
6r_R,0.9411376133739198
IFJa_R,0.9121556049113183
IFJp_R,0.971724711133049
IFSp_R,0.8546431311735733
IFSa_R,1.013913988765421
p9-46v_R,0.8364794826614157
46_R,0.8819735040503011
a9-46v_R,0.9152665911727423
9-46d_R,0.8579072959977077
9a_R,1.0300004866180121
10v_R,0.545073857051701
a10p_R,0.7978389168354151
10pp_R,0.8740022677323387
11l_R,0.657162128406823
13l_R,1.105435713133123
OFC_R,1.129057832113259
47s_R,0.8871435788533925
LIPd_R,0.8868224623268257
6a_R,1.0447980848460092
i6-8_R,1.0677469489450493
s6-8_R,1.1820375307376765
43_R,0.8664527229724911
OP4_R,0.8394009008231248
OP1_R,1.0352076973455424
OP2-3_R,0.8997968939678254
52_R,0.9572580012988798
RI_R,1.0132467154139237
PFcm_R,1.1158648535940483
PoI2_R,0.6804583085548087
TA2_R,0.9552587717557672
FOP4_R,0.7148956864565088
MI_R,0.8026130329415225
Pir_R,0.868108904096704
AVI_R,0.7516039027652048
AAIC_R,0.988982147642533
FOP1_R,0.8725252587488446
FOP3_R,0.891879525612429
FOP2_R,0.7817877411073401
PFt_R,1.016508656949316
AIP_R,0.9333402158368455
EC_R,0.9623632683537535
PreS_R,0.7608716930751797
H_R,0.9471423961967858
ProS_R,0.8786027213472618
PeEc_R,1.0355473892673988
STGa_R,0.9215325480659993
PBelt_R,0.9702567039085782
A5_R,0.7618666169042667
PHA1_R,0.862508457020243
PHA3_R,0.994912229864529
STSda_R,0.8859141490669351
STSdp_R,0.8379092214151337
STSvp_R,0.8974320037848444
TGd_R,0.7813718107558952
TE1a_R,1.0916038227114522
TE1p_R,0.8271101378598653
TE2a_R,1.0509507207580358
TF_R,1.091504051444172
TE2p_R,1.0428941941762808
PHT_R,0.8418255335732485
PH_R,0.9478065243394543
TPOJ1_R,0.8218787291763965
TPOJ2_R,0.7964320590389361
TPOJ3_R,1.0401332890802562
DVT_R,0.9451442413202908
PGp_R,0.762400963054472
IP2_R,0.9420219536273733
IP1_R,0.9611431558035273
IP0_R,0.8326431994857939
PFop_R,0.892856393277862
PF_R,0.9204397908172843
PFm_R,0.933317360007152
PGi_R,0.8427437300391181
PGs_R,0.8466614531753567
V6A_R,1.0912087166027713
VMV1_R,0.83304187829176
VMV3_R,1.1384704578175202
PHA2_R,1.062619628246919
V4t_R,0.759933780788436
FST_R,0.8663417559130597
V3CD_R,0.7739476558793346
LO3_R,0.7580934690708938
VMV2_R,1.0674462622516585
31pd_R,1.268431926255053
31a_R,1.4213237093407751
VVC_R,1.0245875352523188
25_R,1.2737832625577445
s32_R,0.9644719581773163
pOFC_R,0.9638071599937542
PoI1_R,0.797163574566233
Ig_R,0.959425814965466
FOP5_R,0.8318929876796823
p10p_R,0.8378651264046852
p47r_R,0.7546236231401022
TGv_R,1.0465931595628057
MBelt_R,0.9318051648875528
LBelt_R,0.9708196032084315
A4_R,0.8063622372687155
STSva_R,0.9030962516312274
TE1m_R,0.8970733481654176
PI_R,1.00899886739248
a32pr_R,0.9702096884471538
p24_R,0.856116941097763
