region,ad_retest_cov
V1_L,0.6402275537941258
MST_L,1.0124217095340342
V6_L,1.007009798908325
V2_L,0.7522203350714343
V3_L,0.7328467294535127
V4_L,0.6410590858904475
V8_L,1.0576671150849162
4_L,0.8621790484471015
3b_L,1.1539681064423566
FEF_L,0.9322946478820444
PEF_L,1.101190992954726
55b_L,1.03956915339912
V3A_L,0.9910858298872596
RSC_L,1.2302559830094315
POS2_L,0.9132366442696568
V7_L,1.4085461374373534
IPS1_L,1.322900347792078
FFC_L,1.1740287822529714
V3B_L,1.078055250172647
LO1_L,1.0931922373862408
LO2_L,1.020281786821276
PIT_L,0.9301889869288856
MT_L,1.0381035713084736
A1_L,1.353733310047036
PSL_L,1.0068947465252591
SFL_L,1.0508376153808956
PCV_L,1.3349860065735888
STV_L,0.9638808951454249
7Pm_L,1.101755210770591
7m_L,1.088124211073929
POS1_L,0.9380920915775952
23d_L,1.2304987349983465
v23ab_L,0.9522634932043192
d23ab_L,1.0488896880303546
31pv_L,0.8350375263188585
5m_L,1.4180525229642815
5mv_L,1.3379178210201397
23c_L,1.0514093751586835
5L_L,1.363828846430918
24dd_L,1.0871587137518457
24dv_L,1.2004523245420555
7AL_L,1.118742297705036
SCEF_L,1.0326088035087184
6ma_L,1.090427913457883
7Am_L,1.22088072966726
7Pl_L,1.0518357655690564
7PC_L,1.5517031410292748
LIPv_L,1.6383282644358936
VIP_L,1.3413441973631404
MIP_L,1.5585038241610498
1_L,1.0647462478558645
2_L,1.1875076320303724
3a_L,1.0619495406055357
6d_L,1.2096721124884415
6mp_L,1.086673115655468
6v_L,1.0255844091862871
p24pr_L,1.0585626516572533
33pr_L,1.8343583954287197
a24pr_L,1.0289467066682632
p32pr_L,0.9894202967747588
a24_L,1.078204215321779
d32_L,1.163620397487769
8BM_L,1.0097737504950457
p32_L,1.1381768036161428
10r_L,0.9332206780211014
47m_L,1.0922771799744488
8Av_L,1.0207719187330946
8Ad_L,1.2026033520240107
9m_L,1.0909645865418538
8BL_L,1.0317702414860443
9p_L,1.1324283122545695
10d_L,0.9461372643324396
8C_L,1.237830017041066
44_L,0.9933334380819004
45_L,1.0313616125571434
47l_L,0.8981947056205598
a47r_L,0.8361401731974762
6r_L,0.9066622010146896
IFJa_L,1.321968527975671
IFJp_L,1.482903173808976
IFSp_L,1.0454648587539828
IFSa_L,1.0992953660965257
p9-46v_L,1.1640934504177949
46_L,1.0956068072470988
a9-46v_L,0.9566481149832486
9-46d_L,1.0735767331045547
9a_L,1.197148805018773
10v_L,1.1848148454937646
a10p_L,1.0652973084518869
10pp_L,1.2539318503461894
11l_L,1.089098202017535
13l_L,0.9059803148138964
OFC_L,2.188778941157193
47s_L,1.062640882783728
LIPd_L,1.465964407194801
6a_L,1.1852943580669042
i6-8_L,1.388427846526656
s6-8_L,1.1987356568458252
43_L,0.9352371443540995
OP4_L,0.9509070514586936
OP1_L,1.3626096593901122
OP2-3_L,1.6186314552526615
52_L,1.0993982795412358
RI_L,1.3941136278237043
PFcm_L,1.50375278249511
PoI2_L,0.9367155999127698
TA2_L,0.9931146341983018
FOP4_L,1.2027521138342194
MI_L,1.011173189351672
Pir_L,1.111962820208896
AVI_L,0.987713706599219
AAIC_L,1.1335964390276445
FOP1_L,1.1381801490299503
FOP3_L,1.332440389192211
FOP2_L,1.297224303902523
PFt_L,1.112661396279775
AIP_L,1.4542331788124472
EC_L,1.3538342681525877
PreS_L,1.2947255939858884
H_L,0.9428170850487516
ProS_L,1.2526173060093633
PeEc_L,1.1372495099191038
STGa_L,1.3225346610695985
PBelt_L,1.1498089412929406
A5_L,1.1394610484206478
PHA1_L,1.241928120025754
PHA3_L,1.1518408925067054
STSda_L,1.3128519194247514
STSdp_L,1.0912296070958396
STSvp_L,0.9920099359109807
TGd_L,0.9295658273216544
TE1a_L,1.0605009434806625
TE1p_L,0.9710300434892124
TE2a_L,1.2197035098839542
TF_L,1.1490052919005418
TE2p_L,1.212984543826594
PHT_L,0.979646959877242
PH_L,1.013674152681552
TPOJ1_L,1.1692711420676891
TPOJ2_L,1.064414587072907
TPOJ3_L,1.28843680110883
DVT_L,1.0233723612837202
PGp_L,1.0056424903111527
IP2_L,1.4591345645672686
IP1_L,1.3175069638302523
IP0_L,1.081368253274251
PFop_L,1.0619141989263845
PF_L,1.0710322381944195
PFm_L,1.341714456532081
PGi_L,0.9919672931738708
PGs_L,1.2485951478167634
V6A_L,1.356200267128029
VMV1_L,1.679198044388926
VMV3_L,1.34413563344795
PHA2_L,1.217689958439331
V4t_L,1.0588453121643746
FST_L,1.0133640730559217
V3CD_L,0.978838238189681
LO3_L,1.1375527475105662
VMV2_L,1.6345244555308096
31pd_L,1.0365158809717774
31a_L,1.319447814587671
VVC_L,1.3770167803979043
25_L,1.7215552372869238
s32_L,1.2253456848242457
pOFC_L,1.4744227366391254
PoI1_L,0.8973912834705222
Ig_L,1.2957855859474523
FOP5_L,1.244743878488566
p10p_L,1.2258573695365085
p47r_L,0.971916011273316
TGv_L,1.0254521992599217
MBelt_L,1.0954438957808126
LBelt_L,1.1485205609884763
A4_L,1.0940656762116985
STSva_L,1.1393585589227946
TE1m_L,1.0960985075865837
PI_L,1.046952939003398
a32pr_L,1.1043700405581398
p24_L,1.17017704089566
V1_R,0.7760091540900439
MST_R,1.262779566989951
V6_R,1.185572002452638
V2_R,0.7481123615222619
V3_R,0.8217723707813205
V4_R,0.7894571883342093
V8_R,1.1488190100850508
4_R,0.946596520999012
3b_R,1.0893211715212572
FEF_R,1.0539875098305842
PEF_R,0.991006869186118
55b_R,1.027433097900019
V3A_R,0.757791516573053
RSC_R,1.0709231534611636
POS2_R,1.0149116950507997
V7_R,0.9815504471017412
IPS1_R,0.9865186164595916
FFC_R,0.9916163942527636
V3B_R,0.9525935698521384
LO1_R,0.8519379355183234
LO2_R,0.8100132828650775
PIT_R,0.9755588073558064
MT_R,1.0986638721375828
A1_R,1.2508428155207063
PSL_R,1.0127666101499
SFL_R,1.0886561775972508
PCV_R,1.1054751490884798
STV_R,0.8521324598132639
7Pm_R,0.9756010680283536
7m_R,1.0121131596310646
POS1_R,0.9845047559584316
23d_R,1.1441538619591525
v23ab_R,1.0290719072207652
d23ab_R,0.9098705120641905
31pv_R,1.0152857297799407
5m_R,1.0444397507707674
5mv_R,1.13237149741386
23c_R,1.0498585407978074
5L_R,1.0827901604517287
24dd_R,1.0411600841731998
24dv_R,0.975088339229726
7AL_R,0.9540065268768256
SCEF_R,1.1425512774841502
6ma_R,0.9497033876744578
7Am_R,1.276939649076278
7Pl_R,0.9594551916522404
7PC_R,0.970786371168906
LIPv_R,1.2497734421456153
VIP_R,0.884698155455497
MIP_R,0.8608629885342094
1_R,1.008666807174487
2_R,0.9153747997541956
3a_R,1.1381949266424376
6d_R,0.9550453039556684
6mp_R,1.0510105491869834
6v_R,0.9786078924674804
p24pr_R,0.9458548660786836
33pr_R,1.234554137524975
a24pr_R,1.068220716765617
p32pr_R,0.8899987481123809
a24_R,1.0745798318638686
d32_R,1.0619125266946832
8BM_R,1.1359508723283884
p32_R,1.5000955728878975
10r_R,1.2828751786718533
47m_R,1.5280403766713098
8Av_R,0.969904301070128
8Ad_R,1.1431777501740448
9m_R,1.2346040842166663
8BL_R,1.0641128519114311
9p_R,0.8797281900348545
10d_R,1.201971636950664
8C_R,1.0089968118874548
44_R,1.0932078566948649
45_R,1.1259610826709692
47l_R,1.074813946342028
a47r_R,1.1284526599101636
6r_R,0.9048024625348552
IFJa_R,1.016030406489847
IFJp_R,1.0531408077486468
IFSp_R,1.213100652979474
IFSa_R,1.411742352896691
p9-46v_R,1.0059086025435855
46_R,0.9031486159707436
a9-46v_R,1.1453541157985838
9-46d_R,0.9071211865703288
9a_R,0.9829040757110578
10v_R,1.1474589846314194
a10p_R,1.275401937019529
10pp_R,1.1468765545859292
11l_R,1.172458209314727
13l_R,1.816183966596675
OFC_R,1.782142551962997
47s_R,1.4107091587763358
LIPd_R,1.1267878955140085
6a_R,1.0338458650115754
i6-8_R,1.2326061427055583
s6-8_R,1.1762575910414943
43_R,0.8497510863352777
OP4_R,1.0679334494433672
OP1_R,1.3825982906486385
OP2-3_R,1.035316836395927
52_R,1.2523056674574211
RI_R,1.27687884164313
PFcm_R,1.2872952057347624
PoI2_R,1.112927636169304
TA2_R,1.3076603644683735
FOP4_R,0.8503655765036626
MI_R,1.1238150968471068
Pir_R,1.2200563572973149
AVI_R,1.483362193731598
AAIC_R,1.2414400762815283
FOP1_R,0.8636911726172378
FOP3_R,1.0461796697881764
FOP2_R,1.1753046845090265
PFt_R,0.9730799439640284
AIP_R,0.9244554036139624
EC_R,1.3099799099027944
PreS_R,1.1132543553170882
H_R,0.9830796851893866
ProS_R,1.0145836754609463
PeEc_R,1.1196513440756406
STGa_R,1.3659196864115926
PBelt_R,1.0567843630315985
A5_R,0.9356655243006896
PHA1_R,0.994968604425678
PHA3_R,1.0878588646330718
STSda_R,1.118348786107059
STSdp_R,0.9922433630111788
STSvp_R,1.205790673307788
TGd_R,1.2294262636879956
TE1a_R,1.0907383340969157
TE1p_R,0.9588656910038758
TE2a_R,1.0664673326414642
TF_R,1.3288613605436448
TE2p_R,1.462421262984274
PHT_R,1.009666168162124
PH_R,0.908093361784296
TPOJ1_R,1.0046801265894718
TPOJ2_R,0.9878111382827846
TPOJ3_R,0.9947100032193592
DVT_R,1.0687609870960342
PGp_R,0.7332756516707056
IP2_R,0.947522193954646
IP1_R,1.0499589007995218
IP0_R,1.1775814819976833
PFop_R,1.1349680136022564
PF_R,1.0972378357646209
PFm_R,1.0339338207547233
PGi_R,0.8939454108261543
PGs_R,0.9000538388485921
V6A_R,1.3035408348205262
VMV1_R,0.9353764877910457
VMV3_R,1.2673193243467724
PHA2_R,1.175142466573472
V4t_R,0.9038301880372164
FST_R,0.995595160045554
V3CD_R,0.7564495063243836
LO3_R,0.998099850911232
VMV2_R,1.0663636496898905
31pd_R,1.102507330345563
31a_R,1.1636031909036064
VVC_R,0.8980490333998019
25_R,1.40355739692925
s32_R,1.4338644824387494
pOFC_R,1.5297833808187526
PoI1_R,1.0203220107730953
Ig_R,0.971263916176245
FOP5_R,0.9759667858477384
p10p_R,1.0731499537006652
p47r_R,1.6723850671057776
TGv_R,1.1065090067604466
MBelt_R,1.223582958282991
LBelt_R,1.2336395235774151
A4_R,1.0562572600993143
STSva_R,1.2117153872789057
TE1m_R,1.044216171469702
PI_R,1.3462637427533275
a32pr_R,1.0205651816282906
p24_R,0.9821109462230706
