region,dki-rd_retest_cov
V1_L,0.7524170522943312
MST_L,0.989829305687826
V6_L,0.9417240345477678
V2_L,0.6682451035505821
V3_L,0.647058483260321
V4_L,0.6442526808480779
V8_L,0.7147753441402502
4_L,0.8131114590185777
3b_L,0.977525226849685
FEF_L,1.1498272482643273
PEF_L,0.8583358840407398
55b_L,1.2448487977988314
V3A_L,0.8520265575291022
RSC_L,0.9649900383808764
POS2_L,0.8876767222417438
V7_L,1.1605433557689888
IPS1_L,1.1722214356321676
FFC_L,1.0290716724295037
V3B_L,1.0002142375585432
LO1_L,0.712648735886272
LO2_L,0.8190198997678918
PIT_L,0.9729249844766472
MT_L,1.0480644383050912
A1_L,0.8675732747831455
PSL_L,0.8484155247928855
SFL_L,1.0685103241548086
PCV_L,1.039260113128876
STV_L,0.7213282947148111
7Pm_L,1.0041588866541435
7m_L,1.0804308884717997
POS1_L,0.91057986279364
23d_L,1.0527188230905582
v23ab_L,1.093020969116318
d23ab_L,1.1391968826156502
31pv_L,1.209545730485344
5m_L,1.1225977855208265
5mv_L,1.264665335937521
23c_L,1.277196719180106
5L_L,1.0752319204500391
24dd_L,1.2023419471150534
24dv_L,1.211231782713443
7AL_L,0.905420266668709
SCEF_L,0.927811534781378
6ma_L,1.0871207599692347
7Am_L,0.8520503186120431
7Pl_L,0.8604041626674209
7PC_L,1.181522750031412
LIPv_L,1.2759596797789077
VIP_L,0.9059912838895944
MIP_L,1.103837777215054
1_L,0.9413022174719712
2_L,0.9792485777825324
3a_L,1.0244594428640854
6d_L,1.0386530157814555
6mp_L,1.028400822798985
6v_L,1.002387987910633
p24pr_L,1.140028878740735
33pr_L,1.1869958073330884
a24pr_L,0.992740135515709
p32pr_L,1.069608861079544
a24_L,0.9105809527377592
d32_L,1.0078108633951046
8BM_L,0.9433423768495824
p32_L,0.9626602404216434
10r_L,0.8839107836599379
47m_L,0.961225477819778
8Av_L,1.0957582301977882
8Ad_L,1.0453891999027385
9m_L,0.9209108896439409
8BL_L,0.9249146121004672
9p_L,0.7029042156298909
10d_L,0.9611264507723846
8C_L,0.9885509786547112
44_L,0.8858264785909564
45_L,0.6925906296411716
47l_L,0.8492848683382136
a47r_L,0.7761686851475205
6r_L,0.7491328809411691
IFJa_L,0.963645333886794
IFJp_L,1.0736816619787342
IFSp_L,0.7980341083049138
IFSa_L,0.8271570383101532
p9-46v_L,0.865872627807304
46_L,0.8478269234142216
a9-46v_L,0.7094835733413288
9-46d_L,0.7546924748729251
9a_L,0.8186954365620693
10v_L,1.067431966300859
a10p_L,0.8407335403113084
10pp_L,0.8236131858398617
11l_L,0.6774628055219944
13l_L,1.2681668865770683
OFC_L,1.1289558304555831
47s_L,0.9769195142608624
LIPd_L,0.9253341089232968
6a_L,1.2170129255047752
i6-8_L,1.277575660995194
s6-8_L,1.158608180807989
43_L,0.8166111652488175
OP4_L,0.6959299074647495
OP1_L,0.7413290423972736
OP2-3_L,0.827430134777801
52_L,0.8225129905077776
RI_L,1.1681019333502547
PFcm_L,0.9143247749567818
PoI2_L,0.7918072693657877
TA2_L,0.755738218823472
FOP4_L,0.8786677873346794
MI_L,0.9872987350433812
Pir_L,1.228038319163938
AVI_L,0.9249922036730608
AAIC_L,1.0175409398577944
FOP1_L,0.894085495387003
FOP3_L,0.9865946008773064
FOP2_L,0.867188622801534
PFt_L,1.0215423316472896
AIP_L,1.2580541629584576
EC_L,1.2954808776817643
PreS_L,1.06579404860652
H_L,0.9917473654647092
ProS_L,1.2200694742070943
PeEc_L,1.1923292776954988
STGa_L,0.9981372615997438
PBelt_L,1.0088758030151666
A5_L,0.8283084805158584
PHA1_L,1.0765378826084788
PHA3_L,1.0485777208586038
STSda_L,0.9529756977924352
STSdp_L,0.841917931736504
STSvp_L,0.8140653999567331
TGd_L,0.7669072941984659
TE1a_L,0.8678738863297977
TE1p_L,0.7149543645532686
TE2a_L,0.951291512398532
TF_L,1.011017939666813
TE2p_L,0.8925599214873233
PHT_L,0.8179071058807351
PH_L,0.8100955494287023
TPOJ1_L,0.7225188679685571
TPOJ2_L,0.734945367842399
TPOJ3_L,0.9805320911613404
DVT_L,0.8796006858181004
PGp_L,0.7859678948081338
IP2_L,1.1810029604873566
IP1_L,1.0305074216564207
IP0_L,1.0427673478920647
PFop_L,1.057353685273671
PF_L,0.9145809766823652
PFm_L,1.0179065780393066
PGi_L,0.8091334640383017
PGs_L,1.0025779728031978
V6A_L,0.99943314028762
VMV1_L,1.053622721005269
VMV3_L,1.045397304741793
PHA2_L,1.176805252990305
V4t_L,0.8022409263610722
FST_L,0.7235177294099243
V3CD_L,0.7267627925321007
LO3_L,0.9599714591906152
VMV2_L,0.8557100223475075
31pd_L,1.0537807593622603
31a_L,1.4560508450772396
VVC_L,0.9205643733475886
25_L,1.175177169782988
s32_L,1.0043663657478128
pOFC_L,1.0426715742454742
PoI1_L,1.082185671935722
Ig_L,0.7181754386929504
FOP5_L,0.7873769089248063
p10p_L,0.8229561517259278
p47r_L,0.7683466225491099
TGv_L,1.0712417014988591
MBelt_L,0.9420680070901404
LBelt_L,0.9858396777989475
A4_L,0.9421433522364512
STSva_L,0.8850158832757455
TE1m_L,0.975333906472339
PI_L,0.9502073042376928
a32pr_L,0.9392450535244772
p24_L,1.006777650676156
V1_R,0.6891563378440132
MST_R,0.9582167962465956
V6_R,1.0314249976868672
