region,rtpp_retest_cov
V1_L,0.33781642691360075
MST_L,0.5163607461776321
V6_L,0.4683210359562245
V2_L,0.36752697787482336
V3_L,0.361498990234353
V4_L,0.3430377065446135
V8_L,0.5416871318495236
4_L,0.4402264340795848
3b_L,0.5428663058611608
FEF_L,0.40923279028646803
PEF_L,0.5949512928573176
55b_L,0.531128075498091
V3A_L,0.45783266003744844
RSC_L,0.5344206710535553
POS2_L,0.4982302522848088
V7_L,0.5825533036760085
IPS1_L,0.5773303626056585
FFC_L,0.5836275950424237
V3B_L,0.521566231791268
LO1_L,0.510079878680766
LO2_L,0.48821852058201465
PIT_L,0.5233002392524029
MT_L,0.42779529584566856
A1_L,0.7121582204322231
PSL_L,0.5334384751172253
SFL_L,0.45948932338612336
PCV_L,0.5832290522921167
STV_L,0.5359908749223731
7Pm_L,0.5231144703958109
7m_L,0.534025139891877
POS1_L,0.4751474591989993
23d_L,0.6201790565506207
v23ab_L,0.4991157747331062
d23ab_L,0.5454473115747509
31pv_L,0.4821833842477135
5m_L,0.5609507883032286
5mv_L,0.5875489252090315
23c_L,0.5413532262540601
5L_L,0.6338070678249264
24dd_L,0.46935577481999274
24dv_L,0.5811516989541785
7AL_L,0.5481874519227887
SCEF_L,0.4425298958323898
6ma_L,0.5132619390278869
7Am_L,0.5761611464140385
7Pl_L,0.4966387504541336
7PC_L,0.7749522560872056
LIPv_L,0.7106977948458447
VIP_L,0.6025562672665327
MIP_L,0.7162534233325637
1_L,0.5022345014619669
2_L,0.5381460098330677
3a_L,0.5224767522447321
6d_L,0.5652820468715071
6mp_L,0.4920742730943668
6v_L,0.6139159331604056
p24pr_L,0.5798749538243566
33pr_L,0.8534731741503565
a24pr_L,0.6370819987905683
p32pr_L,0.5568408631396914
a24_L,0.7063149906213669
d32_L,0.636311667879696
8BM_L,0.5027436447781044
p32_L,0.730148751368761
10r_L,0.5917597186144015
47m_L,0.6088667123120536
8Av_L,0.4903605514974513
8Ad_L,0.6328077424232369
9m_L,0.6335117396679042
8BL_L,0.5397449618586021
9p_L,0.6972453981419531
10d_L,0.6435538656499288
8C_L,0.6687229835012256
44_L,0.5280356094430705
45_L,0.5494906923607544
47l_L,0.4983136496712377
a47r_L,0.5032781641540058
6r_L,0.5131411202040556
IFJa_L,0.7821185706130594
IFJp_L,0.8357423824553437
IFSp_L,0.5616369050721217
IFSa_L,0.6621903803259435
p9-46v_L,0.7069318546956369
46_L,0.6705850310733054
a9-46v_L,0.5635179060776273
9-46d_L,0.6905393844255994
9a_L,0.6592969636152637
10v_L,0.6095055258049346
a10p_L,0.6478398421938091
10pp_L,0.7793601169026183
11l_L,0.6505958444350926
13l_L,0.5391826927274396
OFC_L,0.6243911261404251
47s_L,0.6103944514787073
LIPd_L,0.6420045727263127
6a_L,0.5472762364849868
i6-8_L,0.6352993063686504
s6-8_L,0.6351623578574775
43_L,0.4751276688969531
OP4_L,0.5689431048309256
OP1_L,0.7760673451879083
OP2-3_L,0.8849584804112255
52_L,0.5772026281889935
RI_L,0.7153997142167624
PFcm_L,0.7964733469631314
PoI2_L,0.46637321047680974
TA2_L,0.524895079452284
FOP4_L,0.6598589647574135
MI_L,0.5414438937343916
Pir_L,0.6773707293161528
AVI_L,0.5525947304279708
AAIC_L,0.5929062624170547
FOP1_L,0.5808527379858966
FOP3_L,0.7796696525993229
FOP2_L,0.706107645163202
PFt_L,0.5362217748518892
AIP_L,0.6672296081640726
EC_L,0.74634186084616
PreS_L,0.5844845516790906
H_L,0.45249328147963064
ProS_L,0.604393860108987
PeEc_L,0.579553373359279
STGa_L,0.7145150027759558
PBelt_L,0.5896042297126046
A5_L,0.5525966584155918
PHA1_L,0.6342084809909583
PHA3_L,0.5847741689383398
STSda_L,0.685262157971165
STSdp_L,0.6171556768382922
STSvp_L,0.5153016859112091
TGd_L,0.5752897481013158
TE1a_L,0.6004261900844822
TE1p_L,0.5003766051588949
TE2a_L,0.6121778695540193
TF_L,0.5807167333031238
TE2p_L,0.5355345017356554
PHT_L,0.4681877659286837
PH_L,0.49701871299766226
TPOJ1_L,0.5404249343015347
TPOJ2_L,0.5004586195505043
TPOJ3_L,0.6579208330964792
DVT_L,0.5100501364003217
PGp_L,0.4696847966291426
IP2_L,0.7051973812681742
IP1_L,0.6333184782092411
IP0_L,0.4317645394401625
PFop_L,0.5762092136967222
PF_L,0.5041000157864683
PFm_L,0.6208995238254654
PGi_L,0.47602233073651645
PGs_L,0.5935080929112504
V6A_L,0.6159026465643059
VMV1_L,0.6647700520967273
VMV3_L,0.5915295863748601
PHA2_L,0.666590005874239
V4t_L,0.49242150241829075
FST_L,0.4786716516057346
V3CD_L,0.4470902408744307
LO3_L,0.5203528457387986
VMV2_L,0.6731709339425501
31pd_L,0.5094576700711579
31a_L,0.5909517186778139
VVC_L,0.6444614851792099
25_L,0.6679947918035928
s32_L,0.5875990999961653
pOFC_L,0.6605637023630759
PoI1_L,0.49990734555479627
Ig_L,0.7564290810639313
FOP5_L,0.7053679494959642
p10p_L,0.7546357053251226
p47r_L,0.4909147628331223
TGv_L,0.6362655370043503
MBelt_L,0.5629862340219652
LBelt_L,0.5587270096698704
A4_L,0.5422937271498417
STSva_L,0.5960856350790965
TE1m_L,0.5659572901816837
PI_L,0.5161636302507953
a32pr_L,0.6725040998982016
p24_L,0.714818829577156
V1_R,0.39644637156748
MST_R,0.5946213005100466
V6_R,0.5198443868517713
V2_R,0.3916594330378392
V3_R,0.3889194242854826
V4_R,0.38464543523861494
V8_R,0.4946549519571835
4_R,0.4238318687230692
3b_R,0.5064850693247746
FEF_R,0.5512697036259004
PEF_R,0.5350188307404312
55b_R,0.4960498077463261
V3A_R,0.38868015046543575
RSC_R,0.526527395428317
POS2_R,0.5032776687287817
V7_R,0.45369735534475963
IPS1_R,0.4643469697510019
FFC_R,0.512364282347101
V3B_R,0.4707340098676619
LO1_R,0.4676873440455086
LO2_R,0.43576253289503303
PIT_R,0.5105135079465549
MT_R,0.4869184484320439
A1_R,0.6545047282917178
PSL_R,0.39682706112710125
SFL_R,0.49338478530609403
PCV_R,0.5447712853712394
STV_R,0.39787318521908294
7Pm_R,0.46516222601577123
7m_R,0.5104636732982372
POS1_R,0.5517911306946305
23d_R,0.7043311506475912
v23ab_R,0.5624542131013277
d23ab_R,0.5164126875160485
31pv_R,0.525199949843972
5m_R,0.45727015950496347
5mv_R,0.5101855843165645
23c_R,0.5446308738584643
5L_R,0.465823361533287
24dd_R,0.4852800465528966
24dv_R,0.5573382203428232
7AL_R,0.42406472060354605
SCEF_R,0.5009658147679661
6ma_R,0.4724253750825567
7Am_R,0.5672245483062757
7Pl_R,0.4130989661985747
7PC_R,0.41739563516291517
LIPv_R,0.5313296761236385
VIP_R,0.4146816960383761
MIP_R,0.4271179282200272
1_R,0.43515281961011365
2_R,0.41247882875419933
3a_R,0.530284977108102
6d_R,0.514951592083735
6mp_R,0.4515900035361924
6v_R,0.4907945682738924
p24pr_R,0.6274989693404638
33pr_R,0.7587003714189156
a24pr_R,0.5866734105749056
p32pr_R,0.5083457953196506
a24_R,0.6055974510078433
d32_R,0.6495103184064825
8BM_R,0.6012555191957225
p32_R,0.7898797527943672
10r_R,0.6363417131316583
47m_R,0.7941627242548284
8Av_R,0.5063764540874381
8Ad_R,0.5630132057810122
9m_R,0.6965730496913465
8BL_R,0.5560312141775625
9p_R,0.4700661834348622
10d_R,0.730034895297859
8C_R,0.5009094619413939
44_R,0.5398501181936936
45_R,0.603053001299256
47l_R,0.6068165679354104
a47r_R,0.5745285352028442
6r_R,0.4492298394988153
IFJa_R,0.5746503439476812
IFJp_R,0.5066281012498205
IFSp_R,0.6186248347718696
IFSa_R,0.6299366107170167
p9-46v_R,0.6047428879678393
46_R,0.5341920654941564
a9-46v_R,0.5775064145744683
9-46d_R,0.5449635612854331
9a_R,0.6674631684702611
10v_R,0.6180518987106509
a10p_R,0.752489956002437
10pp_R,0.5996536389420782
11l_R,0.6629109738449858
13l_R,0.8692697073914855
OFC_R,0.5834980826982532
47s_R,0.7361344164737393
LIPd_R,0.5461024412419887
6a_R,0.4897067008319181
i6-8_R,0.6196579909048977
s6-8_R,0.6048796252009065
43_R,0.4412144991788016
OP4_R,0.5075152649049177
OP1_R,0.6144622657163343
OP2-3_R,0.5003405648045314
52_R,0.5740558555718865
RI_R,0.5644594248011743
PFcm_R,0.5684856756394417
PoI2_R,0.5845761469366528
TA2_R,0.7410713460819717
FOP4_R,0.49053030036118944
MI_R,0.589081915439885
Pir_R,0.6796051981902618
AVI_R,0.6937260675122413
AAIC_R,0.6818085850762339
FOP1_R,0.48869163651786746
FOP3_R,0.5956008521328974
FOP2_R,0.6093717654579112
PFt_R,0.4581950245791279
AIP_R,0.4221800534682395
EC_R,0.7069958175889218
PreS_R,0.527250542847522
H_R,0.4074686170182128
ProS_R,0.5367317291744336
PeEc_R,0.5358639025529589
STGa_R,0.70368999745198
PBelt_R,0.48023499970404604
A5_R,0.4644451288548894
PHA1_R,0.45586790478573364
PHA3_R,0.4405853305285588
STSda_R,0.5742114256944761
STSdp_R,0.47131610845189176
STSvp_R,0.5628109296214661
TGd_R,0.6651432780450472
TE1a_R,0.700717081006123
TE1p_R,0.5247569553530009
TE2a_R,0.5562628850736783
TF_R,0.5748682528553308
TE2p_R,0.6385204577656117
PHT_R,0.4798683132527049
PH_R,0.5322334102152878
TPOJ1_R,0.4820907437909205
TPOJ2_R,0.4861414630070621
TPOJ3_R,0.4959247265839696
DVT_R,0.45139114936156916
PGp_R,0.35061619112468767
IP2_R,0.45616565264611464
IP1_R,0.4970335875468909
IP0_R,0.5634105123897787
PFop_R,0.5191031484422435
PF_R,0.5269737224898241
PFm_R,0.4762254485427911
PGi_R,0.4071368677431905
PGs_R,0.4328462775886425
V6A_R,0.5560806962384696
VMV1_R,0.455316883585674
VMV3_R,0.5764191990731136
PHA2_R,0.4869068780520798
V4t_R,0.5002623373240087
FST_R,0.5226208262217946
V3CD_R,0.4158295572621785
LO3_R,0.4764338796548551
VMV2_R,0.5185813114347197
31pd_R,0.5563356550676966
31a_R,0.5851088719028563
VVC_R,0.4767266740537136
25_R,0.617214623354559
s32_R,0.6903343416135561
pOFC_R,0.6822535946910488
PoI1_R,0.5352405198022747
Ig_R,0.4568747282904015
FOP5_R,0.5482859306389545
p10p_R,0.7522867392088227
p47r_R,0.8278049061160536
TGv_R,0.6437038970218758
MBelt_R,0.6160506209344478
LBelt_R,0.6263976591497353
A4_R,0.4893628814390638
STSva_R,0.6562494054704218
TE1m_R,0.5372387710456372
PI_R,0.686575173071662
a32pr_R,0.6026174624062353
p24_R,0.643226719093897
