region,odi
lh.bankssts,0.3618055765844021
lh.caudalanteriorcingulate,0.3667433218368713
lh.caudalmiddlefrontal,0.3580833567500988
lh.cuneus,0.396858764160389
lh.entorhinal,0.3787849425398852
lh.fusiform,0.3847948230729581
lh.inferiorparietal,0.3627057604645835
lh.inferiortemporal,0.3777947832267408
lh.isthmuscingulate,0.3540390858625224
lh.lateraloccipital,0.3881672642866533
lh.lateralorbitofrontal,0.3981256666355988
lh.lingual,0.4022076850507795
lh.medialorbitofrontal,0.4253245325043037
lh.middletemporal,0.3617183923695551
lh.parahippocampal,0.3538355779978194
lh.paracentral,0.4000758040886335
lh.parsopercularis,0.343084725463095
lh.parsorbitalis,0.3411132522157858
lh.parstriangularis,0.3486007350291739
lh.pericalcarine,0.4011727719144086
lh.postcentral,0.3872902421432241
lh.posteriorcingulate,0.3755439311645812
lh.precentral,0.3675100623848611
lh.precuneus,0.3697174376896334
lh.rostralanteriorcingulate,0.3405409500882452
lh.rostralmiddlefrontal,0.3510609067876327
lh.superiorfrontal,0.3529371596335673
lh.superiorparietal,0.3762829848782892
lh.superiortemporal,0.3701666080750568
lh.supramarginal,0.3504727924930131
lh.frontalpole,0.3644681432787925
lh.temporalpole,0.3593362583303579
lh.transversetemporal,0.4240992312245352
lh.insula,0.3323852553817266
rh.bankssts,0.359492078787587
rh.caudalanteriorcingulate,0.3496526034811608
rh.caudalmiddlefrontal,0.3783325789413078
rh.cuneus,0.3919782134842215
rh.entorhinal,0.3951620913662776
rh.fusiform,0.3922698954191776
rh.inferiorparietal,0.3615135758065962
rh.inferiortemporal,0.3817705514176922
rh.isthmuscingulate,0.3486602000056529
rh.lateraloccipital,0.3858079789023118
rh.lateralorbitofrontal,0.4015126565915229
rh.lingual,0.4048056051766974
rh.medialorbitofrontal,0.4190286772281046
rh.middletemporal,0.3620279408289404
rh.parahippocampal,0.372036387681548
rh.paracentral,0.3836536599348241
rh.parsopercularis,0.3509599862367941
rh.parsorbitalis,0.3558584905269867
rh.parstriangularis,0.3587445839273708
rh.pericalcarine,0.4042140844104007
rh.postcentral,0.3990071876283668
rh.posteriorcingulate,0.3644185237981869
rh.precentral,0.3783753212542278
rh.precuneus,0.3694994668929713
rh.rostralanteriorcingulate,0.3397378922390704
rh.rostralmiddlefrontal,0.3709708054485721
rh.superiorfrontal,0.3570408510764727
rh.superiorparietal,0.3832627886491901
rh.superiortemporal,0.3706931727938086
rh.supramarginal,0.3551246506913645
rh.frontalpole,0.376178088979359
rh.temporalpole,0.3585284070397554
rh.transversetemporal,0.4243569510323377
rh.insula,0.3398578240434451
