region,rtap
a9-46v_R,3212.1524644550195
9-46d_R,3216.387549157842
9a_R,3188.551824740474
10v_R,3327.865531613193
a10p_R,3157.2919632309895
10pp_R,3337.5327719690295
11l_R,3462.5362422088265
13l_R,3602.4184811502637
OFC_R,3921.2593873011133
47s_R,3469.7040229734266
LIPd_R,3528.4068422340542
6a_R,3504.9582043951705
i6-8_R,3455.932944798976
s6-8_R,3574.9385759256656
43_R,3551.718789987295
OP4_R,3554.452437778614
OP1_R,3635.347015440068
OP2-3_R,3652.445605079939
52_R,3212.1575638738514
RI_R,3370.163077938718
PFcm_R,3580.091040119872
PoI2_R,3536.3182364781687
TA2_R,3190.161084182659
FOP4_R,3441.941079510424
MI_R,3362.212436068404
Pir_R,3602.744889912587
AVI_R,3503.2667286248507
AAIC_R,3420.6459442710075
FOP1_R,3538.829103989989
FOP3_R,3455.433036861674
FOP2_R,3526.2461099938396
PFt_R,3370.6948341344473
AIP_R,3491.383951111944
EC_R,3676.6317796570634
PreS_R,3503.2031008164854
H_R,3442.039959721281
ProS_R,3633.7458063199506
PeEc_R,3689.6587546102382
STGa_R,3287.630103777441
PBelt_R,3274.310312547237
A5_R,3552.1884479458977
PHA1_R,3713.362780055195
PHA3_R,3551.4652686966506
STSda_R,3526.96795928283
STSdp_R,3513.077947478824
STSvp_R,3292.8954753911053
TGd_R,3378.268302340281
TE1a_R,3300.8562382686414
TE1p_R,3360.276990380108
TE2a_R,3410.7064304195474
TF_R,3773.340937935653
TE2p_R,3571.2487661002287
PHT_R,3361.5098315335217
PH_R,3510.268422037323
TPOJ1_R,3461.7282207136013
TPOJ2_R,3426.6182694665536
TPOJ3_R,3488.138022392713
DVT_R,3476.521863374339
PGp_R,3503.7119570398195
IP2_R,3362.2142616429537
IP1_R,3368.5360951688476
IP0_R,3306.433589027628
PFop_R,3515.827196420982
PF_R,3546.4478265902926
PFm_R,3488.4469483348307
PGi_R,3475.8915529719757
PGs_R,3540.884202520511
V6A_R,3468.463835377374
VMV1_R,3745.716743758498
VMV3_R,3534.2767723537745
PHA2_R,3671.0239714820436
V4t_R,3514.1678549270882
FST_R,3469.0646967632724
V3CD_R,3452.894792786418
LO3_R,3484.589064591018
VMV2_R,3694.581985229679
31pd_R,3343.4624510612643
31a_R,3462.5690710235244
VVC_R,3671.753147521911
25_R,3765.9666383241333
s32_R,3624.022399541556
pOFC_R,3746.906593531704
PoI1_R,3500.1170653648464
Ig_R,3662.0949566359923
FOP5_R,3521.2455086954196
p10p_R,3205.3672845972264
p47r_R,3174.749701743734
TGv_R,3601.457459172126
MBelt_R,3251.718396414574
LBelt_R,3260.83215759807
A4_R,3364.9574101270327
STSva_R,3274.7935347747843
TE1m_R,3344.6962609485336
PI_R,3139.278785749001
a32pr_R,3295.0535963205252
p24_R,3262.8470631649348
