region,kfa
Pir_L,0.3641349011982037
AVI_L,0.325159372171146
AAIC_L,0.34637621839733146
FOP1_L,0.3411811557229461
FOP3_L,0.3334545054931615
FOP2_L,0.33385007613750334
PFt_L,0.3440509752048272
AIP_L,0.3474618293893947
EC_L,0.3167202551845526
PreS_L,0.353295133278676
H_L,0.3040673736934001
ProS_L,0.34885142234139793
PeEc_L,0.3060244476318925
STGa_L,0.35309139158771435
PBelt_L,0.3162154439677156
A5_L,0.35025111708707923
PHA1_L,0.32892499584304846
PHA3_L,0.3182976757718239
STSda_L,0.34118760011326915
STSdp_L,0.341816912599167
STSvp_L,0.33464033081626454
TGd_L,0.32548295860135945
TE1a_L,0.3381607292676612
TE1p_L,0.34532131345254674
TE2a_L,0.33076781528036436
TF_L,0.3165598240016611
TE2p_L,0.3308911902605159
PHT_L,0.3459332179932874
PH_L,0.34739619757205586
TPOJ1_L,0.3470986405804646
TPOJ2_L,0.347983428415881
TPOJ3_L,0.35333884486891687
DVT_L,0.347510672992599
PGp_L,0.36431724315706415
IP2_L,0.3514083187214836
IP1_L,0.3564776636494678
IP0_L,0.3655371242919723
PFop_L,0.34289193330704554
PF_L,0.35309135941534764
PFm_L,0.3657594519415765
PGi_L,0.36018691372977163
PGs_L,0.3684547628995989
V6A_L,0.3457405571733496
VMV1_L,0.3320223354071195
VMV3_L,0.3423460455643097
PHA2_L,0.32489531848081854
V4t_L,0.3480632625946127
FST_L,0.34756229428594615
V3CD_L,0.35632421277943876
LO3_L,0.35695778866923317
VMV2_L,0.3383096841032634
31pd_L,0.3411578978961446
31a_L,0.33750422331753943
VVC_L,0.332044167143443
25_L,0.31260072856304455
s32_L,0.292344396661697
pOFC_L,0.3051730176348452
PoI1_L,0.33795879221040265
Ig_L,0.32371082662485406
FOP5_L,0.3291915402375953
p10p_L,0.3372964575571789
p47r_L,0.3449176628435405
TGv_L,0.31885722239732006
MBelt_L,0.3112881756826811
LBelt_L,0.3140177762054974
A4_L,0.33107985144493474
STSva_L,0.3219997927115758
TE1m_L,0.339818929919312
PI_L,0.3131357535323965
a32pr_L,0.3335723715158185
p24_L,0.33216145538166053
V1_R,0.32835257215062635
MST_R,0.3358084097708836
V6_R,0.3261094281046952
V2_R,0.3283277011377085
V3_R,0.33318073815127985
V4_R,0.33720611764279623
V8_R,0.33710867431879926
4_R,0.36052168721611794
3b_R,0.31418767889857496
FEF_R,0.3483572883249322
PEF_R,0.3437097668579224
55b_R,0.3564786503701201
V3A_R,0.3413525239791212
RSC_R,0.35284810794347443
POS2_R,0.34179071710235126
V7_R,0.34706201676190973
IPS1_R,0.35224303880635205
FFC_R,0.32719740859707996
V3B_R,0.34904966254171704
LO1_R,0.33888622667603163
LO2_R,0.3337161450516121
PIT_R,0.3380991009396078
MT_R,0.3368419788755114
A1_R,0.3142792536934598
PSL_R,0.3552500727901589
SFL_R,0.361633247168111
PCV_R,0.34012409495068624
STV_R,0.3545134149216836
7Pm_R,0.3447894013616974
7m_R,0.32806216577009867
POS1_R,0.34731242162848586
23d_R,0.3204419605717889
v23ab_R,0.33289912760068086
d23ab_R,0.3282773275734299
31pv_R,0.3298755905372494
5m_R,0.34973877898490213
5mv_R,0.3393755612557662
23c_R,0.32921340624446777
5L_R,0.3483623607160952
24dd_R,0.3385655568918604
24dv_R,0.32515037910810224
7AL_R,0.3551623998400955
SCEF_R,0.35096801946056344
6ma_R,0.35667733634399523
7Am_R,0.35206235883232334
7Pl_R,0.354363617981307
7PC_R,0.3576834869496868
LIPv_R,0.3504144088173194
VIP_R,0.35551626242483314
MIP_R,0.3586614443562499
1_R,0.3559039583963949
2_R,0.3514222913248421
3a_R,0.313466545704249
6d_R,0.3561498452509408
6mp_R,0.35544134152596346
6v_R,0.37123325458200046
p24pr_R,0.3226748583568643
33pr_R,0.3490944685001684
a24pr_R,0.3218853245225351
p32pr_R,0.32497219934778165
a24_R,0.30524547901120025
d32_R,0.3291717214269242
8BM_R,0.3489181694574513
p32_R,0.3021066635413565
10r_R,0.2933162809872021
47m_R,0.3154628765146109
8Av_R,0.35140626593601537
8Ad_R,0.3436835249948402
9m_R,0.3400635915085943
8BL_R,0.36130649136773096
9p_R,0.35036341300233503
10d_R,0.33036941177937246
8C_R,0.3474158279773399
44_R,0.35320735093361966
45_R,0.3600841556792931
47l_R,0.3549822093860583
a47r_R,0.33700596309009717
6r_R,0.3504754056364489
IFJa_R,0.33348596970202454
IFJp_R,0.3360772416466512
IFSp_R,0.32961716389861895
IFSa_R,0.3386598272076206
p9-46v_R,0.34991694200624385
46_R,0.34277390511521677
a9-46v_R,0.3409693738561684
9-46d_R,0.34096948994126997
9a_R,0.343748945667659
10v_R,0.30693677184203794
a10p_R,0.3192772373395714
10pp_R,0.329900804499236
11l_R,0.3184811084735584
13l_R,0.28997810773518384
OFC_R,0.312455669344094
47s_R,0.3351790084220685
LIPd_R,0.3515124053231121
6a_R,0.3461812646527011
i6-8_R,0.3456920594680065
s6-8_R,0.35691760654387994
43_R,0.35194662132093313
OP4_R,0.35047892788929963
OP1_R,0.3385995657871386
OP2-3_R,0.32645966845812663
52_R,0.3058907496981774
RI_R,0.3243368180837265
PFcm_R,0.34886524307144395
PoI2_R,0.3593363477115403
TA2_R,0.325831089672221
FOP4_R,0.3248090959068339
MI_R,0.34132030205814307
Pir_R,0.36411406691586873
AVI_R,0.3305735593737273
AAIC_R,0.34680579318326926
FOP1_R,0.3399504886283601
FOP3_R,0.32108517123857194
FOP2_R,0.32491241316796343
PFt_R,0.3519500174508424
AIP_R,0.349587825476045
EC_R,0.3229937387513553
PreS_R,0.3424135803497054
H_R,0.30672161081700083
ProS_R,0.3409795469908428
PeEc_R,0.3150907242225894
STGa_R,0.35988259659470795
PBelt_R,0.32177911562276335
A5_R,0.35797792029247616
PHA1_R,0.3297712627774838
PHA3_R,0.30870261080596345
STSda_R,0.34681187277295583
STSdp_R,0.339899118727307
STSvp_R,0.3364957776569859
TGd_R,0.3374484270523461
TE1a_R,0.3572424537311933
TE1p_R,0.34271549074109803
TE2a_R,0.3386519273035159
TF_R,0.31870989967067126
TE2p_R,0.32853828412241015
PHT_R,0.3382782767378031
PH_R,0.3369491848075943
TPOJ1_R,0.34788529440529187
TPOJ2_R,0.3425168335781629
TPOJ3_R,0.3499289031548162
DVT_R,0.3471700536489903
PGp_R,0.3517527331099988
IP2_R,0.3515233035908682
IP1_R,0.3557956820539617
IP0_R,0.3555244175887786
PFop_R,0.3593174888300361
PF_R,0.36181178365812444
PFm_R,0.35835715402360063
PGi_R,0.3591420679979894
PGs_R,0.3620322262875236
V6A_R,0.345370349450236
VMV1_R,0.3230233680991484
VMV3_R,0.32105962469134935
PHA2_R,0.3198986675103013
V4t_R,0.3357356067001525
FST_R,0.335807279126923
V3CD_R,0.34676387718437224
LO3_R,0.342321733705951
VMV2_R,0.3228865790404239
31pd_R,0.3309490384873889
31a_R,0.3406021703538319
VVC_R,0.3196741635190808
25_R,0.318198755008976
s32_R,0.2966832702630493
pOFC_R,0.3125545115878048
PoI1_R,0.35176847335338374
Ig_R,0.3278555079910091
FOP5_R,0.32605906404002294
p10p_R,0.3247945772196287
p47r_R,0.34711503876139804
TGv_R,0.3364142795843357
MBelt_R,0.3028091527678227
LBelt_R,0.30852451479830845
A4_R,0.3507663872807538
STSva_R,0.3314004211367268
TE1m_R,0.34869212696160407
PI_R,0.3180987617315344
a32pr_R,0.3203395861932058
p24_R,0.32720122038984806
