region,fa
IFSp_R,0.12579462709133035
IFSa_R,0.13102252133308537
p9-46v_R,0.13505156106092756
46_R,0.1293897610031896
a9-46v_R,0.1317433886040297
9-46d_R,0.12840214300307312
9a_R,0.1330425003627028
10v_R,0.1379611434493378
a10p_R,0.1276771834328363
10pp_R,0.1388141512055388
11l_R,0.1362099081706152
13l_R,0.1358060612353532
OFC_R,0.1453170591022169
47s_R,0.16265527330506574
LIPd_R,0.13287953674032113
6a_R,0.13080598071497793
i6-8_R,0.13293321974843578
s6-8_R,0.14141605830388757
43_R,0.15178953328395636
OP4_R,0.1543938288797249
OP1_R,0.1529794742289853
OP2-3_R,0.1451942568715307
52_R,0.11899475622272136
RI_R,0.12859430720040413
PFcm_R,0.1486020607466975
PoI2_R,0.17476710134536702
TA2_R,0.13300289461545292
FOP4_R,0.14170063933670926
MI_R,0.15915790293829496
Pir_R,0.18278643380659038
AVI_R,0.15629344644087956
AAIC_R,0.17780926636847968
FOP1_R,0.1541734351121157
FOP3_R,0.13888924993691576
FOP2_R,0.1424913030250285
PFt_R,0.1286141155137977
AIP_R,0.1280923302223057
EC_R,0.16251120364155627
PreS_R,0.16883458214122263
H_R,0.14118479949005747
ProS_R,0.16098733064539394
PeEc_R,0.14647034827000138
STGa_R,0.1473545216469825
PBelt_R,0.12399145737779237
A5_R,0.14615518243429754
PHA1_R,0.16167072142149644
PHA3_R,0.13039129507793795
STSda_R,0.13963497474015044
STSdp_R,0.1359405667972091
STSvp_R,0.13285421058376104
TGd_R,0.15056777143750952
TE1a_R,0.13955564000107773
TE1p_R,0.13569699802454957
TE2a_R,0.13870692870297868
TF_R,0.14448685802618827
TE2p_R,0.13885490710559817
PHT_R,0.13480036982981658
PH_R,0.13801272135123316
TPOJ1_R,0.1409123168262591
TPOJ2_R,0.13517958089041907
TPOJ3_R,0.13656585711225402
DVT_R,0.13988175885710516
PGp_R,0.1403937390548095
IP2_R,0.12558275110770586
IP1_R,0.12662854524206132
IP0_R,0.12652335915891308
PFop_R,0.14809814123152704
PF_R,0.14357064128484986
PFm_R,0.13819186344507658
PGi_R,0.14054082676447002
PGs_R,0.13911922785541037
V6A_R,0.13610354941252176
VMV1_R,0.1484903466677416
VMV3_R,0.13322046140110172
PHA2_R,0.1363740316642166
V4t_R,0.13622379682685146
FST_R,0.13515050743876003
V3CD_R,0.13047899067037597
LO3_R,0.13661172262856847
VMV2_R,0.13948975311814002
31pd_R,0.13111198500450572
31a_R,0.14366727512327915
VVC_R,0.1428629012285827
25_R,0.17171525160417503
s32_R,0.1441558020467924
pOFC_R,0.16035976393782536
PoI1_R,0.15967668130112894
Ig_R,0.14979881089923947
FOP5_R,0.1464077786024633
p10p_R,0.1293105361218342
p47r_R,0.13468377613212015
TGv_R,0.15256691532024746
MBelt_R,0.12420436262346046
LBelt_R,0.1166164055222674
A4_R,0.13827673897442094
STSva_R,0.1264030506143086
TE1m_R,0.13752446976695185
PI_R,0.11916769782467
a32pr_R,0.13080432647059445
p24_R,0.15099095626920622
