region,fa
V1_L,0.13597136854693592
MST_L,0.13501119032868036
V6_L,0.12184807454089795
V2_L,0.13841236011304534
V3_L,0.13819489112131586
V4_L,0.13963566292098006
V8_L,0.1558507623403295
4_L,0.15042411773920453
3b_L,0.11629287055092427
FEF_L,0.13655468127848613
PEF_L,0.13341755502905897
55b_L,0.14268438548344717
V3A_L,0.13622001300847697
RSC_L,0.1734072603953882
POS2_L,0.141367512166206
V7_L,0.12941863963733954
IPS1_L,0.1220074738025846
FFC_L,0.14389788212733648
V3B_L,0.12240882164140592
LO1_L,0.133078709070514
LO2_L,0.13838108948457695
PIT_L,0.14366215787375547
MT_L,0.13534867086710597
A1_L,0.12991095600272412
PSL_L,0.1324053570933064
SFL_L,0.14604427281835913
PCV_L,0.14057415460058154
STV_L,0.1426900667358683
7Pm_L,0.1373526885027896
7m_L,0.141535309219739
POS1_L,0.16260952888849195
23d_L,0.13704731677115464
v23ab_L,0.15035864943120913
d23ab_L,0.14584319890200684
31pv_L,0.1346305702944117
5m_L,0.1489199400019804
5mv_L,0.12871452986118495
23c_L,0.12649672538892673
5L_L,0.13524651105652413
24dd_L,0.15091968344415635
24dv_L,0.1375991816824059
7AL_L,0.13546000595576882
SCEF_L,0.15208174299280683
6ma_L,0.14051364911153524
7Am_L,0.14191753658388145
7Pl_L,0.14229253466920563
7PC_L,0.13513363816227278
LIPv_L,0.13525212679288132
VIP_L,0.14069202917291088
MIP_L,0.13514562255806495
1_L,0.1409049832932594
2_L,0.1354177184048413
3a_L,0.11128397672338057
6d_L,0.13727770745327314
6mp_L,0.1391395639311026
6v_L,0.15136318210218971
p24pr_L,0.1399890404978506
33pr_L,0.16289366557569163
a24pr_L,0.13382301632457272
p32pr_L,0.13856392026887257
a24_L,0.15351869891981104
d32_L,0.15228177632941745
8BM_L,0.15871948051900606
p32_L,0.14768324802190808
10r_L,0.13630887051952303
47m_L,0.1454783566165553
8Av_L,0.13954586366094288
8Ad_L,0.12891711167301337
9m_L,0.15531144771661623
8BL_L,0.14636649680912495
9p_L,0.1349029912810347
10d_L,0.14497005108662697
8C_L,0.14168739583270165
44_L,0.15148574133348455
45_L,0.15059762799297802
47l_L,0.14667502767529897
a47r_L,0.1398131288504199
6r_L,0.14210569496997572
IFJa_L,0.13318639238456764
IFJp_L,0.13686783997917307
IFSp_L,0.12995541927215487
IFSa_L,0.13132108937762513
p9-46v_L,0.13999668834173676
46_L,0.1362662592075009
a9-46v_L,0.13608382137031858
9-46d_L,0.13232555409178812
9a_L,0.13523579932079946
10v_L,0.14339228456286035
a10p_L,0.12563351318902907
10pp_L,0.1395813185470469
11l_L,0.13785391402415267
13l_L,0.13120926805016433
OFC_L,0.14504202387279985
47s_L,0.15429150055329297
LIPd_L,0.12654179287419406
6a_L,0.12898879857083273
i6-8_L,0.1328314226431269
s6-8_L,0.13502637093530914
43_L,0.15339101638300337
OP4_L,0.1563433885833506
OP1_L,0.15505849684929704
OP2-3_L,0.1511353458974438
52_L,0.12482175959888511
RI_L,0.13283351401288682
PFcm_L,0.1489988553697463
PoI2_L,0.16805506174990073
TA2_L,0.14270017750514455
FOP4_L,0.1496700000594049
MI_L,0.1495804522222654
Pir_L,0.1891640280093113
AVI_L,0.15048417969222963
AAIC_L,0.17697250363959316
FOP1_L,0.16099610219371246
FOP3_L,0.14495364495871357
FOP2_L,0.14840770220399774
PFt_L,0.1310309360687066
AIP_L,0.13083869194113942
EC_L,0.16460924523548268
PreS_L,0.17502904736763486
H_L,0.14244042415897656
ProS_L,0.1676336510245595
PeEc_L,0.146728402565341
STGa_L,0.14868539547580106
PBelt_L,0.12079971480379832
A5_L,0.14973090864886257
PHA1_L,0.16238625021381062
PHA3_L,0.13991248425593658
STSda_L,0.1388790382748461
STSdp_L,0.13901904382831629
STSvp_L,0.12736774141865675
TGd_L,0.1503010335304865
TE1a_L,0.13777536702765775
TE1p_L,0.14072515900653848
TE2a_L,0.14155806238089746
TF_L,0.14790578040620103
TE2p_L,0.1464373046708115
PHT_L,0.13985851413398906
PH_L,0.13973714381569666
TPOJ1_L,0.14217006704679164
TPOJ2_L,0.1334821298363568
TPOJ3_L,0.13445921879167902
DVT_L,0.13916717182893748
PGp_L,0.13994796136489968
IP2_L,0.12470760226079917
IP1_L,0.1267808622337016
IP0_L,0.1275955099798808
PFop_L,0.1438222590130389
PF_L,0.1439562714004232
PFm_L,0.1361113115575152
PGi_L,0.13804033642736396
PGs_L,0.13654703267940793
V6A_L,0.1361561370640645
VMV1_L,0.15412923976804094
VMV3_L,0.1468645270534485
PHA2_L,0.14412054409147887
V4t_L,0.13919901353771816
FST_L,0.13582318076444314
V3CD_L,0.13759255805859696
LO3_L,0.1350364362949994
VMV2_L,0.14640126262917408
31pd_L,0.1401280060338244
31a_L,0.1409179799752421
VVC_L,0.15244803024744505
25_L,0.1621385683658059
s32_L,0.1411239978398322
pOFC_L,0.1528567813249188
PoI1_L,0.1528489630814871
Ig_L,0.14274679102746954
FOP5_L,0.14676425211862337
p10p_L,0.12964195474151904
p47r_L,0.13103391659720692
TGv_L,0.1515711886770484
MBelt_L,0.1371278527097285
LBelt_L,0.1259378231544611
A4_L,0.13244973416205685
STSva_L,0.12280156943263065
TE1m_L,0.138568481710653
PI_L,0.12832495997112278
a32pr_L,0.1416738382088825
p24_L,0.1500688976753095
V1_R,0.13248371223206104
MST_R,0.13419557237901242
V6_R,0.11803504249023651
V2_R,0.13556094092501714
V3_R,0.13554839460620008
V4_R,0.13668974870636214
V8_R,0.14277455118325125
4_R,0.15632099591030424
3b_R,0.11203577673223607
FEF_R,0.13800237957099845
PEF_R,0.1368847655411196
55b_R,0.14389846021683267
V3A_R,0.13989559595080905
RSC_R,0.1689315718008395
POS2_R,0.13836931364648747
V7_R,0.14202819184816975
IPS1_R,0.12957350935256864
FFC_R,0.14568321609400986
V3B_R,0.12700937713056476
LO1_R,0.13004938544307745
LO2_R,0.13498341567792713
PIT_R,0.14203118257530417
MT_R,0.13499366065404228
A1_R,0.12876056991599202
PSL_R,0.1408020055554823
SFL_R,0.14542988990077674
PCV_R,0.1362870043288112
STV_R,0.14326730248097383
7Pm_R,0.13492295051744468
7m_R,0.13520188880305178
POS1_R,0.16160809873294615
23d_R,0.1364778324912712
v23ab_R,0.1479897593850618
d23ab_R,0.14240450327917809
31pv_R,0.1301931142110932
5m_R,0.14469928996693035
5mv_R,0.1314245428774433
23c_R,0.12781826267296362
5L_R,0.1354572140316601
24dd_R,0.14452472568597297
24dv_R,0.13282554461922488
7AL_R,0.13432361758577344
SCEF_R,0.14326855608721678
6ma_R,0.14077799245512124
7Am_R,0.1379344079130739
7Pl_R,0.13935737426674938
7PC_R,0.13842275342063318
LIPv_R,0.13708739002667691
VIP_R,0.13790669321707344
MIP_R,0.13788045346862285
1_R,0.1386424290308348
2_R,0.13377580161811353
3a_R,0.11761683541965268
6d_R,0.1392311379245487
6mp_R,0.13787874974658523
6v_R,0.14902204968935348
p24pr_R,0.13925312690858657
33pr_R,0.16230142635075948
a24pr_R,0.1389658713957517
p32pr_R,0.1306924739348449
a24_R,0.1461602910932939
d32_R,0.14389149092501624
8BM_R,0.14650317404953098
p32_R,0.13787025976156456
10r_R,0.12844694647801128
47m_R,0.14324577281597564
8Av_R,0.13823977709719748
8Ad_R,0.12957693177850702
9m_R,0.14634396916561507
8BL_R,0.14352892176622736
9p_R,0.13334969695130972
10d_R,0.13856232787863573
8C_R,0.1413542491400305
44_R,0.15048635249140885
45_R,0.14889114535925857
47l_R,0.1473128444056854
a47r_R,0.13425911962838677
6r_R,0.14407920708247626
IFJa_R,0.13427926635507437
IFJp_R,0.13699501978702963
