region,ak
PoI2_L,0.6285087705251062
TA2_L,0.6284228351297623
FOP4_L,0.6311977785369653
MI_L,0.6130454081880842
Pir_L,0.6820215338563835
AVI_L,0.6516652267025412
AAIC_L,0.6384061951073563
FOP1_L,0.6266612685568393
FOP3_L,0.6313299498585452
FOP2_L,0.6338556370696302
PFt_L,0.5651679281282832
AIP_L,0.598522389620085
EC_L,0.7463839455173951
PreS_L,0.746012791057719
H_L,0.6876133568349262
ProS_L,0.6694289746825295
PeEc_L,0.7179982322019212
STGa_L,0.6082084149659689
PBelt_L,0.6385611502972521
A5_L,0.6123269025950538
PHA1_L,0.6855932872679577
PHA3_L,0.6660661245046188
STSda_L,0.6213454470112907
STSdp_L,0.6093041266319181
STSvp_L,0.5752952934780757
TGd_L,0.663212840922704
TE1a_L,0.6103264950718312
TE1p_L,0.5800977435049697
TE2a_L,0.6483728783568444
TF_L,0.7094909116526805
TE2p_L,0.6525207531532736
PHT_L,0.5694720351859603
PH_L,0.591658836838108
TPOJ1_L,0.5950394950121253
TPOJ2_L,0.5811169994190863
TPOJ3_L,0.5902508798938271
DVT_L,0.5988605981125347
PGp_L,0.5792852121208905
IP2_L,0.5742953800491698
IP1_L,0.585286224466293
IP0_L,0.5734903737734219
PFop_L,0.5685169410413515
PF_L,0.5679148567145165
PFm_L,0.5696612364656208
PGi_L,0.5714728989254164
PGs_L,0.5788749231640881
V6A_L,0.5941398194970872
VMV1_L,0.6979700315947377
VMV3_L,0.652750886865769
PHA2_L,0.6625548946129071
V4t_L,0.6163960852937381
FST_L,0.5894070451650062
V3CD_L,0.5960589602527618
LO3_L,0.5868840182892596
VMV2_L,0.6653650097560299
31pd_L,0.5913950381947648
31a_L,0.5895249200208548
VVC_L,0.6709681038879933
25_L,0.7428044181391437
s32_L,0.7206868423522733
pOFC_L,0.74857416906553
PoI1_L,0.6335947585314488
Ig_L,0.6584426311330226
FOP5_L,0.653596800944009
p10p_L,0.5965406613149749
p47r_L,0.5862857119598882
TGv_L,0.7105399649163915
MBelt_L,0.6967878914829213
LBelt_L,0.6814807602834548
A4_L,0.6089870076514246
STSva_L,0.6030284015534434
TE1m_L,0.5972261097044435
PI_L,0.6367964015655958
a32pr_L,0.5939452574146594
p24_L,0.5863059701803179
V1_R,0.6577543113845461
MST_R,0.6055476564800216
V6_R,0.61797928729337
V2_R,0.6492836426877061
V3_R,0.6240882165996425
V4_R,0.6153987585690013
V8_R,0.6265201408823504
4_R,0.6891900751758966
3b_R,0.6707609621286716
FEF_R,0.6418896067849534
PEF_R,0.6214895923392716
55b_R,0.6235079969575539
V3A_R,0.60313904094271
RSC_R,0.7216517585762222
POS2_R,0.6095155764089011
V7_R,0.6032473932955904
IPS1_R,0.5926111491693986
FFC_R,0.6447742625475623
V3B_R,0.5898204776184948
LO1_R,0.5819343683994949
LO2_R,0.5977756273101827
PIT_R,0.6064050193574206
MT_R,0.598984358059031
A1_R,0.7107112165983269
PSL_R,0.5570931172684158
SFL_R,0.6258172442150052
PCV_R,0.5923313574512575
STV_R,0.5638959649552019
7Pm_R,0.5800150096203579
7m_R,0.6032440164685082
POS1_R,0.6502727417095544
23d_R,0.6443500917363734
v23ab_R,0.6518463438710176
d23ab_R,0.6412806059087316
31pv_R,0.6156623173893675
5m_R,0.6681072122025116
5mv_R,0.6265484246210247
23c_R,0.6029893187593636
5L_R,0.604324251014599
24dd_R,0.6718208851226922
24dv_R,0.6509004106240294
7AL_R,0.5776517400746458
SCEF_R,0.6594964893565984
6ma_R,0.6267086991913026
7Am_R,0.576658909397328
7Pl_R,0.5717554031168012
7PC_R,0.5892674822788678
LIPv_R,0.6012001558747224
VIP_R,0.5863285036124749
MIP_R,0.5831387694022961
1_R,0.6397992470557188
2_R,0.61207912778917
3a_R,0.6618889539158705
6d_R,0.6608439969878597
6mp_R,0.6503251319657015
6v_R,0.6059166369100947
p24pr_R,0.6209660562399728
33pr_R,0.6632286499066183
a24pr_R,0.6253529189505308
p32pr_R,0.6450575421351514
a24_R,0.6430648598640597
d32_R,0.6105254130277822
8BM_R,0.63339199176408
p32_R,0.6376750633809357
10r_R,0.6765512882538399
47m_R,0.7093019978698893
8Av_R,0.6236960967683488
8Ad_R,0.6216169352158275
9m_R,0.59374026772826
8BL_R,0.5907955082273186
9p_R,0.5792787719599303
10d_R,0.5870448913565832
8C_R,0.6234385488246867
44_R,0.6261801354864336
45_R,0.6307920614025323
47l_R,0.6436336236092526
a47r_R,0.631646334421236
6r_R,0.6140535584898268
IFJa_R,0.644911834374518
IFJp_R,0.6299105807341701
IFSp_R,0.6442169092736364
IFSa_R,0.6239355190815302
p9-46v_R,0.6145954399740687
46_R,0.6034744939020197
a9-46v_R,0.6125360137135288
9-46d_R,0.5951976593807785
9a_R,0.5731562857240293
10v_R,0.7033104079067192
a10p_R,0.6204254264073258
10pp_R,0.6732598751160088
11l_R,0.6905459953290448
13l_R,0.7450542611505074
OFC_R,0.7383879572443426
47s_R,0.6881108833095464
LIPd_R,0.5856550376670221
6a_R,0.6407674023683473
i6-8_R,0.6409071252551112
s6-8_R,0.6178737445034627
43_R,0.6250078918276024
OP4_R,0.6077063984411352
OP1_R,0.6365783941961851
OP2-3_R,0.6604613553419258
52_R,0.6619527921622864
RI_R,0.6433271769862516
PFcm_R,0.5978392251831282
PoI2_R,0.6355497447723188
TA2_R,0.6462053153363602
FOP4_R,0.6510391166382986
MI_R,0.6233365245978275
Pir_R,0.6896766641188751
AVI_R,0.6639655330646406
AAIC_R,0.642093150952805
FOP1_R,0.6451757595365922
FOP3_R,0.639596946760043
FOP2_R,0.6454162641221836
PFt_R,0.5702304299137859
AIP_R,0.584642371712175
EC_R,0.7482447164110516
PreS_R,0.7429047468478288
H_R,0.6854806365268332
ProS_R,0.6712512271422324
PeEc_R,0.7209326402365729
STGa_R,0.6232513879862166
PBelt_R,0.6486190517494941
A5_R,0.6043697373383111
PHA1_R,0.6887920896552876
PHA3_R,0.6586626019721157
STSda_R,0.6262003979454385
STSdp_R,0.6013804334730789
STSvp_R,0.5746827746249578
TGd_R,0.6789676467752821
TE1a_R,0.6179564501837554
TE1p_R,0.5718952845291575
TE2a_R,0.6583414218909373
TF_R,0.7149790926684413
TE2p_R,0.6541975491057379
PHT_R,0.5583125236357093
PH_R,0.5863464329998617
TPOJ1_R,0.5767978083805008
TPOJ2_R,0.5701011487160842
TPOJ3_R,0.5672860661823964
DVT_R,0.6099387824994509
PGp_R,0.5587711881614555
IP2_R,0.5743437445047505
IP1_R,0.5754787545086248
IP0_R,0.5806576592978475
PFop_R,0.5696613492380426
PF_R,0.5556161389822849
PFm_R,0.5599614672494481
PGi_R,0.5589729771854386
PGs_R,0.5612302695543971
V6A_R,0.5900509547364486
VMV1_R,0.6942049109689288
VMV3_R,0.6483165375251783
PHA2_R,0.6657980773440589
V4t_R,0.5951112249966451
FST_R,0.5752074527768862
V3CD_R,0.5733001857030212
LO3_R,0.5747022757089998
VMV2_R,0.6578174057108576
31pd_R,0.6056286770800579
31a_R,0.6075234401948332
VVC_R,0.6702481582216498
25_R,0.7311534424927043
s32_R,0.7203226386643964
pOFC_R,0.7482019275844946
PoI1_R,0.6456489905430643
Ig_R,0.6547148746486048
FOP5_R,0.6654107642276438
p10p_R,0.6072852606720409
p47r_R,0.610394372176839
TGv_R,0.7146384016859455
MBelt_R,0.7087002692574865
LBelt_R,0.6684484055573504
A4_R,0.6065069022526942
STSva_R,0.6206634806524336
TE1m_R,0.593858163969609
PI_R,0.6426220034726589
a32pr_R,0.6248597597017101
p24_R,0.6083094151858052
